Date,CVaR_HC,CVaR_LC,CVaR_HL_Ratio
2014-07-07,NA,NA,NA
2014-07-08,NA,NA,NA
2014-07-09,NA,NA,NA
2014-07-10,NA,NA,NA
2014-07-11,NA,NA,NA
2014-07-14,NA,NA,NA
2014-07-15,NA,NA,NA
2014-07-16,NA,NA,NA
2014-07-17,NA,NA,NA
2014-07-18,NA,NA,NA
2014-07-21,NA,NA,NA
2014-07-22,NA,NA,NA
2014-07-23,NA,NA,NA
2014-07-24,NA,NA,NA
2014-07-25,NA,NA,NA
2014-07-28,NA,NA,NA
2014-07-29,NA,NA,NA
2014-07-30,NA,NA,NA
2014-07-31,NA,NA,NA
2014-08-01,NA,NA,NA
2014-08-04,NA,NA,NA
2014-08-05,NA,NA,NA
2014-08-06,NA,NA,NA
2014-08-07,NA,NA,NA
2014-08-08,NA,NA,NA
2014-08-11,NA,NA,NA
2014-08-12,NA,NA,NA
2014-08-13,NA,NA,NA
2014-08-14,NA,NA,NA
2014-08-15,NA,NA,NA
2014-08-18,NA,NA,NA
2014-08-19,NA,NA,NA
2014-08-20,NA,NA,NA
2014-08-21,NA,NA,NA
2014-08-22,NA,NA,NA
2014-08-25,NA,NA,NA
2014-08-26,NA,NA,NA
2014-08-27,NA,NA,NA
2014-08-28,NA,NA,NA
2014-08-29,NA,NA,NA
2014-09-01,NA,NA,NA
2014-09-02,NA,NA,NA
2014-09-03,NA,NA,NA
2014-09-04,NA,NA,NA
2014-09-05,NA,NA,NA
2014-09-09,NA,NA,NA
2014-09-10,NA,NA,NA
2014-09-11,NA,NA,NA
2014-09-12,NA,NA,NA
2014-09-15,NA,NA,NA
2014-09-16,NA,NA,NA
2014-09-17,NA,NA,NA
2014-09-18,NA,NA,NA
2014-09-19,NA,NA,NA
2014-09-22,NA,NA,NA
2014-09-23,NA,NA,NA
2014-09-24,NA,NA,NA
2014-09-25,NA,NA,NA
2014-09-26,NA,NA,NA
2014-09-29,NA,NA,NA
2014-09-30,NA,NA,NA
2014-10-08,NA,NA,NA
2014-10-09,0.0340900221301983,0.0386649490348939,0.881677668821783
2014-10-10,0.0341697851860736,0.0384755996204876,0.888089737992772
2014-10-13,0.0342611614631734,0.038668747846993,0.886016831957946
2014-10-14,0.0338371005308656,0.0382433610099079,0.8847836496928
2014-10-15,0.0338025334220729,0.0380612279010173,0.888109377605483
2014-10-16,0.0345504466402987,0.0388012275927384,0.890447256023538
2014-10-17,0.0354252991611302,0.0392698068913677,0.902100162069231
2014-10-20,0.0353483243455477,0.038863924302539,0.909540788273878
2014-10-21,0.0352042936928379,0.0379896789066499,0.926680474961203
2014-10-22,0.0356727301844943,0.0380415595876117,0.937730486636283
2014-10-23,0.0368399024438823,0.0386716358239534,0.952633672172293
2014-10-24,0.0368116112457761,0.0388201874430721,0.948259492558054
2014-10-27,0.0369235608779626,0.0388548042691175,0.950295891911367
2014-10-28,0.0367153034198848,0.0383267807179582,0.957954274585908
2014-10-29,0.036462374046098,0.037710057339731,0.966913778931901
2014-10-30,0.0364952627328972,0.0377464453374959,0.966852968712372
2014-10-31,0.0365365444945959,0.0379129139264516,0.963696553777803
2014-11-03,0.0365460652635701,0.0378738288593888,0.964942451402307
2014-11-04,0.0366094891628197,0.0381426969099286,0.959803373350097
2014-11-05,0.0367690177173983,0.0382353085626044,0.961650869305651
2014-11-06,0.0366131773312029,0.0379614568176922,0.964482936127441
2014-11-07,0.0368381836555649,0.0382460239833143,0.963189890578858
2014-11-10,0.0368649280213928,0.0383252525677243,0.961896544745505
2014-11-11,0.0396363431554695,0.0413271291745987,0.959087745679454
2014-11-12,0.0392861681176742,0.0411653590029912,0.954350188342085
2014-11-13,0.0396071977744204,0.0419739134436301,0.943614605476611
2014-11-14,0.0398051469315985,0.0420272225607151,0.947127706906959
2014-11-17,0.0398470637528612,0.0420614966675571,0.947352493607202
2014-11-18,0.0398658102146182,0.0420526411388306,0.947997774575137
2014-11-19,0.0394893572589365,0.0419069597270576,0.942310239543335
2014-11-20,0.0394885357753735,0.0419300939761826,0.941770743414121
2014-11-21,0.0394889170038302,0.0419411960653966,0.941530540575364
2014-11-24,0.0394034610641187,0.0419186128599054,0.93999916447158
2014-11-25,0.0393348203460207,0.0418376639640239,0.940177261805168
2014-11-26,0.03946944123977,0.0419147644720478,0.941659621303406
