,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600690.SH,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002129.SZ,X002371.SZ,X002049.SZ,X000725.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002241.SZ,X002180.SZ,X600522.SH,X000661.SZ,X300142.SZ,X000733.SZ,X002074.SZ,X601877.SH,X000100.SZ,X600741.SH,X600460.SH,X000157.SZ,X300003.SZ,X600702.SH,X600884.SH,X600487.SH,X600584.SH,X600563.SH,X601799.SH,X000799.SZ,X002414.SZ,X002176.SZ,X002223.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0151335525931623,0.0839247334962541,0,0.22259515690929,0,0,0.0130147749820121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000416346599382798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221001888791211,0,0,0,0,0,0.0398976476757828,0.0173347880816935,0,0,0,0,0,0
X000858.SZ,0.14484937424801,0,0.0660346261781132,0,0.27430418215631,0,0,0,0,0,0,0,0,0,0.0430328213501388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01120208597271,0,0,0,0,0,0,0,0,0,0.151421414073072,0,0,0,0,0,0,-0.0093804620448745,0,0,0,0,0.00318006194472102,0,0,0,0,0,0,0
X600809.SH,0.414335172335834,0,0,0,0.437577299130334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106779526439215,0,0,0,0,0,0,0,0,0.0133515746912696,0,-0.0324876087648046,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470386003634674,0,0,0,0.0479039877873112,0,0,0.00892763445838567,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,-0.091864111199253,0,0,0,0,0,0,0,0,0,0,0.112700734686084,0,0,0,0,0.155197319840441,0,0,0,0.171842400890505,0,0,0,0,0,0,0,0,0,0,0,0.0637679996264843,0,0,0.163562439213878,0,0,0,0.127821029383015,0.178143834119652,0.0306214677187903,0,0,0,0,0,0,0
X000568.SZ,0,0.16234564858658,0.547774037147819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125765580149572,0,0,0,0,0,0,0,0,0,0,0.142141335345317,0,0,0,0,0,0,0,0,0,0,0,0.0256110364739271,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.107644062277967,0,0,0,0,0,0,-0.0695327265633139,0,0,0,0,0.0134867743067174,0,0,0,-0.014617299999282,0,0,0,0,0,0,0,0,-0.102035684252667,0,0.0403468354513777,0.0291175115076353,0,0,0,0,0,0,0,0,0,-0.0173207903023281,0.0440529522363139,-0.0431542211368865,0,0.143712678925376,0,0,0.139453663896125,0,0,-0.00399701261360958,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.170910352543964,0.14619077717882,0,0,0,0.0489710329370278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180949335269774,0,0,0,0,0,0,0.0378049235063101,0.0816362133735442,0,0.116105003944559,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.189822075118292,0,0,0,0,0.086445144107615,0,0,0.00270129924232027,0,0,0,0,0,0,0,0,0,0,0.14099079525771,0,0,0,0,0,0,0,0,0,0,0,0.0746960629700069,0.0286004399938569,0,0,0,0,0,0.289418404085687,0,0,0,0,0,0,-0.0981143251354245,0,0.0208886693233392,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.345326684942034,0,0,0,0,0,0,0.266303878631999,0,0,0,0,0,0,0,0,0,0,0,0,0.0414356282291691,0.0325720787309932,0.1009320187613,-0.0862950755369053,0.0873166787522226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0194616556169128,0,0,0,0,-0.0286187526601748,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.109735556158084,-0.00638607475303197,0,0,0.00992176314904159,0,0,0,-1.73472347597681e-18,0,0,0.0131720274835541,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.13595768661205,0,0,0,0,0.0175867283013922,0,0,0.370221612962829,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00645599872144757,0.0866088614677105,0,0,-0.113485612642856,0,-0.0522867906123511,0,0,0,0,0,0
