,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X601877.SH,X002456.SZ,X002008.SZ,X000625.SZ,X300124.SZ,X600066.SH,X600809.SH,X000100.SZ,X600271.SH,X600487.SH,X002241.SZ,X600867.SH,X002294.SZ,X600566.SH,X000981.SZ,X300136.SZ,X600522.SH,X000157.SZ,X000977.SZ,X002179.SZ,X600089.SH,X002508.SZ,X000050.SZ,X600177.SH,X002180.SZ,X000596.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X600584.SH,X600699.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0802804105576117,0,0.476213398715199,0,0,0,0,0.0686952139280659,0,0,0,0,0,0,0,0,0.0641734279816762,0,0,0,0,0,0,0,0,0.0146027890707525,0,0,0,0,0,-0.00242621823484007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135515619821173,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250535065865948,0,0,0,0,0,0,0,0,0,0,-0.0041483779134462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320764867691526,0,0,0,0,0.161591822239911,0,0,-0.0391467789724896,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.105677062777912,0,0,0,0,0,0,0,0.0408445417951021,0,0,0,0,0,0.218897867787429,0,0,0,0,0,0,0.253923614533679,0.165355740276061,0,0,0,0,0.0769040717813392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198737606479497,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.206542103656838,0,0,0,0,0.544184482389746,0,0,0,0,0,0,0.0846612477670991,-0.0245894543595665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076573422408353,0,0,0,0,0,0.0454738080872721,0,0,0,0,0,0.0469870806442928,-0.0289624708193445,0,0,0,0,-0.0122770083907757,0.0101395385463323,0,0,0,0,0,0
X000858.SZ,0.184218933823559,0,0,0.159669399468242,0,0,0,0,0,0,0,0.574366178166201,0,0,0.0245791785984865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122174135018066,0,0,0,0,0,0,0,0,0,-0.0108210133849541,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0868906280714834,0,0,0.0638385001061883,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.132027193500774,0,0,0,0,0,0,0.0921647946628876,0,0,0.24886366934752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894840891287178,0,0.0374362265172341,0,0,0,0,-0.0338449655119267,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0516610026247642,0,0,0,0,0,0.260586554487043,0,0,0,0,0,0,0.22664372716383,0,0,0,0,0,0,0,0,0.0500535953690479,0.224213515102846,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.266272521161739,0,0,0,0,0.0649856268787955,0.0448464718537569,0,0,0,0,0,0,-0.0186912284884012,0.0476053985569901,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.176389469066898,0,0.118547489213679,0.063550255401356,0,0,0,0,0,0,0,0,0,0.196470596102819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639594971158219,0,0,0,0,0,0,0,0.0141738461880851,0,0,0,0.009842256517041,-0.010962668146581,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.140182581769965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241574951017856,0,0.490930065425308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152959906521002,0,0,0,0,0,0.143809795055899,0,0.0526354861899471,-0.00189538175923435,0,0,0,0,0,0
X600690.SH,0,0,0,0.392989748387488,0.242182492215592,0,0,0.119823301793982,0,0,0,0,0,0.0431450837226046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495205487704402,0,0.000538026773343611,0,0,0,0,0,0,0.0472163766263837,0,0,0,0,0.0168010873912411,-0.00153043081132605,0,0,0,0,0,0
X600703.SH,0,0,0.0644991629594759,0,0,0,0,0,0,0,0,0,0.086758623603639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971386284233879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175325960489439,0.388128350679173,0,0,0,-0.0511722158301908,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.611485618830098,0,0,0.0455660132011317,0,0,0,0,0,0,0,0,0,0,0,0,0.0799393977910413,0,0,0,0.0309906235322029,0,0,0,0,0,0,0,0,0,0,0,0,0.0834778191584309,0,0,0.0709958982470624,0,0,0.16262501088462,0,0,0,0,-0.0222987626215947,0,0,0.00764341710166515,0.00266579785462786,0,0,0,0,0,0
