,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X300124.SZ,X600104.SH,X000063.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000596.SZ,X003816.SZ,X002371.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X300142.SZ,X601877.SH,X000157.SZ,X600741.SH,X000733.SZ,X002236.SZ,X600522.SH,X002074.SZ,X600584.SH,X000977.SZ,X000066.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600183.SH,X002007.SZ,X000800.SZ,X600884.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0816598448165958,0,0,0.174151385910262,0,0.215066478263638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010687031400658,0,0,0,0,0,0,0,0,0,0,-0.0252393716259221,0,0.109289669622441,0,0,0,0,0,0,0,0.00103751041052948,0.00839103300052918,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.167221411015641,0,0.563058459407238,0,0.0245109503570093,0,0,0,0,0,0,0,0,0,0,0,0.0300365063462407,0,0,0,0,0,0,0,0,0,0,0.0330225949102428,0,0,0,0,0.0294873979863485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481241615913494,0.0330199528702833,0,0,0,0,0,0
X002415.SZ,0,0.134072991785074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344990944165467,0.0485855258209386,0,0,0,0,0.0426315141502891,0,0,0,0.0421977845855707,0,0,0,0,0,0,0.103233120102426,0.125842343387742,-0.144950627198526,0,0.032921909365514,0.0353967718117509,0,0,0,0,0,-0.0641453778836371,0,0,0,0,0,-0.0135370517142874,0,0,0,0,0,0
X000568.SZ,0.175286422118054,0.294932903703336,0,0,0,0,0.306848506432934,0.198287598729809,0,0,0,0,0,0,0,0,0,0,0.0509227409982945,0,0,0,0,0,0,0,0,0,0,-0.00883576114384914,0,0,-0.0222229817030432,0,0,0,0,-0.0939692429947243,0,0,0,0,0,0,0,0.0432161526008171,0,0,0,0,0,0,-0.00954301040421622,0,0,0,0,0,0
X600809.SH,0,0,0.0385639560052852,0.0996605613076077,0,0,0.243935932058936,0.205297144474782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185774529930296,0,0,0,0,0,0,0,0,-0.0526718705244319,0,0,0,0,0,0.206735203380699,0,0,0,0,0,0,0,0.000262179824168019,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181302558548157,0,0,0,0,0,0,0,0.165709627150726,0.0125717728707419,0,0,0,0.0302694682291773,0,0.0812738137416068,0,0.104786700245675,0.0314787009233875,0.0326561728247299,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.367307567291752,0,0.367036270385178,0,0,0,0,0,0,0,0,0,0,0,0.036364864812191,0.175988518140632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764906492604325,0,0,-0.0040847498406121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0882639404146962,0,0,0,0,0.117700381451928,0,0.0500267456561995,0,0,0,-0.057641972247544,0.128023831308369,0,0,0,0,0.0600508834348769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197092346699366,0,0,0,0,0,0.00194266637029117,0,0,0,0.0169104204953798,0,0,0,0,0,0,0.0189725377367317,-0.0062243212040721,0,0,0,0,0,0
X000651.SZ,0,0.143811157132558,0,0.0189198880434231,0,0,0,0.168221893156154,0,0,0,0,0,0,0,0,0,0,0,-0.0133188887820542,0.057904774222297,0.0664233151387993,0,0,0,0,0,0,0,0,0,0.0541621123520137,0.0186685035090071,0,0,0,0,0,0,0,0.0108345127928026,0,0,0,0,0,0,0,0,0,0,0.0213491621376381,-0.0176339548474703,0,0,0,0,0,0
X002475.SZ,0,0.099930941184566,0,0,0,0,0,0,0,0,0.101474454552164,0,0,0,0,0,0,0,0.112542450820952,0.204836820049902,0,0,0,0,0,0,0,0,0,0.212061299771971,0,0,0,0,0.00261874464133284,0,0,0.122797492629978,0.0707353220103443,0.0216544642125153,0,0,0,0,0,0,0.0431734644682742,0,0,0,0.292371506796996,-0.00959821534642242,0,0,0,0,0,0,0
