,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600271.SH,X600118.SH,X600031.SH,X600372.SH,X002241.SZ,X000157.SZ,X600089.SH,X000338.SZ,X002292.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600066.SH,X000559.SZ,X002129.SZ,X300124.SZ,X600177.SH,X601877.SH,X300003.SZ,X600582.SH,X600839.SH,X000016.SZ,X600435.SH,X000568.SZ,X002456.SZ,X002294.SZ,X000550.SZ,X000623.SZ,X002008.SZ,X002179.SZ,X600498.SH,X002465.SZ,X000581.SZ,X000800.SZ,X000869.SZ,X000977.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0617892306084564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227770727455665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115511610358606,0,0,0,0,0,0,0.000178821796969465,0.00187108680240674,0,0,0,0,0,0
X600104.SH,0.08373568731063,0,-0.00292618707922191,0,0.125815550641546,0.302046964072983,0,0,0.038396630082444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116526733548761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595994074372824,0,-0.0323613160309036,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.00077604353059604,0.000547114035848057,0,0,0,0,0,0
X000725.SZ,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.171168965966339,0,0,0.19345045533224,0,0,0,0,0,0,0,0,0,0,0,0.130955842766723,0,0,0,0,0,0,0,0,0,0.0501126565325463,0,0,0,0,0,0,0.0656687036600176,0,0,0,0,0.0118350602773982,0,0,-0.00411332988404909,0.00386110594794467,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0359867764820799,0,0,0,0,0.0272014815761863,0,0,0,0,0,0.0877932067116511,0,0,0,0,0,0,0,0.0370242235681117,0,0,0.0379526049893418,0,0,0,6.93889390390723e-18,0,0,0.464365969810007,0,0,0,0,0,0,0.0349759278189749,0,0,0,0,0,0,0,-0.0235406361721573,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.072434533370058,0,0,0,0,0.0181369262825597,0,0.181124557635564,0,0,0,0,0,0,0,0,0,0.0918037940849343,0,0,0.0719471467153021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498762851649892,0,-0.0144191341922791,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.251951821692703,0,0,0,0,0,0,0,0,0,0,0.0341993742185565,0,0,0,0,0,0,0,0,0.0208914150144592,0,0.0720283121407562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150352705522993,0.02334290237334,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.136062679760296,0,0,0,0,0,0,0,0,0,0.0856349173935459,0,0,0,0,0.237909459493781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466046095100509,0,0,0,0,0,0,0,0,0,0,0.00190313687114751,0,0,0,-0.0121777017673511,-0.00824175959808032,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.020137471092823,0,0.126938656866998,0,0,0,0,0,0,0,0.0775283008667122,0,0,0,0,0,0,0.11900951500423,0,0,0,0.113176566337086,0,0.0192142892764645,0,0,0,0.0115915060918276,0,0,0,0,0,0,0,0,0,0,0,-0.00366026185483015,0.0386759480701708,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.062712317841181,0.0349830982559486,0,0,0,0,0.117271850724118,0,0,0,0.058366011482802,0,0,0,0.0551079201929383,0,0.0621580321248735,0,0,0.0107681277846469,0,0,0,0.0993707489955397,0,0,0,0,0,0,0.133048570282101,0,0,0,0.0457995869735222,0,0,0,0,0,0.0406785013202687,0,0,0,0,0.00668369989164813,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0390279092231181,0,0,0,0.0564628884954463,0,0,0,0,0.145779049879735,0,0,0,0,0,0.341949625064978,0,0,0.0672537528067339,0,0,0,2.71050543121376e-20,0,0,0.0436431357064166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504840872682716,0,0,0,0,0,0,0,-0.0169798866760816,-0.0276101650097325,0,0,0,0,0,0
