,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600584.SH,X601877.SH,X600522.SH,X000977.SZ,X002007.SZ,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X600702.SH,X002028.SZ,X300142.SZ,X002463.SZ,X000733.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.257431483792347,0,0,0,0,0,0,0,0,0.0662260860698949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476952945545894,0,0,0,0,0,0,0.0653074780242209,0.0898905653291687,0,0,0,0,0,0,-0.000915612810429239,-0.00322646436712425,0,0,0,0,0,0
X000858.SZ,0.203551156631142,0,0,0,0,0,0,0,0,0,0,0,0.111813453370544,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100949094255669,0,0,0,0,0,0,0,0,0,0.046138821975543,0,0,0,0,0,0,0.230933214402917,0.0712855990860623,0,0,0,0.00686952659247089,0,0,-0.0127861675298237,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759120808253092,0,0,0,0,0,0.11132349355774,0,0,0,0.0814726185837661,0,0,0,0,0,0,0,0,0,0.086856339567992,0,0,0,0,0,0.0496456505286196,0,0,0,0,0,0,0.0507803918240811,0,-0.0120242470627688,0,0,0,0,0,0,0
X000568.SZ,0.189600479576967,0,0,0,0.0800658223576777,0.201041065238083,0.0646088554339981,0,0,0.0662996595078414,0,0,0,0,0,0.219944479304077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886984534848131,0,0.0254674975303115,0,0,0,0,0,0.0162959236619737,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074525272072348,0,0,0,0,0,0.186415743406064,0,0,0,0,0,0,0.186129755225937,0,0,0,0,0,0,0,0,0,0,0,0,-0.0068997426941594,0,0,0,0,-0.0740182717776581,0.395951799515936,0,0,-0.0150812574693362,0,0,0,0,0,0,0
X600809.SH,-1.38777878078145e-17,0,0,0.542352041306953,0,0,0,0,0,0,0,0.0448248030628223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975120853131149,0,0,0,0,0,0,0,0,-0.0317998393042183,0,0,0,0,-0.0372657530300603,-0.0686598410411611,0,0.0864627929285719,0,0,-0.000552157801017117,0,0,0,0,0,-0.01052253977491,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.161303030990565,0,0,0,0,0,0,0,0,0,0,0,0,0.0810172259561146,0,0,0,0,0,0,0,0.0180037688437974,0,0,0.0704153883313935,0.14119447151765,0,0,0.0468906193234594,0.201174355147666,0,0.0908483744386044,0,0,-0.0709423213145614,0.0974285468622808,0,0,0,0,0,0
X600690.SH,0.13522507637709,0,0,0,0,0,0,0,0,0,0,0.0604309911971216,0,0,0,0,0,0,0.0345146645203088,0.122683049812744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209656377103986,0,0,0.0383345678378891,0.00643277892915814,0.00861509550452266,0,0,0.0723295694608341,0,0,0,0,-0.000526956963084947,0,0,0,0,0,0,0
X000651.SZ,0.0586157440949953,0,0,0,0,0,0.119077214344611,0,0,0,0,0,0,0,0,0,0,0,0.0745567493961663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632069148468547,0,0,0,0,0,0,0.0323441608286846,0,0,0,0,0,0,-0.00329000666850928,0,0,0,0,0,0
X002304.SZ,0,0.331885226418188,0,0.156251725155575,0,0,0,0,0,0,0,0,0.0845726827112362,0,0,0,0,0,0.0189746847166759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473824596966639,0,0,0,0,0,0,-0.0269591041865301,0.022984382777515,-0.0499906847756034,0,0,0,0,0,0
