,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X000725.SZ,X000661.SZ,X000063.SZ,X600031.SH,X003816.SZ,X600690.SH,X600809.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300142.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X002236.SZ,X601877.SH,X300003.SZ,X000157.SZ,X000800.SZ,X002414.SZ,X600183.SH,X000625.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X002456.SZ,X002179.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X300146.SZ,X002508.SZ,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.149562037215988,0,0.0274606468332237,0,0,0,0,0.103196141265921,0,0,0,0,0,0,0,0.0399916046751009,0,0,0.0913423740668834,4.48726115780537e-05,0.000587783666716903,0,0,0,0,0.0216342435350239,0,0.0330375160886445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0241650607834008,0.202604647381264,0,0,0,0,0,0,0.164694575551257,0.0357111982536016,0,0,0.149132503836621,0,0.0350910589947454,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104107464899527,0,0,0,0,0,0,0,0,0,0.0119040255341158,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0819565942405948,0,0,0,0,0.0327984563747896,0,0.172721808275719,0,0,0,0,0,0,0,0,0,0,0,0.00916973533158034,0,0,0,0.011748543962323,0,0.0727363147816494,0.00644385833770393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323798786506823,0,0,0,0.00356972224575303,-0.000787590034897982,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328517661497871,0,0,0.0699373932570691,0.0360199788306957,0,0,0,0,0.0269632698897092,0,0,0.0827263111235294,0.0481781313606415,0,0,0,0,0,0,0,0,0,0,0,0.0933958186610226,0,0,0,0,0,0.00465723886140256,0,0.043612389849008,0,-8.67361737988404e-19,-0.0193296084011026,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.151583950737413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522916579296852,0,0,0,0.223821147687881,0,0,0,0,0,0,0,0.0454912902197939,0.0324776381740545,0,0,0,0,0,0,0,0.0436861872309447,0,0,0,-0.0172253611348448,-0.0128616125583754,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.069861386973309,0,0,0,0.0457283382045,0,-0.0166266358823626,0.0356952685511891,0.0553638285595231,0,0.127181453306253,0,0,0,0,0,0,0,0,0,0,0.0438819912856719,0,0,0,0,0.0386152628711214,0,0,0,0,0,0,0,0,0,0,0.087392625122329,0,0,0,0,0.0138948688244243,0,0.0661915758057195,0,0,0,-0.00867815772708258,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655217624872519,0,0,0,0.0235161591268235,0,0.0694547977805751,0.115173484943686,0,0.0960003260815181,0,0.0489699837330138,0,0,0,0.0182296093672896,0,0,0,0,0,-0.0153581763607234,0,0,0,0,0,0,0
X002304.SZ,0,0.0347432783072568,0,0,0,0,0,0,0.44182807285095,0,0,0,0,0,0,0,0,0,0,0.0292661288756516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126433855914236,0.0081014127817254,0,0,0,0,0,0
X000568.SZ,0,0.450326312218149,0,0,0,0,0,0.12912691791221,0,0,0,0,0,0,0,0.0651166369528002,0.0112291903053335,0,0,0.0883639842003259,0,0,0,0,0,0,0,0,0.049649288861676,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0141787453558618,0.00107141866737324,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0346691665019242,0,0,0,0.0319690363147683,0,0,0,0,0,0,0.201558535880112,0,0,0,0,0,0,0.175269228283888,0.0268559687454031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187526432600954,0.0110195810481717,0,0,0,0,0,0
