,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X300124.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600702.SH,X000977.SZ,X002074.SZ,X600522.SH,X600584.SH,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.237469353608854,0,0,0,0.0439547047645754,0,0,0,0,0,0,0.0403380233473068,0,0,0.0194603051065487,0,0.0530771760747836,0,0,0.00230762627800113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804375216840528,0,0,0,0,0,0,0,0,0,0,0,0.0373872176579575,0,-0.0065908716610176,0,0,0,0,0,0,0,0,0
X000858.SZ,0.035154041432079,0,0,0.136247622673286,0,0.0728476050233313,0,0,0,0,0,0,0,0,0,0.0830182374291497,0,0,0.0825070907491412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143462075619278,0,0,0,0,0,0,0,0,0,0,0.00560914605596739,0,0,0,-0.0370435784698466,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952689866599909,0.0321858514651503,0,0,0,0,0,0,0,0,0.196972650930695,0,0,0,0,0,0,0,0.0967476834994573,0,0,0.102109177005862,0,0,0,0.0170269343684385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.332955968796948,0,0,0,0,0.0433966470035645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756549089723094,0,0,0,0,0,0,0,0,0.153637678465074,-0.00309016163028118,0,-0.0152095783139243,-0.0467878910010815,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652315688593827,0,0,0,0,0,0
X600276.SH,0,0,0.00353407300126124,0,0,0.136521641923143,0,0.0672385640985646,0,0,0,0,0.0104784670954164,0,0,0,0,0,0.21313629264304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372399362700195,0,0,0,0,0,0,0.442306508017748,0,0,0,0.0143198821191292,0,0,0.0077882007135142,0,0,0,0,0,0,0
X600809.SH,0,0.428989384082694,0,0,0,0,0.26461486658044,0,0.169675857662899,0,0,0,0,0,0,0.025564972952537,0,0,0,0,0,0,0,0,-0.0290659491401663,0,0,0,0,0.0104346854922211,0,0,0,0,0.0217194462691758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516121203318484,0,-0.0254693980145359,-0.0235933962040449,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.250212042492777,0,0.0728326738137242,0,0,0,0,0,0,0,0,-0.0449769713957354,0,0,0,0,0,0,0,0,0,-0.0400872105883041,0,0,0,0,-0.0516421535554701,0,0,0,0.163049246895038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.085047396820536,0,0,0,0,0,0,0,0,0,0.113447897501294,0,0,0,0.245390584548597,0,0.088869828413372,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0302732686290298,0,0.0563545602261845,0,0,0,0,0,0,0,0,0,0,-0.120653278862025,0,0,-0.0260460600857381,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536222529476097,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162818624427022,0,0,0,0.0442441165867229,0,0,0.0589365644786914,0,0,0,0.141954344403175,0,0,0,0,0,0.0934383570219011,0,0,0.00524989293672236,0,0.0650465485070249,0,0,0,0,0.0356291135549256,-0.176733197990852,0,0,0,0,0.0461363964276494,0,0,0,0,0,0
X600104.SH,0,0,0.0355297766291058,0,0,0,0,0,0.0886904360475275,0,0,0,0,0,0,0,0,0,0,0,0.271587399112819,0.0175709275549316,0,0,0,0.0223790282505799,0,0,0,-0.0141328891938917,0,0,0.0424208541015779,0.0539218982180328,0,0,0.00746216628729547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943967896026026,-0.0219089905724089,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.105104518696879,0,0,0,0,0,0,0.0314540367839251,0,0,0,0,0,0.148972757006763,0,0,0.0512727468196835,0,0,0,0,0.0377260703215458,0,8.67361737988404e-19,0,0,0.115103803623489,0.0354213109142219,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0221080064739294,0,0,0,0.0146910031582548,0.0396486143728857,-0.0133311102593295,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117374398483719,0,0,0,0,0,0,0,0,0.128073072723168,0,0,0,0,0,0,0,-0.035071845682963,0.50808595263496,0,0,0,-0.098646821830462,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0269097313132205,0,0.0261221542287854,0.036117173653574,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138549542352311,0.0635633596752262,0,0,0,0.0876471956745341,0,0.00745875793270854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470692672339956,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.217996648707634,0,0,0.0843377196120416,0,0,0,0,-0.0499370224702543,0,0,0,0.0428946349151242,0.0344653695622838,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0184095548611021,0.196421038551212,0,0,0,0,0,0.0316506733082493,0,-0.0003901697355389,0.167871514386949,0,0,0,0,0,0,-0.0663069096683904,0,0,0,0,0,0.00957954539571513,0,0,0,0,0,0
X000596.SZ,0,0.320867925236541,0,0,0,0.148362902356763,0.0597142436509537,0,0,0,0,0,0.0413131716548082,0,0.0153433471849469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151141667173186,0,0,0,0,0,0.097422595572416,0,0,0,0,0,0,0,0,0,0,-0.0388864735960403,0.102094634150596,0,0,0,0,0.00227590914125543,0,0,0,0,0,0
X000063.SZ,0,0,0.228565146829966,0,0,0,0,0,0,0,0,0,0.255449123931308,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438228758884753,0.382753340669304,0,0,0,0,-0.109480606447648,0,0,0,0.0186502147311023,0,0,0,0,0,0,0,0,0,0,0,0.0708124673705983,0,0.0822314922300569,0.34915873335898,0,-0.00361886330219324,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,-0.059714283150009,0.0519481156986747,0,0,0,0,0,0,-0.129340104170961,0,-0.0189105993704714,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.173710442033168,0.0127332788512591,0,0.319741745240409,0,0,0,0.0134454633876721,0,0,0,0,0,0,0,0,0,-0.00213201420343601,0,0,0,0,0,0,0
X600031.SH,0,0.109243877683677,0.0243224945593074,0,0,0,0,0.186643633990223,0.015789411595175,0,0,0,0,0,0,0,0,0,0,-0.112172050778305,0,0.0166692244153842,0,0,0,0,0,0,0.108067788151421,0,0,0,0.438289389512879,0,0,0,0.00902962184322012,0,0,0,0,0,0,0,0,0,0,0.0889793880325927,0,0.0640701586493516,0,0,0.0135440186092329,0,0,0,0,0,0
