,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000625.SZ,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X002236.SZ,X000338.SZ,X600066.SH,X601877.SH,X000100.SZ,X002508.SZ,X600271.SH,X300124.SZ,X002456.SZ,X600089.SH,X600118.SH,X002085.SZ,X600522.SH,X600177.SH,X000157.SZ,X002007.SZ,X600372.SH,X300003.SZ,X300136.SZ,X002294.SZ,X000981.SZ,X600487.SH,X600867.SH,X600699.SH,X002074.SZ,X002008.SZ,X600809.SH,X600566.SH,X000066.SZ,X000596.SZ,X300115.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.00334960639703721,0,0,0,0,0,0,0.0622693923322669,0,0,0,0,0,0,0,0,0,0,0,0,0.0681723744848389,0,0,0,0,0,0,0,0,0,0.0157652243110079,0,0,0.0775578136411671,0,0,0,0,0.130517075892652,0,0,0.152209629352294,0,0,0,-1.0842021724855e-19,0.00813083549784989,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.046178182254065,0,-0.0142943978134009,0,0,0,0,0,0.184296414944155,0,0,0,-0.02019360423208,0,0,0,0,0.0795942745085235,0,0,0,0.126283623583047,0,-0.0411658881904295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00795357542075692,-0.0105857402386817,0,0,0,0,0,0
X002415.SZ,0,0,0,0.226737089345489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168096418325975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139483317110222,-0.0225423929324982,0,-0.0916047086898012,0.0226372140970333,0,0.0511347238763658,0,4.33680868994202e-19,0,0,-0.0116912450475057,0.00248646155420216,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0658593649986963,0,0,0,0,0,0,0.160492108367192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154728490866613,0,0,0,0,0.0253392190523873,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.091345853159636,0,0,0,0.157012663563688,0,0,0,0,0.256043835873452,0,0,0,0,0.118201944113293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612596088942379,0,0,-0.0787929527705252,0,0,0,0,0.0026306178866886,-0.00356535815916137,0,0,0,0,0,0
X000725.SZ,0,0,0.0280522338120046,0,0,0,0,0,0,0,0,0,0,0.0519952036662549,0,0.129820097427264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131122984994198,0,0,0.245614297997696,0,0,0,0,0,0,0,0,0,0.0919257712805255,0,0,0,0.128733807479023,0,-0.0282897460179341,0.022468708750127,0,0,0,0,0,0
X600276.SH,0,0.00795905261034496,0,0.107084979504204,0,0,0,0,0,0,0,0.227116242480421,0,0,0,0,0,-0.0834462734193704,0,0,0,0,0,0,0,0.0322053800937906,0,0,0,0,0,-0.102774650296958,0,-0.0211162037898553,0,0,0,0,0.070460437527706,0,0,0,0,0.110524683764389,0,0,0.034197981099299,0,0.0947745716976594,0,-0.00436878029486987,0.00692393513100126,-0.11472119871484,0,0,0,0,0
X002304.SZ,0,0,0,0.00413249672647554,0.266111515187334,0,0,0,0,0,0,0,0.0909145610558043,0,0,0,0,0,-0.0269436634101106,0,0,0.102708244445263,0,0,0,0.121943926003357,0,0,0,0,0,0,0,0,0,0,0,0,0.0836979862176129,0,0,0,0,0.144387714320861,0,0.042615312504656,0,0,0,0,0.00117355992598351,-0.0094527295568925,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.116674665990659,0,0,0,0,0,0,0,0,0.00789562626903868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.133981712873521,0.0600760566870941,0,-0.0151869845515171,0,0,0,0,0.00527443414533105,-0.0038265334583995,0,0,0,0,0,0
X000625.SZ,0,0.0498515503504281,0,0,0,0.0313443916681281,0,0,0,0,0,0,0,0.0527694635172879,0,0,0,0,0.0442185189034651,0,0,0,0,0,0.0589375014647555,0,0,0,0,0,0,0.20049208747096,0,0.102307221315694,0,0,0,0,0,0,0,0,0,0,0,0,-0.178000267483464,0,0,0,-0.0024960555243536,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0544374412459392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157509350506648,0,0,0,-0.222707596147605,0,0,0,0.129339577231678,0,0,0,0,0,0.0484190657793034,0,0,0,0,-0.0611744039574414,0,0.00346151642575132,-0.0428918684480852,0,0,0,0.000553091983535039,0.0049777182678734,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.136905018687242,0,0,0,0,0.00940098611754991,0,0,0,0,0,0,0.0599500690830812,0,0,0,0,0,0,0,0,0.0379131064888334,0,0,0,0,0,0,0,0,0,0,0,0.17131407929337,0,0,0,0,0,0,0,0,0.00173423555572308,0,0,0.00418714273193877,0.0149847531900181,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.575227871467786,0.0237491337498707,0,0,0,0,0,0,0,0,0,0,0,0.0574965118011134,0,0,0,0,0.0605815562520479,0,0,0,0,0,0,0,0,0,0,0,0,0.0148476960350985,0,0,0,0,0,0,0,0.171600756886505,0,-0.0112795047657266,0,0,0,0,-0.0025472916404041,-0.00240609974588169,0,0,0,0,0,0
X600741.SH,0,0.174330277386906,0,0.0560337932946575,0,0.0935716372789863,0,0,0.12109111687749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225409925671739,0,0,0,0,0,0,0,0,0,0,-0.0485782932352966,0,0,0,0,0,0,0,0,0.0549759757270439,0,0,0,0,0,0,0,-0.00482402700378421,-0.00458746360340747,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726500175507812,0.120691766510542,0,0,0,0,0,0.115232657062504,0,0,0,0,0,0,0,0,0.0900462009131838,0,0,0.0883292776264462,0,0,0,0,0,0,-0.0358756389924408,0,0,-0.0034742121066204,0,0,0,0,0.0188098839860681,2.71050543121376e-20,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.215929674245468,0,0,-0.083408807199789,0,0,0,0,0,-0.0554856220569735,0,0,0,0,-0.127451346576261,0,0.0481701656415662,0,0,0,0,0,0,0,0.509814435208278,0,0,0,0,0,0,0.0971173444602115,0,0,0,-0.0586886450920809,0,0.0492724472512432,0.0857786940170784,0,0,0,0,0.0128974352075894,-0.0259351112968162,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.113516559726924,0,0.186970726288435,0,0,0,0,0,0,0,0,0.308769996917479,0,0,0,0,0,0,0,0,0,0,0.298960611532749,0,0,0.143608599570604,0,0,0,0,0,0,0.112404521067501,0,0,0,0,0,0,0,0,0,0,-0.166107961702824,0,0,0,0.0462716865813966,-0.00469305434904481,0,0,0,0,0,0
X002236.SZ,0,0,0.00416902885006945,0.231924514606211,0,0,0,0,0,0,0,0.10777751673433,0,0,0.234842587218639,0,0,0,0,0,0,0,0,0,0.0387710895500854,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.19744456293991,0,0,0,0.150567995510551,0,0,0.0263161656849956,-0.0395546721395763,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.137292932774253,0,0.195581610948517,0,0,0,0,0,0,0,0,0,-0.289435645814675,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.10786656163723,0,0,0.124398949742898,0,-0.194512922255744,0,0,0,0,0,0,0,0.170359397401296,0,0,0,0,0,0.0182676498058328,0,0,-0.00732553666799543,-0.0223838536038596,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113971549293287,0,0,0.0938641129821931,0,0,0,0,0.201607734195577,0,0.219467495574494,0,0,0,0,0,0,0,0,0,0,-0.0144460672415713,0,0,0,0,0,0,0,0,-0.00157906011076084,0,0,0,0,0,0,0.00380779593590385,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0.0729080835393701,0,0.0154946313888887,0,0,0,0,0,0.138895148390128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336911236647859,0,0,0,0,3.46944695195361e-18,0.0761776788777577,0.0746599335852325,0.0954165427723827,0,0,0,0,-0.0096801872088648,0,0,0,0,0,0
X000100.SZ,0,0,0,0.145934224807497,0,0.16867653537692,0,0.0604457477221929,0.0336770531279683,0,0,0,0,0,0.020919167462849,0,0,0,0,0,0,0,0,0,0.0336409170380831,0,0,0,0,0,0,0,0,0.0309718478802083,0,0,0,0,0,0,0,0.0286170892473742,0,0,3.46944695195361e-18,0,0,0.0359718512752992,0,0,0.026287079848905,0.00298530365738184,0,0,0,0,0,0
X002508.SZ,0,0,0,0.0811375165085612,0,0,-0.106478303450094,0,0,0,0,0,0,0,0,0,0.180320421596584,0,0,0,0,0,0,-0.0936537749367493,0.0519717447553247,0,0,0,0,0,0,0,0,0,0,0.00412511438193957,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0158398829794687,0,4.33680868994202e-19,0,0,0.00726493717029991,-0.0131086994931373,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0.00862823358861398,0,0,0,0,0,0,0,0,0.0755771634739611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875057335476435,0,0.147579380630659,0,0,0,0,0.0336335339741624,0,0,0,0,-0.132886767629764,0.0749440826399642,0,-0.038124412195305,0.0724013686707113,0,0,2.16840434497101e-19,0.00889128114827518,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0462435673270375,0,0,0,0,0,0,0.158672985698225,0,0,0,0,0,0,0.0725586531200651,0,0.039353249471113,0,0,0,0,0,0,0,0,0,0,0,0.0844838514944671,0,0.170793244170745,0,0,0,0,0.0204553357867632,0,0,0.165980994425345,0.0464520549436708,0,-0.0221799055718555,0.0105744779444702,0,0,0,0,0,-0.0200432263013626,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,-0.0102622399725362,0,0,0,0,0,-0.0159602054003259,0,0,0,0,0,0,-0.0513911054117199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208639079437619,0,0.0721377342661747,0,0,0.16619348837783,0,0,0,0,0.139607524746288,0,0.108892475042129,0,0,0.185704579996126,0,0.0140740320219123,-0.0236451188699116,0,0,0,0,0,0
X600089.SH,0.397699574607924,0,0,0,0,0,0,0,0,0,0,0.0220267092739679,0,0,0,0,0,0,0.0397654528943917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178417703442571,0,0,0,0,0,0,0,0,0.211226509973924,0,0.0493722412254514,0,0,0,0.0325073506132898,-0.0159597330056754,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694698089745931,0.0223922675554558,0,0,0,0,0,0,0,0,0,0,0,0.107449581395634,0,0,0,0,0.375842392832056,0,0,0,0,0,0,0.0183510810170598,0,0,0,0,0.0426645646150201,0,0,0,0,0,0,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,-0.00634870445768167,0,0,0,0,0,0,0,0,0,0,0.335057666478702,0,-0.146732644087013,0,0,-0.144003709121914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24884556741771,0,0,0,-0.0269793258635556,0,0,0,0.0921399776872736,0.0319442180574675,0.034848811390931,0,0,0,0,0,0
