,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X000596.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X000977.SZ,X000100.SZ,X600372.SH,X000661.SZ,X600702.SH,X002241.SZ,X002180.SZ,X600584.SH,X601877.SH,X000157.SZ,X600522.SH,X300142.SZ,X600741.SH,X002074.SZ,X600460.SH,X002463.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X600183.SH,X002294.SZ,X000066.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0340854092431217,0,0.142033538414115,0,0.0964587114745301,0,0,0,0,0.0261830218031502,0,0,0,0,0,0,0,0,0.0203261883768472,0.00993420708261543,0,0,0,0,0,0,0,0,0,0,0.092870856405563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357504921581177,0,-0.0244970888599535,0,0,-0.0200759700513556,0.0205322927188666,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0844245195253894,0,0,0,0.241706783249657,0,0,0,0,0,0,0,0,0.0853007239672968,0.0599128540121263,0,0,0,0,0,0,0,0,0.0490563816173471,0,0,0,0,0,-0.0428139659751866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324172639107122,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0638898965404838,0,0,0,0,0.13197725781249,0,0.0244029523396714,0,0,0,0,0,0,0,0.0217963212479165,0,0,0,0,0,0,0.199652680474259,0,0,0,0,0,0,0.228181993475256,0,0,0,0,0,0,-3.46944695195361e-18,0.0105498654984735,0,0,0,0,0,0,0.0165362283527825,0,0,-1.0842021724855e-19,-0.0335519637070533,0,0,0,0,0,0
X000568.SZ,0,0.442552871306897,0,0,0,0,0,0.112282344184499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069360694741472,0,0,0,0,0,0,0,0,0,0,-0.0451135482185595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768029770658562,0,0,0,0,0,0
X600276.SH,0,6.93889390390723e-18,0,0.0873626601291438,0,0,0,0.00994152496564795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172237008858578,0,0,-0.00151857386335611,0,-0.0430378879482576,0,0,0.0253120327772125,0.135621500044566,0,0.0857809877057353,0.0623176180161381,0,0,0,0,0,0,0,0,0,0.0855798171214464,0.0413377806330707,0,0.08009429046496,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.474731314961251,0,0,0,0,0,0.156523222224781,0,0,-0.0455170309773347,0,0,0,0,0,0.117695547575785,0,0,0,0,0,0.022643542183011,0,0,0,0.0243562527577967,-0.0183330424276997,0,0,0.014528592146089,0,-0.034736439138766,0.115192291941076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120008619634762,0,0,-0.0179830434301958,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0606861513885623,0,0,0.0270097169020301,0,0,0,0,0,0,0,0,0.145152201200601,0,0,0.0279156689828287,0,0,0,0.0334496523650226,0,0,0,0,0,0,0,0,0,0.0204793928931224,0,0,0,0.0131989291238975,0,0,0,0,0,0,0,0,0,0,-0.0127143733693097,0,0,0,0,0,0
X002304.SZ,0,0.30019804317406,0,0.312966627346369,0,0,0,0,0.0616142785939912,0,0,-0.00180904587890179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125195933615702,0.033011060683724,0,-0.0332553981500303,0.0525317055622453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187858001180731,0,0,0,-0.0399112719353208,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.100976380132521,0,0,0.19953434883015,0,0,0,0,0,0.141914386739537,0,0,0,0,0.198839037602088,0,0,0,0,0,0,0,0,-0.123674314598954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365241697791413,0,-0.0047477172602074,0,0.093928872537167,0.0145679443000722,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0217245285264324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067577241738777,0,0,0.0637695179630458,0.175517428704621,0,0,-1.73472347597681e-18,0,0,0,0,0,0.102837206341813,0,0,0,0,0,0,0,0,0.0178071370314982,0.166152905944721,0,0,0,0,0,0,0,0,0.0244833705590974,0.0164766307868559,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0.170670178236733,0,0,0,0,0,0,0,0,0,0,0,0,0.0784500270879631,0,0,0,0,0,0,0,0,0.00354310776386628,0,0,0,-0.0311407731844407,0,0,0,0.505235470330971,0,0,0,0,0,0,0,0,0,0,0.0105558214827083,0,0,0,0,0,0
X000063.SZ,0,0,0.203304712554703,0,0,0,0,0,0,0,0.250405589799262,0,0,0,0,0,0,0,0,0,0,0,0,-0.281819260140332,0,0,0.378980117345469,0.0824975599988989,0,0,0,0,0,0,0,-0.0323057900428238,0,0,-0.370094486550461,0,0,0,0,0,0,0,0,0,0.0330383626597588,0,0.215670182270136,0.054044313862716,-0.0551061351048558,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.104226291232677,0,0,0,0,0,0,0,0,0,-0.0138810763391852,0.0788541919686127,0,0,0.154391768946426,0,0,0,0,0.0696245899877392,0,0,0.0373705914978685,0,0.165696303359162,0,0.0796354878519607,0,0,0,0,0,0,0,-0.0974982832388326,0,0,0,0,0,0,0,0,0,0.0120430911965458,0,0,0,0,0,0
