,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600089.SH,X600703.SH,X000100.SZ,X002236.SZ,X601877.SH,X000581.SZ,X000559.SZ,X000623.SZ,X600118.SH,X000550.SZ,X600271.SH,X000568.SZ,X000050.SZ,X002475.SZ,X600066.SH,X300124.SZ,X002294.SZ,X600839.SH,X002456.SZ,X600177.SH,X002129.SZ,X002007.SZ,X000869.SZ,X000800.SZ,X000400.SZ,X300003.SZ,X300146.SZ,X002292.SZ,X002038.SZ,X600867.SH,X600435.SH,X000970.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00835412296452079,0,0,0,0.472169261988101,0,0.00104059652014377,-3.46944695195361e-18,0,0,0,0,0,0,0.120048945105547,0,0,0,0,0,0,0,0,0,0,0,0,0.162158499039417,0,0,0,0,0,0,0,0,0,0,0,0,0.00462103436726886,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0.219708654370832,0,0.182302976240609,0,0,0.119411820725867,0,0,0,0,0,0.10689827187823,0,0,0,0,0,0,0,0,0,0.16398709982782,0.0143809036026264,0,0,0,0,0,0,-0.0423695953213397,0,0,0,-0.0176802014649908,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232017841595081,0,0,0,-0.0668180537598569,0,0
X000651.SZ,0,0.0445060141936097,0,0,0,0,0,0,0,0,0.0678176325067,0,0.00262284891148308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976658333608407,0,0,0,0,0,0,0,0,0,0.0333913531342024,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0.0685025510928406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297669061619012,0.345224765518555,0.142338267497402,0,0,0,0,0,0,0,0,-0.0401285272836033,0,0,0,0,0,0,0,0,0.0784124601243067,0,0,0,-0.155254241154593,0,0,0,-2.16840434497101e-19,0,0,0,0,0.014444339785872,-0.02450359444379,0,0,0,0,0,0
X002415.SZ,0,0,0.00721146023222388,0,0,0,0,0.00173208128558885,0,0,0,0,0.228723651736229,0,0,0,4.33680868994202e-19,0,0,0,0.291511004592633,0,0,0.0551409238157601,0,-8.67361737988404e-19,0,0,0,0.0526729194731804,0,0,0,0,0,0,0,0.100017626757224,0,0,0,0,0,0,0,0,0,-0.0679605229677267,0,0,0,-0.0110385523323411,0.0126073814303889,0,0,0,0,0,0
X000858.SZ,0,0,0.0533282764935252,0,0,0,0,0.0876641012503755,0,0,0,0.0492319183281432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374399552069096,0,0,0,0,0,0,0,0,0,0,0.0842932100438738,0,0,-0.00842169375927022,0,0,0,0,0,0,0,0,0.00448605753619003,0.0045677445789121,0,0,0,0,0,0
X000625.SZ,0.147436483636787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407007479569395,0.083078647389014,0,0,0.0656139196745617,0,0,0,0,0.102518734603551,0.0333442584754857,0,0,0,0,0,0,0,0,0,0,0,0.0621841911724491,0,0.00525253296187035,0,0,0,0.0971628978751377,0,0,-0.0550396340914879,0.0530803032282378,0,0,-0.00452494128558847,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0611641740180758,0.430502187506793,0,0,0,0,0,0,0.113456381650767,0,0,0,0,0,-0.117739216116871,0,0,0,0,0,-0.0879633326079613,0,-0.0609571458994714,0,0,-0.0982283762177422,0,0,-0.0629961765378807,0,0,0,0,0.0958839044104524,0,0.22153282686181,0,0,0,0,0,1.73472347597681e-18,0,0,0.0368916020190999,0,0,0.00143449876919213,0.0143859864084939,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0115774268577725,0,0,0,0,0.0450014260206604,0,0,0,-0.107237618695101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730883122994102,0,0,0.195114724499809,0,0,0,0,0,0,0,0,0.0278542449216059,0,0,0,0,0.0131474155334992,0,0,0,-0.0722150445858084,0,0
X000063.SZ,0.175921857596325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699738396261293,0,0.048540420869635,0,0,0,0,0.00738377694215125,0,0.0159929746508416,0,0,0,0,0.0452509910860751,0,0,0,0,0.0276389333601535,0.0878169207720444,0,0,0,0,0,0,0,0,0,0,0,0,0.000917722918835778,0,0,0,0,0,0,0
X600690.SH,0,0.248876217869802,0.250197581720161,0,0,0,0,0.15400173415464,0,0,0,0,0,0,0,0,0,0.213641592108517,0,0.212433127827685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404590234992934,0,0,0,0,0,0,0,0,-0.0647364063088933,0,0,0.0529259021511853,0,0,0,0,-0.0250090676695729,0.0814149989854771,0,0,0,-0.0273307391361942,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.113428172618444,0,-1.73472347597681e-18,0,0,0.380834077683586,0.0315242891899257,0,0,0,0.0252532644904687,0,0,0,0.0637672865468537,0,0,0.00528537408711728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865260159369423,0,0,0.0132876481021402,-0.0308555240272599,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230929546963915,0,0,0,0,0,0,0,0,0.202780199715842,0,0,0,0,0,0,0.186572458649156,0,0,0,0,0.174964312583687,0,0,0,0,0,0,0,0,0,0,0,0.0746991244821628,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.130104717164108,0,0,0,0,0,0,0,0.0858344346603315,0,0,0,0,0,0,0,0,0.0185610938603931,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248189470619324,0,0,0,0,0,0,0,-0.0141616531833353,0,-0.124600372953756,-0.0286867426176671,0,0,0.0427664979571869,0,0,0.233987428800204,0,-0.00541210317546919,-1.35525271560688e-20,0,0,0,0,0,0
X002241.SZ,0,0,0.00777616897542444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263749149981072,0,0,0,0.0594230312908224,0,-0.0196373657590834,0,0,0.0751430684496667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358314587916604,0,0,0,0,0.222205863768465,0,0,-0.00824181631600679,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.382314466615234,0,0,0,0,0.0839487106846584,0.0172939042748767,0,0,0,0,0,0,0,0,0,0.0494805688416383,0,0,0,0,0.0605157517507568,0,0,0,0,0,0,0.0205191367435623,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0075348977055135,-0.0211542810335744,0,0,0,0,0,0
X600741.SH,0.111971039806371,0,0,0,0,0,0,0,0,0,0,0.0943459698199533,0,0,0,0,0,0.0803619534556567,0,0,0,0,0,0,0.118261826188239,0,0,0,0,0,0,0,0,0,0,0,0.0946782885155167,0,0,0,0,0,0.0224771138734403,0,0,0,0,0,0.0889404798236729,0.0567439726561858,0,-0.00849866507855414,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0567836491112575,0,0.142779372827075,0,0,0,0,0,0,0,0,0,0.108147237810681,0,0,-0.0234326252573817,0.113010716250053,0,0,0,0,0.00898067473641166,0,0,0,0,0,0,0,0,0,0,0,0.043476101357635,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302966043995597,-0.00167256197488051,0,0,0,0,0,0
X600703.SH,0.0168732823487601,0,0,0,0,0,0,0,0,0,0,0,0.0983080762762462,0,0,0,0,0,0,0,0,0,0,0.0440129480618625,0,0,0.106870978929338,0.0524471760218624,0,0,0,0,0.111814320595723,0,0,0,0,0,0.102602929004974,0,0,0,0,0,0.0144435589162672,0,0,0,0,0.0547987451156265,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.282906362497851,0,0,0,0,0,0,0.0118427114556949,0,0.0594969184223493,0,0,0,0,0,0,0,0,0,0,0.0350055053721957,0,0,0,0,0,0,0,0.147334490714786,0.0444148927484833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015290795622463,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.268970358372771,0,0.10384435165635,0,0,0,0,0,0,0,0,0,0.126827639446323,0,0,0,0,0,0,0,0,0,0,0.0859932679384913,0,0,0,0,0.0317979061246069,0,0,0.0962437379693719,0,0.0591712491394258,0,0,0,0,0,0,0,0,0,0,0,0.0540101341627259,0,-4.33680868994202e-19,0,0,0,0,0,0,0
