,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X600741.SH,X000338.SZ,X000568.SZ,X600271.SH,X300003.SZ,X601877.SH,X002236.SZ,X600487.SH,X002008.SZ,X300124.SZ,X002456.SZ,X000661.SZ,X600809.SH,X000100.SZ,X000596.SZ,X000977.SZ,X600867.SH,X002179.SZ,X000625.SZ,X300142.SZ,X600066.SH,X300136.SZ,X600498.SH,X002007.SZ,X600566.SH,X002294.SZ,X000157.SZ,X002241.SZ,X002180.SZ,X600522.SH,X300146.SZ,X002049.SZ,X002371.SZ,X600177.SH,X600089.SH,X000869.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.363905365551235,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0949982608094399,0,0,0,0.0693312110107008,0,0,0,0,0,0,0,0,0,0,0.0707633222909474,0.016829231913658,0.00582507035444202,0,0,0,0,0,0.0390258368623584,0,0,0,0.00421943885903472,0,0,0,0,0,0,0.00168161264443707,0.00166580100980535,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0107189323324791,0,0,0.277773760387542,0.236513187118952,0.0475931415411861,0,0,0,0,0,0.0386318502959715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310450292065052,0,0,0,0,0,0.0122603799143527,0.0104074165468728,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0500164433125301,0,0,0,0,0,-0.0254827287784814,0,0.141568632788177,0,0,0,3.46944695195361e-18,0,0,0,0.200815058593698,0,0.164552928291316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115756376862629,0.0312345112727784,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667808938059205,0,0,0,0,0,0,0,0.322113234408513,0,0,0.131420444824561,0,0,0,0,0,0,0,0,0,0,0.298798500699353,0,0,0,0,0,0,0,0,0,0,0,0,0.0144043417634113,0.00649242447862509,0,0,0,0,0,0
X000858.SZ,0.161430413947937,0,0,0,0,0,0.169931241437874,0,0.0367178609464003,0,0,0,0,0,0,0.317892933483317,0,0,0.0513504625259175,0,0,0,0,0,0,0,0,0.0311595974386738,0,0,0,0,0.0243757052186937,0,0,0,0,0,0.0538056415913747,0,0,0,0,0,0,0,0,0,0,0,0,0.00652526059891108,0.00443497633408871,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0410633577255828,0,0,0,0,0,0,0,0,0,0.0665662868719683,0.203683022634968,0,0,0,0.0130597798668114,0,0.184006298808106,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179966250032833,0.0307534007990009,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.357187332053595,0,0,0,0,0,0,0,0,0,0,0.486588603276841,0,0.0688773660133551,0,0,0,0,0,0,0,0.214193490684303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982759109107511,0,0,0,0,0,0,0,-0.0402397880177295,0.0111719867874268,0.00617172283043822,0.0154927070537243,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873052084636076,0.0371493662891037,0.0812106657474155,0,0,0,0,0,0,0.260315173542989,0,0.128100074025752,0,0,0,0,0,0,0.0578406434884901,0,0,0,0,0,0,0.389114650399026,0,0.055928948168233,0,0,0,0,0,0,0.010665114252709,0.027629753324883,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.175571660459123,0,0,0,0,-0.0248938853886326,0.158370245101183,0.0232389650717299,0,0,0,0,0,0,0.0171426000080777,0.124228951812799,0,0,0,0,0,0,0,0,0,0.143230154101592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195349988320619,0.0126460300788238,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479904792648609,0,0,0,0,0,0.0939885584562741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824735956200724,0,0,0,0,0,0.044044422322813,-0.0652799680627327,0,0,0,0,0,0
