,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X002475.SZ,X000725.SZ,X000568.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X002236.SZ,X600183.SH,X600703.SH,X601877.SH,X000100.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X002241.SZ,X600271.SH,X000625.SZ,X002179.SZ,X300124.SZ,X600867.SH,X600498.SH,X002008.SZ,X002463.SZ,X002129.SZ,X300136.SZ,X000977.SZ,X300146.SZ,X600177.SH,X300014.SZ,X002506.SZ,X002049.SZ,X000050.SZ,X600066.SH,X600487.SH,X000066.SZ,X002371.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.192466510396842,0,0.0068048709500827,0.0356608094647087,0,0,0,0,0.199638052407027,0,0,0,0,0,0,0,0,0.0747035224981584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284495318781031,-0.00916864192765517,0,-0.00834391753632988,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0930195241283838,0,0.334513775930732,0,0,0,0.0779552504333327,0,0,0.172386823772694,0,0.0372393793854157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309799369013885,0,0,0,0,0,0,0,0,0,0,0,0.00166103659679459,0,0,-0.0241117934708077,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0470835508112659,0,0,0,0,0,0,0,0.22685655011179,0,0.0230640659376107,0,0,0,0,0,0.234963981964718,0,0,0,0,0,0,0.157407824224509,0,0,0,0,0,0,0,0,0,0,0.12293927822547,0,0,0,0,0,0,0,-0.0130675820088763,0,0,0,0,0,0,0
X000651.SZ,0,3.46944695195361e-18,0,0,0,0,0,0.186990341728259,0,0,0,0,0,0,0,0.086407248276711,0.0990005595752827,0,0,0,0,0,0,-2.16840434497101e-19,0,0.109481814630961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274814644842473,0,0,0,0.00198815876014355,-0.0149710355875926,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.225502814938576,0,0,0,0,0,0,0,0,0,0.0125993727033539,0.158492834906916,0,0,0,0,0,0,0,0,0.156358598017627,0,0.00753533700627563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756761005073309,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268619095707274,0,0.029930769353256,0,0,0,0,0,0,0.0947628849444188,0,0,0,0,0,0.113798932430838,0,0,0,0,0,0,-0.0413819988456746,0,0.0316413076801333,0.02443395931281,0,0.00497210822000021,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0121457629875278,0,0,0,0,0,0
X002304.SZ,0,0.0698779078986861,0,0,0,0,0,0,6.93889390390723e-18,0.200104434994061,0,0,0,0,0.123141476397232,0.149999488848359,0.0716684682518366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963923734447389,0,0,0,0,0,0,0,0,0,0.0527317292660556,0,0,0,0,0,0,-0.00687697369032555,0.0566238519660394,0,0,0,0,0,0
X002475.SZ,0,0.115479756507988,0,0.221660736251769,0.306547274218813,0,0,0,0,0,0.0374292239508398,0,0,0,0.130395080372047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647268699606914,0,0,0.0537966267301834,0,0,0,0,0,0.114500007690335,0,0,0,0,0.122442767951666,0,0,0,-0.00858778147335329,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0830868020904374,0,0,0,0,0,0,0,0,0,0,0.0509165029887385,0,0.0624408343892918,0,0.0963555398899713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277591249339111,0,0,0.0157465153440465,0,0,0,-0.0151941120576781,0.0284647043936552,0,0,0,0,0,0
X000568.SZ,0,0.543318893749567,0,0,0,0,0.111465981064017,0,0,0,0,0.16905979003521,0,0,0,0,0.128078524270065,0,0,0.0569535089300596,0,0,0,0,0,0,0,-0.170583991125699,0,0,0,0,0,0,0.0437381883202028,0,0,0,0,0,0,0.0164233148914642,0,0,0,0,0,0.0273551659751191,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0929402965007021,0,0,0,0,0,0,0,0,0,0,0.146988915529346,0.0248040154195673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117677296345619,0,0,0,0,0,0,0,0,0.0285646603358795,0,0,0.11976702415661,0,0.0707212271608354,0,0.00829928096928336,0.0359060766678318,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.115428942647232,0,0,0.0486510704247799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370109141541363,0,0,0,0,0,-0.00976126214941308,0,0,0,0,0,0,0,0,0,-0.0953147334878321,0,0,0,0,0.0610320556011341,0,0.163257494360615,0,0,0.0233029827815064,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659981224649426,0,0,0,0,0.0663673458991428,0,0,0,0,0,0,0,0,0,0,0.134246644041701,0,-0.0738483916417263,0,0.0957953022810923,0,0,0,0,0,0,0,0,0,0,0,0,-0.00387455517990314,0.0451872152781422,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.100407815994472,0,0,0,0,0,0,0,0,0,0.00758233862989582,0,0,0,0.188977105109263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101771692892694,0,0,0.0114941859218457,0.0470282513108144,0,0,0,0.0213161854581036,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.0995994656055696,0,0.312933541683517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100554790045723,0,0,0,0,0,0,0,0,0,0,0.0437940220529291,0,-0.0432310327250011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339473687784413,0,0
X600809.SH,0,0.207063281255786,0,0,0,0,0,0,0,0,0.00620217438388886,0,0,0,0,0,0.122156175264015,0.0135884523004308,0,-0.0267797275881271,0.135629775049503,0,0,0,0,0,0,0,0,0,0,0,0.0657289084002206,0,0,0,0,0,0,0.00268934094422934,0,0,0,0,0,0,0,0.0410074065218398,0,0,0,0,0.00323742938047801,0,0,0,0,0,0
