,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600271.SH,X000100.SZ,X000559.SZ,X600118.SH,X600066.SH,X600372.SH,X000157.SZ,X002236.SZ,X002475.SZ,X600741.SH,X002241.SZ,X600089.SH,X000338.SZ,X002292.SZ,X300124.SZ,X002465.SZ,X600839.SH,X000568.SZ,X600177.SH,X300003.SZ,X002294.SZ,X002074.SZ,X002129.SZ,X000977.SZ,X600867.SH,X000869.SZ,X600582.SH,X000800.SZ,X600498.SH,X002085.SZ,X002276.SZ,X002498.SZ,X000547.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.14250668574615,0,0,0,0,0,0.168411476968184,0,0.0971870365028412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521140124242796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480231719140927,0,0,0,0,0,0,0
X600104.SH,0.0452124084004173,0,0,0,0,0,0,0.167594469571115,0.181205718190516,0,0,0,0,0,0,-0.0203759673396966,-0.010955933063952,0,0,0,0,0.205482200556602,0,0.177534161396997,0.0495958302046424,0,0,0,0,0,0,0,0,0,0,0.0420935704644134,0,0,0,0,0,0,0,0,0,0,0,0,0.0264559678816849,0,-0.159875372841517,0,0,0,0,0
X002415.SZ,0,-0.138329954312516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109110645001757,0,0,0,0,0,0,0,0.202185884196356,0,0,0.000527282220633612,0.0163480420635243,0,0,0,0,0,0,0.0587925045723979,0,0,0,0,-0.0251014553584191,0,0,-0.104929857568324,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.230809244665932,0,0,0,0.201906530911014,0,0,0,0,0,0.0351615960886787,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.1287811798324,0,0,0.00544062691326973,0,0,0,0,0,0,0,0,0,0,0,-0.0293762012646544,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258481171588155,0.00643758097257521,0,0,0,0.055435097471431,0,0.00123651871859872,0,0,0,0,0,0,0,0.0127455684494209,0.295602505644364,0,0,0,0,0,0.0153685461915669,0,0,0,0.0159958221804422,0,0.0551494421119925,0,0,0,0,0,-0.0452920208584303,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0500997416651919,0,0.210893388724995,0,0,0,0,-0.0721461221625649,0,0,0,0,0,0,0,0,0,0,0.311114776322458,0,0,0.00138779859160472,0,0,0,0.0409129458812275,0.0142080290038261,0,0,0,-0.163840188906528,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139140627095078,-0.0487305883303371,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.207254504356207,0,0,0,0.0198314911725335,0,0,0,0,0,0,0.129535707499645,0,0,0.0223842898646694,0,0,0,0.256077282676039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361638810258945,0,0,0,0,0,0,0,-0.000311110315891173,0,0,0,0,0,0,0
X002304.SZ,0,0.371650505399875,0,0,0,0,0.0404181507968071,0,0,0,0,0,0,0,0,-0.02307630709655,0,0,0,0,0,0,0.300834163762257,0,0,0,0,0,0,0,0.0469028353272353,0,0,0.18060240820214,-0.0656227836689795,0,-0.0336946059819872,0,0,0,0,0,0,0.0744889426473724,0,0,0,-0.119922877368291,-0.0528949769723525,0.113029749851617,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347982089359669,0.117296117412496,5.42101086242752e-20,0,0,0.0215993646500109,0,0,0,0.218142612091564,0.0336834955004766,0,0.259016952786229,0,0,0,0,0.14455145073554,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0013510750254308,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270260325093379,0.00864440449310698,0.0162843197718075,0,0,0,0,0.00813780582377079,0.0203749572238711,0.358017308323684,0,0.101579903699196,0,0.05478257955597,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0391632566377763,0,0,0,-0.039662152373032,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0536619185647777,0,0,0,0,0.210483735955263,0,0,0,0,0,0.0136650328427415,0,0,0,0,0.146205483128487,0,-3.3881317890172e-21,0.181510103013432,0,0,0.0571504735647717,0,0.0411405570314546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
