,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X600741.SH,X002241.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000977.SZ,X002028.SZ,X002463.SZ,X600584.SH,X601877.SH,X600522.SH,X000800.SZ,X601799.SH,X000921.SZ,X600066.SH,X600183.SH,X002007.SZ,X002223.SZ,X600177.SH,X002074.SZ,X600460.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.179264769652915,0.0270565957105813,0.250208695748528,0.0744531351444166,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100331096988007,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0025896667572745,0,0.022784311646381,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.533998565444693,0.0437889051736162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178697687702807,0,0,0,0,0,0,0,0.0600434282249217,0,0,0.00717148702591638,0,0,0,0,0,0,0,0,-0.0758536379272443,0,0,0,0,0,0,0,0,0,0.000727553329430338,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.174796213073923,0,0.0912070126524061,0,0,0,0,0.0153161101071016,0,0,0,0.16190248868212,0.109562653130975,0,0,0.0807093793768948,0,0.0689660530406026,0,-8.67361737988404e-19,0,0,0.0361215908809808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293769909308187,0.0182440317670637,0,0,0,0,0,0
X600809.SH,0,0,-0.0243854435008534,0,0,0.509443074676476,0,0,0.028497128805397,0,0,0,0,0,0,0,0,0,0.375389833583177,0,0.068234050042494,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0346414921001009,0,0,0,-0.0454241287586518,0,0,0,0,0,0,0,0,0,0,0,-0.0569267962970343,0.0362242690339727,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128680118886968,0,0.0143417191794643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102298875043497,0.340775907599258,0,-0.0348758401232659,0,0.0168240151733969,0.0548864080559484,0,0.00458707372402857,0.00206101247766458,0,0,0.11977388496255,0,0.0656222029953807,0.138870782305658,0,0,0,0,0,-0.0112155526690405,-0.00124618492092695,0,0,0,0,0,0
X000568.SZ,0,0.771318680708128,-0.061111589652467,0.245859453377959,0,0,0,0,-0.00909922084439021,0,0,0,0,0,0,0,0.010161649220407,0,0,0,0,0,0,-0.0634799106569248,0,0,0,0,0,0,0.0127174616881919,0,0,0.0460602630368665,0,0,0.0625287693981985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160558617834403,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.348145390619106,0,0,0,0,0,0,0,0,0.0545679424788207,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372776511015312,0,0,0,0,0,0,0,0,0,0,0,0,0.0819808068422475,-0.00296205758983427,0,0,0,0,0,0,0,0,0,0.022547239700219,0,0,0,0,0,0
X000651.SZ,0,0,0,0.00366646564877882,0,0,0.135373882437867,0,0,0,0,0,0,0,0,0,0.0280820583298932,0,0.0267703090683383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453822833087178,0,0.0801948416612412,0.146463015641521,0.0226384611410659,0.0453558415971872,0,0,0,0,0,0,0,0,0.000817707013116552,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638359923784367,0.112366719737867,0,0,0,0,0,0,0,0,-0.0044305749421843,-0.0603098091222248,0,0,0.164552492696969,-0.18214514591105,0,0,-0.021346451454347,0,0,0,0,0,0.0404271682492028,0,0.349028713550504,0,0,0,0.0105304560606926,0,0,0,0,0,-0.0588229621836166,0.0357519671313541,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0936368411840841,0.0694010822161135,0,0,0,0,0,0,0,0,0,0.0217203147593932,0.0103059240957575,0,0,0,0,0,0,0,0,0,0,0,0.217665410603004,0,0,0,0,-0.044726614632201,0,0,0.0649392714675726,0,0,0,0,0,0,0.10765681062441,0,0,0,0,0,0,0,-0.0294024180857396,0,0,0,0,0,0,0
