,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X600703.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002007.SZ,X002008.SZ,X600487.SH,X000100.SZ,X600498.SH,X002456.SZ,X600566.SH,X000661.SZ,X002179.SZ,X000625.SZ,X300146.SZ,X600867.SH,X000596.SZ,X600809.SH,X000157.SZ,X002180.SZ,X300142.SZ,X600177.SH,X002294.SZ,X300136.SZ,X600089.SH,X600066.SH,X002506.SZ,X000977.SZ,X002241.SZ,X600372.SH,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.818265829613602,0.00646889712004904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233263797490555,0,0.0682848791431772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210833648623422,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.275557145876182,0,0,0,0,0,0,0,0,0,0,0.131476538747572,0,0,0.206257300334086,0,0,0,0,0,0,0,0,0,0,0.0598890659662252,0,-0.0556658937622179,0,0,0,0,0,0,0,0,0,0,0,0.0141113776539874,0,0,0,0,0,0,0.00598906673430526,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0219161324768677,0,0,0,0,0,0.02597412484146,0,0,0,0,0,0,0,0,0,0,0.654555230805815,0,0,0,0,0.091304942277468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175200708252866,0.0545892742481501,0,0,0,0,0,0
X600276.SH,0,0,0.112761554576374,0,0,0,0,0,0,0.0110682303975801,0,0,0,0,0.0174934202001391,0.408648320747876,0,0,0,0,0,0,0,0,0,0,0,0.0548277026816385,0,0,0,0,0.0424907111088205,0,0.0452095583823598,0,0.0353562272697763,0,0,0,0,0,0,0,0,0,0,0,0,0.0634388823344656,0,0,0.0164462930050384,0,0,0,0,0,0
X000651.SZ,0.122178033903009,0,0.0420678708825501,0,0,0.155919105076185,0,0,0,0,0,0.000499556500474205,0,0,0.0961296187869415,0.0767714776217725,0,0,0,0,0,0,0,0,0,0.0131035636199688,0,0,0,0,0,0,0.0979870257152772,0,0,0,0,0.0585947276649968,0,0.0571561431797708,0,0,0.0605544748727155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0595481442974255,0,0,0,0,0,0.177677303593469,0,0,0,0,0,0,0,0.0304015560065635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183532372646405,0.369501138753572,0,0,0,0,0,0,0,0.0521965031719039,0,0,0,0,0,0,0,0,0.0161274715581017,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355780434943601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575602597759831,0.0387013920106186,0.303747923492578,0.327282723225548,0,-0.052779007729772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324972683854373,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26812362561983,0,0.0110513028198182,0.186330920364356,0,0.0414713420970655,0,0,0,0,0,0,0,0.186868130549681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460785171785636,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0510889539943584,0.146408378354861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232455036679102,0,0.300630772815845,0,0,0,0,0,0,-0.0232541536564081,0,0,0,0,0,0,0
X000063.SZ,0,0,0.12766617317301,0,0,0,0,0,0,0,0,0.0509330956042386,0,0,0,0,0,0,0,0,0,0,0,0.200781309246164,0,0.255331788818178,0.271513763289207,0,0.0838955066637596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00946720278193354,-3.46944695195361e-18,0,0,0,0,0,0
X600031.SH,0,0,0.0479596511906237,0.100293640869597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080378989737188,0,0.141033513931323,0,0,0,0.0713443365062003,0,0,0,0,0,0,0,0,0.137974371517472,0,0,0,0,-0.0429323937877269,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128113839511906,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.686945995863035,0,0.0542407238266002,0,0,-0.0490175240337099,-0.0319732727105035,0,0,0,0,0,0,0,0.0928587867768702,0,0,0,0.130408989514644,0,0,0,0,0,0,0.00211273370141241,0.0924745061022758,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0830102807774149,0,0,0,0,0,0,0,0,0,0,0.163837346664287,0,0,0,0,0,0.151124071851188,0,-0.0222806369618655,0,0,0.0905228529717168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258393334726037,0,0,-0.0387891198795794,0,0,0,0,0,0,0
X000338.SZ,0,0.146048629012386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000721373274065072,0,0,0,0,0,0.0986202229223113,0,0,0.00622825763947744,0,0,0,0,0,0,0,0,0,0,0,0,0.121225155271753,0,0,0,0,-0.0229276619971062,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0.290240825184198,0,0.0608123341469225,0,0,0,0,0,0,0.146624955376147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28871022326048,0,0.114749385617659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0.618381649915404,0,0,0,0,0,-0.0632709997995256,0,0.162624586038462,0,0,0,0,0.0787470955029206,-0.364548580054607,0,0,0,0.242360225117463,0,0,0,0,0,0,0,0,0,0,0.0692116485659308,0,0,0,0,0.0185354605480417,0,0,0.0174177435836138,0,0,0,0,0,0,0,0,0,0,-0.00675651743757931,0,0,0,0,0.0169652903112308,0.0454838521604232,0
X600741.SH,0,0,0,0,0,0,0.096409481991753,0,0,0,0,0.134571061640888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529010396345594,0,0,0,0.195110018128661,0,0,0.126916043048269,0,0,0.047087511332401,0,0.124316257234308,0,0,0,0,0,0,0,0,0.0105014920483115,0,0,0,0,0,0,0
