,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X600031.SH,X000063.SZ,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600089.SH,X600703.SH,X600741.SH,X600066.SH,X002236.SZ,X600271.SH,X601877.SH,X600177.SH,X600118.SH,X002129.SZ,X000581.SZ,X000550.SZ,X000568.SZ,X000559.SZ,X002475.SZ,X300124.SZ,X600582.SH,X000623.SZ,X000400.SZ,X000800.SZ,X600060.SH,X300146.SZ,X000050.SZ,X002294.SZ,X300003.SZ,X002292.SZ,X000977.SZ,X600839.SH,X002465.SZ,X002456.SZ,X000869.SZ,X600166.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.14551709779225,0,0,0.0963352830577023,0.0670880552482975,0,0,0.203790938687464,0,0,0,0,0,0,0,0,0.0161559678987415,0.108724707994971,0.0118177363535164,0.0143409607595005,0.11049695210665,0,0,0,0,0.031699757339184,0,0,0,0,0,0,0,0,0.0498161732768513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170249067511414,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.120220605196749,0.152384170747694,0.0136461103204461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419531791670263,0,0.0309687874371622,0.0591572085128556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510080609388009,0.13032709344874,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.00709213591265568,0,0,0,0.304091400175597,0.175160857911985,0,0,0.101880437986845,0,0,0,0,0,0,0.112926180273549,0,4.33680868994202e-19,0.11720024769275,0,0,0,0,0.0326633002694582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159586004287132,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.205922846772085,0.0284936943555011,0,0,0,0,0,0,0.0763526453306986,0,0.00585929774155178,0.0400879810459926,0,0.0099663071003013,0,0,0,0.0914905750601245,0,0,0,0,0,0.0461878685736427,0,0,0,0,0.181573019989334,0,0,0,0,0,0.022308543493442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821236716470427,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0453267002546126,0,0,0,0,0,0.0656592883147997,0,0,0,0,0,0,0,0,0.026927087035073,0.167044542109376,0,0,0,0,0,0,0.302513110759454,0,0,0,0,0,0,0.117917885101439,0.0235820274014474,0,0,0,0,0.0773733279981419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.119522326632176,0,0,0,0.120939037264114,0,0,0.0762444115333819,0,0,0,0,0,0,0,0,0,0,0,0.0941306179926968,0,0,0,0,0,0,0,0,0.140865589342499,0,0,0,0.0707631007009953,0,0.0441984589967859,0.00441268703316056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284928175261132,0,0,0,0,0,0
X000858.SZ,0,0,0.106702808936144,0,0,0,0,0.138251587676581,0.0960768146866092,0.0368865087967046,0,0.0397661775891582,0,0.102310013572234,0.133785929640457,0,0,0,0,0,0,0,0,0,0.0287844865216772,0,0,0,0,0.0622757495101915,0,0,0,0,0,0,0.0105598987217793,0,0,0,0,0,0,-0.0357744334050921,0,0,0,0,0,0,0,0,0.00424488893380635,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0220985999319803,0.23256049269344,0,0,0,0.0937876798592165,0,0,0,0,0,0,0,-0.0212825295214951,0,0.0644144871995109,0.0569370375125893,-0.0580657754614315,0,0,0,0,0,0.0858392445947466,0,0,0,0,0,0,0,0,0,0,0.0449241538700621,0,0,0,0,0,0,-0.19120579136836,0.16093216448646,0,0,0,0.0409100294971942,0,0,0,0,0,0,0
X600690.SH,0.223294110137835,0,0.202124161802354,0,0,0,0,0,0,0,0,0,0,0.045334990353282,0,0,0,0,0,0,0,0.0455304074288296,0,0,0.125838541776409,0,0,0.0473112262726941,0,0,0.0188808417999053,0.00823451141026696,0.0329465013236546,0,0,0,0.0786110494885111,0.113096087526117,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365288293472497,0,0,0,0,0,0,0
X600031.SH,0.0735571084282571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774401086119824,0,0,0,0,0,0,0,0,0,0.0745232326353162,0,0,0,-0.0380118143221936,0,0.0294429663182241,0,0,0,0.0553270191713453,0.0161239153912975,0,-0.0154228004917667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490930468907531,0,0,0,0,0,0
