,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000568.SZ,X600031.SH,X002475.SZ,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000100.SZ,X000596.SZ,X002241.SZ,X000157.SZ,X000625.SZ,X600741.SH,X002371.SZ,X002007.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002236.SZ,X300142.SZ,X002414.SZ,X600584.SH,X000799.SZ,X601799.SH,X000800.SZ,X300003.SZ,X600183.SH,X600089.SH,X000066.SZ,X002074.SZ,X002008.SZ,X600779.SH,X000977.SZ,X000050.SZ,X002294.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.150470550212342,0,0,0.00818251711285106,0,0,0,0.168483120362193,0,0,0,0,0,0,0,0,0,0,0,0.0562375439180313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562234635403123,0,0,0,0,0,0,0,0,0.00597943561606518,0,0,0.0461129582134041,0,0,-0.000152195905170779,0.00259786915282694,0,0,0,0.000594127192873431,0,0
X000858.SZ,0,0,0,0,0.290055215700312,0,0,0,0.129373005149441,0.0582797356387363,0,0,0,0,0,0,0.00324636115311798,0,0,0,0,0,0,0,0,0,0,0.0463267576736582,0,0,0,0,0,0,0,0,0.132844839856904,0,0,0,0,0,0,0.021918078890049,0,0,0,0,0,0,0,-0.0139401383090061,-0.0128973928807503,0,0,0,0.0060166256470515,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671792078317325,0,0,0,0,0.00729974361052662,0,0,0,0,0.021050654006271,0,0,0,0.0464556786276731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031272444864592,0,0,0,0,0.0216086377255677,0,0,-0.00604981394810038,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0687972769714368,0,0.00475877384779464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320666270168151,0,0,0.020809547380806,0.516676550783933,0,0,0,0,0,0,0,0,0,0,0.0295559612674765,0,0,0,0,0,0,0,-0.00790215343185112,0,0,0,0,-0.0151203745426546,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.278558226677895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168131034134885,0,0,0,0,0,0,0.0071948383403243,0,0.0252482354516619,0,0,0,0,0,-0.00764050711482828,-0.010189812072484,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.107184972661308,0,0,0,0,0,0,0,0,0,0.0485631466442712,0,0,0.171479128141485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103862024521591,0,0.0850247257907675,0,0,0,0,0,-0.0298282573593428,0,0,0,0,-0.00270876293544489,0,0
X002475.SZ,0,0,0,0.0186462585901895,0,0.0754909900534351,0,0,0,0,0,0.00406450371329176,0,0,0,0,0,0,0,0.108956816126038,0,0,0.430492500229327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179310280143238,-0.137772024931792,0,0,0,0,0,0,0,0,0,-0.0186503110215864,-0.00250788039386229,0,0,0,0.00665226481596663,0,0
X000651.SZ,0,0,0,0,0.0140031740099196,0,0,0,0,0,0.188081649963624,0.0353456356825105,-0.058173263269778,0,0,0,0,0,0,0,0,0,0,0.230984880397885,0,0,0,0,0,0,0,0,0,0.0373464135028932,0,0.0174288400623342,0,0,0,0,0,0,0,0.0966894462769419,0,0,0,0,-0.0474982209788187,0,0,-0.00097007379101146,0,0,0,0,-0.00711753975311396,0,0
X600809.SH,0,0.117947972010185,0,0,0,0,0,0,0,0,0.229486310991504,0,0,0,0,0,0,0,0,0,0,0.114913743472734,0,0,-0.0459420826828111,0,-0.0428492884697716,0,0,0,0,0,0,0,0,-0.0418106905844017,0,0,0,0.178938452899408,0,0,0,0,0,0.0741763637234189,0,0,0,0.107522267025345,0,-0.0281630871255331,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.302143866197858,0,0,0,0,0,0,0,0,0,0,0,0,0.0449132267750612,0,0,-0.0544311938963481,0,0,0,0,0,0,0,0,0,0,0,0.041950923306351,0.228914257970521,-0.0225351726905173,0.103868362944568,0,0,0,0,0,0,0,0,0,0,0,-0.0404325386495994,0,0,0,0,0.0107922137979587,0,0
X600690.SH,0,0,0,0.0278981019472734,0,0.105835277055446,0,0,0.313117458638316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869428916813414,0,0,0,0,0,0,0,0,-0.0172710713238689,0,0,0,0,0,0,0,0,0,0,0,0.157956074542275,0,0,0,0,0,-0.0144309739438879,0.0608249337082403,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0934969128001323,0,0,0,0,0,0,0,0,0,0,0,0,0.00539406668866138,0.0227097120940985,0,0,0,0.19315486156649,0.147184124863039,0,0,0,0,0,0,0,0.007515269442363,0,0,-0.027790833836862,0,0.200318589188833,0,0.0100729648528529,0,0,0.2143149700606,0,0,0,0,0,0,0,-0.00144650346728149,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19347640637964,0,0,0,0,0,-0.0651628274037618,0,0,0,0,0,0,0.186384143335226,0,0,0,0.0868918162412641,0,0,0,0,0,0,0.168830742846362,0,0.259893167431721,0,0,0,0,0,0,0.147808191490507,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0926341953341781,0,0,0.157237746074188,0,0,0,0,0.0546200742957068,0,0,0,0,0,0,0,0,0.330212486495177,0,0.0190042273538223,0,0.0873163126597062,0,0.0495683723915735,0,0.0925081712790922,0.020139563449702,0,0.0539978014222018,3.46944695195361e-18,0,0,0.0542177064240623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218211109024518,0,0,0,0,-0.00724375229425755,0,0
X000661.SZ,0,0,0.0293494069657522,0,0,0,0,0,0.0790959542415991,0,0,0,0,0,0,0,0,0,0,0,0.0262005981612867,0,0,0.0748187036217638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144963810270331,0,0.0766466483157647,0,0,0.0184050930700614,0,0,-0.0287301812610668,0,0,0,0,0.0148783215574741,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0513659711522067,0,-0.163563969137763,0,0,0,0,0,0.168263625584086,0,0,0,0,0,0,0.0466540884032136,0,0,0,0,0,0,0.00629599223283014,0,0,0.0968124261048496,0,0,0,0,0,0,0,0.0863345547908178,0,0.0509066040089064,0,0,0,0,-0.00276033709424526,0.0473078312034297,0,0,0,-0.0131270906648037,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0723675992104973,0.219754075322937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723078983657197,0,0,0,0,0,0,0.167672857271198,0,0.125432448318252,0,0,0,0,0.17621937523597,0.160468944704699,0,0,0,0,0,0.0989890127095136,0,-0.03771469302876,0,0,0,0,-0.000354031634269465,0,0
X000063.SZ,0,0,0,0,0,0.0139710168988242,0,0,0,0,0,0,0,0,0.0678354569967452,0,0,0,0,0,0,0,0.0979970587848985,0,0,0,0,0,-0.0390103600774125,0,0,0,0,0.0304103719737232,0,0.131829600527024,0,0,0,0,0,0,0.267988738368774,0,-3.46944695195361e-18,0,0.00134159429215188,0,0,0,0,0,0.0117509388264467,0,0,0,-0.00735184065874667,0,0
X003816.SZ,0,0,0,0,0,0,-0.0638898929620209,0,0,0,0,0,0.0105441940349985,0,0,0,0.034728580120072,0,0,0,0,0,-0.0157497841174783,0.0233334349084636,0,0,0,0,0,0,0,0,0,0.0138248176950141,0.0267425105586821,0,0,0,0,0,0,0,0,0,0,0,0.0122300921670893,0.0131265990634981,0,0,0,0,0,0,0,0,-0.00330173341805685,0,0
X600703.SH,0,0,0,0,0,0,0.307738189815033,0,0,0,0,0,0,0,-0.0580710841469095,0,0.0398202757556077,0,0,0,0.123533946883574,0,0,0,0.00936198852876302,0,0,0,0,0,0,0,0,0.0131212133134411,0,0,-0.0114411549441157,0.0302428839135446,0,0,0,0,0,0,0.51071608762876,0,0,0,0,0,0,0.00519033445276941,0,0,0,0,-0.0527148495508265,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.128500609595073,0.484934647843991,0,0,0,0,0,0.150323930999872,0,0,0,0.0889677299037209,0,0,0,0,0.10729610698797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228622689084697,0,0,0,-0.0227397186307565,0,0,0,0,0,0,0
