,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X000063.SZ,X002129.SZ,X000596.SZ,X600031.SH,X002371.SZ,X003816.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X000661.SZ,X600702.SH,X002236.SZ,X002180.SZ,X600522.SH,X600584.SH,X601877.SH,X300142.SZ,X000977.SZ,X000157.SZ,X002074.SZ,X600741.SH,X600460.SH,X000733.SZ,X300003.SZ,X600183.SH,X000799.SZ,X000066.SZ,X002463.SZ,X600884.SH,X002414.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.159966022336163,0,0,0.103969947804467,0,0.0422818600151167,0,0,0,0,0.0371816219048284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0148823219055706,0,0,0.0762487185793974,0,0,0,0,0,0,-0.0301159190145804,0.0585475443297727,0,0,0,0,0,0
X000858.SZ,0,0,0,3.46944695195361e-18,0.00894384261350087,0,0.566200987968734,0,0,0,0,0,0,0.0337392849868264,0,0,0,0,0,0,0.0291692516771563,0,0,0,0,0,0,0,0,0,0.0790407004594367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050383793619192,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0493579297988253,0,0,0,0,0,0,0.00660342471994836,0,0,0,0,0,0,0,0,0.0355963066267694,0,0.162931107086627,0,0,0,0.0451834661789769,0,0,0,0,0,0,0.212765668041064,0,-0.146037307251409,0,0,0,0.0928533762209827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132492911295499,0,0,0,0,0,0
X000568.SZ,0,0.326817479345656,0.0332257880567654,0,0,0,0.364228907689404,0.169173815429123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711514514719447,0,0,0,0.0134611790079961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392215803094899,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0472374360084608,0.106346552379764,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342387331413094,0.102571963405594,0,0,0,0,0,0,0,0,0,0.245960700003729,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600276.SH,0,0.18940448043494,0,0,0,0,0,0,-0.0364792358308538,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0612929552859845,0.075501668173181,0,0,0,0,0,0.0615897574573073,0.0452553318376129,0,0,0,0.0062602022299288,0,0.0481865774680874,-0.0221985226126552,0,0,0,0,0,0.288134795984894,0,0,0,0.0760186746433804,0,0,0,0,-0.0114670411993299,-0.00778758695500423,0,0,0,0,0,0
X002304.SZ,0,0.37811121171802,0,0.280173263226159,0,0,0,0,-0.0461683893988487,0,0,0,0,0,0,0.249122381244188,0,-0.0148772106422301,0,0,0,0,0,0,0,0,0,0,0.0115313355031544,0.00175047977917425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455493279822969,0,0,0,0,0,-0.00517707581031286,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0578434632385941,0,0,0,0,0,0.0747858763408613,0.0733115447921528,0,0,0,-0.071317222329712,0,0.139840514486148,0,0,0,0.078078246748068,0,0,0,0,0,0,0,0,0,-0.014053329257271,0,0,0,0,0,0.00706703396144368,0,0,0.0505775558181787,0,0,0.0771975364131745,0,0.060717870712488,0,0,0,0,0,0,0,0.00902592855655436,0,0,0,0,0,0
X002475.SZ,0,0,0.167454872931685,0,0,0,0,0,0,0,0,0,0,0,0.0083513776036186,0,0,0.0443158770324638,0,0.22166546667277,0,0,0,0,0,0,0,0.0519676864812263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179493777050395,0,0,0.0277008577212965,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.132649025521331,0,0,0,0,0.00379102000855783,0.185531125408076,0,0,0,0,0,0,-0.0277077089914404,0,0,0,0,0,0.0864574292451424,0.00479037847882418,0.00939735244472372,0,0,0,0,0,0,0,0,0,0,0.0464143657274635,0,0,0.00790353916339076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704286739304845,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.0996722418175249,0,0,3.46944695195361e-18,0,0,0.201554517049684,0,0,-0.124381517683654,0,0,-0.0656468702244451,0,0,0,0,0.118212439520193,0,0,0,0,0,0,0,0.0531521010750914,0.0198030386232898,0,0,0,0,0,0,0,0.0961666951307382,0,0.156331222714709,0,0.0491019537762236,0,0,0,0,0,0,0,0,0,0,-0.0308809642414871,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187729206130421,0,0,0,0.0396067670338041,0,0,0.0527712732231484,0,0,0.050714559213742,0,0,0.0555793217720921,0,0,0,0,0,0,0,0,0,0.0185710405454268,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0345137826895073,0,0,0,0,0,0,0,0,0,0,0.14043361473193,0.0590347025929734,0,0,0,0,0,0.00846839220677367,0,0,0,0,0.0228127176539147,0,0,0,0.022002787079991,0.0291553217453381,0,0.138490325118488,0,0,0,0,0,-0.0357412588195862,0,0,0,-0.0672907050992456,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194270621855564,0,0,0,0,0,0,0,0,0,0,0,0,0.298858557826016,0,0,0,0,0,0.0434931665602148,0,0,0,0,0,0,0,0.0301067701536723,0.0123034387481915,0,0,0.180069631400427,0.168774494273851,0,0.0301453842157876,-0.0214777165167878,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110697382284204,0,0,0,0.107606997030839,0,0.17005668051003,0,0,0,0,0,0,0,0,0,-0.0366109183900572,0,0,0.0936623078249354,0,0.268275095462162,0,0,0,0.0737854305533263,0,0,0,0,0.0639656014346496,0,0,0.0388265999899685,0,0,0,0,0.0463239399894019,-0.0505523226465935,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.196569540735316,0,0.148394648007916,0,0,0,0,0,0,0,0,0,0,0.0478036745059719,0,0,0,0,0,0,0,0,0,0.05915080229129,0.129652658873147,0,-0.0198132339536131,0,0,0,0,0,0.0924279070504126,0,0,0,0,0,0,0,0.12967634079839,-0.054992183891331,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.228119005658605,0,0,0,0,0,0.136864212454859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219489019247451,0,-0.0904245912312263,0,0,0,0,0,0,0,0.0829551797441456,0,0,0,0,0.0765623395355895,0.351450237372494,0,0,0,0,0,0,0,0.00647792683594486,-0.0762609802359576,0,0,0,0,-0.0251687605162649,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799399441921244,0,0,0,0,0,0,0,0,0.0443314150185537,-0.0202521084126447,0,0,0,0,0,0,0,0.562316984605665,-2.16840434497101e-19,0,0,0.0586040160917637,0.0711108940248018,0,0,0,0,0,0.027495251805536,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156546346985587,0,0,0,0,0,0,0,0.0381961182682186,0,0.0534485352064434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613524441566687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158581951457227,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0011977796338272,0,0,0,0,-0.188969912756014,0,0,-0.0297773857864361,0,0,0,0.328269545966278,0,0,0,0,0,0,0.0976551956867607,0,0,0,0,0,-0.195081107928219,0,0,0,-0.39967682512268,0.133786229479733,0,0,0,0,0,0,0,0.186196694246233,0,0,0,0,-0.0204915104280084,0.0136766241552468,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139804980793284,0,0.0851351569206595,0,0,0.0252433672346357,0,0,0,0,0,0,-0.112452530772952,0,0,-0.00195522777985822,0,0,0,0.146513465055014,0.623458032321382,0.0678268431968417,0,-0.092902340440258,0.12772756405969,0,0,0.0756815211420597,0,0,0,0,0.0195746790664547,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.110804561381512,0,0,0,0,-0.0367937367061975,0,0.0479111770653046,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575262980218981,0,0,0,0,0,0,0.247644232602596,0,0,0,0,0,0,0,0.03609654813595,0,0,0,0,-0.155562069694846,0.0351893581866809,0,0,0,0,0,0,0
X600703.SH,0,0.00533799259578781,0,0,0,0.125097719096275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461296397893442,0,0,0,0,0,0.119181576395205,0,0,0,-0.0414741296556845,0.0283195755581087,0,0,0,0,0,0,0
X002049.SZ,0,0,0.150469140303211,0,0,0,0,0,0,0,-0.16517612797202,0,0,0.0471474338093162,-0.0996005306375702,0,0,0.131350973106749,0,0,0,-0.0128635915088059,0,0,0,0,0,0.101678806704531,0,0,0.0895215417269282,0,0,0,0,0,0.00209324881467641,0,0,0,0,0.299109622887933,0,0,0,0,0,0.140541117776048,0,0,0,0.0199705502460338,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0139906698645768,0,0,0,0,0,0.034494650196665,0,0,0,0.0667092571913473,0,0,0,0,0.0672276862511506,0.151762967984536,0,0,0.0782121897099428,0,0.206685966012849,0,0,0,0,0,0,0,0,-0.0495754225494711,0,0,0,0,0,0,0,0,0,0,0,0.0173108101969619,0,0,0,0,0.0135970228196313,-0.037836736218512,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980322424889135,0,0,0,0,0,0,0,0,0.0276248241283871,0,0,0,0,0,0,0,0,0.081153498127249,0,0.00646822372157061,0,0,0.0263881709373577,0,0.110713968904408,0,0,0,0,0,0.00407322654577344,0,0.184159271744942,0,0,0,0.0359403356805142,-0.0208159732162573,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0390836129152534,0,0,0,0,0.110605358839363,0,0,0,0,0,0,0,0,0,0.0668180078718913,0,0,0,8.70239218187696e-05,0,0,0,0,0,0,0,0,0.0573334254815901,0,0,0,0,0,0,0.0229613826804999,0,0,0,0.043124077646209,0,0,0,0,0.0331962255825858,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.035451660260457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958145196382648,0.200766600260013,0,0,0,0.0104058713442755,0,0,0,0.0360192971069625,0.297078433846002,0.0444317347243299,0,0.024543809461944,0,0,0,-1.73472347597681e-18,0.0678210943102761,0,0,0,0.0428088654481191,0.113835143545295,0,0,0,0,-0.0172901560914769,0,0,0,0,0,0,0
X000661.SZ,0,0,-0.262234797983813,0.299828871083685,0,0.0565948126203232,0,0,0,0,0,0,0,-0.0377261596198246,0,0.0594227541368451,0,0,0,0,0,0,0,0.00893791984246453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29797799513438,0,-0.111619524601983,0.242035396214164,-0.0133307524982316,0,0,0,0.320557216987733,0,0.0311748511594659,0,0,0,0,0,0,0
