,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600372.SH,X600066.SH,X002241.SZ,X002292.SZ,X002475.SZ,X600741.SH,X000157.SZ,X002236.SZ,X000338.SZ,X600089.SH,X002049.SZ,X300124.SZ,X002465.SZ,X002074.SZ,X002506.SZ,X000568.SZ,X600177.SH,X300003.SZ,X002129.SZ,X600839.SH,X000547.SZ,X002276.SZ,X002294.SZ,X600582.SH,X000977.SZ,X300001.SZ,X600867.SH,X600498.SH,X002180.SZ,X000800.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.114430121172418,0,0,0,0,0.0844858054292721,0,0,0.00647253052357003,0,0,0.0299056741428214,0,0,0,0,-2.16840434497101e-19,0,0,0.0244758077540443,0,0,0,0,0,0,0,0,0,0,0.0584933774828225,0,0,0,0,0,0,0.0186654635444219,0.0607330851012526,0,0,0,0.00420492025482826,0,0,0,0,0,-0.0318778307360585,0.0328802265034077,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00193536622926362,0,0,0.41725589916016,0.28670238485286,0,0.0295225369819057,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00350906481850027,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137030342088755,0.0773779600286815,0.0372221737168495,0,0,0,0,0,0,0.174252361575376,0,0,0.0270291540024245,0,0,0,0,0.0168314983456377,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.00483578001379357,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0480271509497644,0,0,0,0,0,0,0,0,0,0,0,0.0949962566584906,0,0,0.0559060027784657,0,0,0.0367207129605787,0.0497230546932671,0,0,0,0,0,0,0,0,0.0573492122675938,0,0.0528963344104753,0,0,0,0,0,0,-0.0120140584766316,0.0128354702140908,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436830863533833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274472798395739,0,0.0299009274281493,0,0,0,0.0461549154251231,0,0,0,0,0.068900256141746,0.0115349164782148,0,0,5.42101086242752e-20,0,0.0544350403117825,0.200498474068629,0,-0.0237267667318146,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.020974512024448,0,0,0,0.0369175108460243,0,0,0,0,0,0,0,0,0,0,0.148294905165531,0,0,0,0,0,0,0,0,0,0,0,0,0.0606817835572588,0,0,0,0,0,0,0.0342490699484373,0,0,0,0,-0.0194132018684167,0,0,0,0,0,0,0
X002304.SZ,0,0.16219853191154,0,0,0,0,0,0,0,0,0,0.034380296212815,0.0269131719485981,0,0,0,0,0,0,0,0,0,0,0,0.258653853659303,0,0,0,0,0,0,0,0.0461768956180594,0,0,0,0,0.0164667357235535,0,0,0,0,0,0,0,0,0,0,0,-0.0226791788365853,0.0291342751930606,0,0,0,0,0,0
X000858.SZ,0,0,0,-0.00652876265069878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144928310778267,0,0,0,0,0,0,-0.0227293540719719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130507520024343,0,0,0.00389474824875689,0.0235762419275265,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0874209393323863,0.367003066278925,0.0583952869297574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120502896311645,0,0.0159863318566588,0,0.0289303666017115,0,0,0,0,0,0,0,0.0937184051700146,0,0,0.0398975216195014,0,0,0.0692616084314079,0,-0.0124604315265296,0,0,0,0,0,0,0
X000625.SZ,0,0.0358507590017682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575032108558095,0,0,0,0.142383031260719,0.153892169952868,0,0,0,0,0.0597993848765751,0,0,0,0.0353814055074831,0,0,0,-6.93889390390723e-18,0,0,0,0.0461061051382099,0,0,0,0,0,0,0.191785093977422,0,0,-0.00131010788497588,0,0,0,0,0,0,0
