,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000625.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600703.SH,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X600522.SH,X002463.SZ,X002007.SZ,X002028.SZ,X000800.SZ,X002074.SZ,X600460.SH,X300142.SZ,X601799.SH,X002294.SZ,X600418.SH,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.104850700222806,0.327740291448108,0,0.0809737291740104,0,0,0.00249313801539457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134126249317927,0,0,0,0,0.0713602895447365,0,0,0,0,0,-0.00657330213410733,0,0,0,0,0,0,0
X000858.SZ,0.17229527504654,0,0,0,0.0843061128611574,0.35125368836767,0,0.0289913591214587,0,0,0,0.0149787085873495,-0.101869294886417,0,0,0,0,0,0,0,0.0388284743203453,0,0.0978928338728946,0,0,0,0,0.0454640448656952,0,0.0280014151317904,0,0,0,0,0,0,0,0.0461854783326612,0,0,0,0,0,0.0167302410374497,0,0,0,0,0,0,0,-0.00139377201011485,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00458882176387515,0,0,0,0,0,0,0,0,0.1542665613408,0,0,0.0146781724228419,0.127959109812067,0,0.0705839453103777,0,0,0,0.0453576589928413,0,0,0,0,0,0,0.000635179484608664,0,0,0,0,0,0,0,0,0,0.0810906985838875,0,0,0,0.100992814225406,0,0,0.00492776055716371,0.0150644049529772,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0272679449447506,0,0,0.022889432521061,0,0,0,0,0.00747918666414945,0,0,0.103188733427602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420325746905787,0,0,0,0,0.180516028030022,0.0152412464671724,0,0.0465505339980628,0,0.0160149461871525,-0.00434717627874874,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.53492337708459,0,0,0,0,0,0,0,0,0,0,0,0.348288981631236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030596179495527,0,0,-0.0264727205823227,0,0,0,-0.0595666441762202,0,0,0,0,0,0,0,0,0,-0.0325205739374893,0.0211691975962293,0,0,0,-0.0188416284736284,0,0
X000568.SZ,0,0.300422359599671,0,0,0.587380932820522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325731843321551,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132752684308452,0,0,0,0,0,0,0,0,0,0,-0.0401736303804887,0,0,0,0.00625201594928507,0.0066512857936658,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115133981393423,0,0.257684202563348,0,0,0,0,0.0726787051142428,0,0,0,0,0,-0.0889952069443082,0,0.00398640098602885,0.150843327656452,0,0,0,0,0.0928466097609476,0,0,0,0,0.0650800866892575,0,0,0,-0.00634110991289748,0.0271938597229543,0,0,0,0,0,0
X600690.SH,0.0603526816677811,0,0,0,0,0.282227666461655,0,0,0,0,0,0,0,0,0,0,0,0,0.0299379854472636,0,0,0,0,0,0,0,0,0,0,0.0412062060534587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756967829241328,0,0,0,0.00552853348170345,0.0147502779113034,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0879181205846909,0,0,0,0,0,0,0,0,0,0,0,0,0.0899679016261511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083963252511342,0,0,0,0,0,-0.0211260398773238,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.226276367184635,0,0,0,0,0,0,0.213449505795124,0,0,0,0,0,0,0,-0.0519936956009156,0,0,0.0550487390779055,0,0,0,0,0.190524718096169,0,0,0,0.0145256874083584,0,0,0,0,0.0471471597664493,0,0,0,-0.0332622783220293,-0.245135135493217,0,0.29024252714065,0,0,0,0,0,0,0,0.0118162691961519,0,0,0,0.0143559029121907,0,0
