,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X002241.SZ,X600703.SH,X300003.SZ,X000596.SZ,X002236.SZ,X600183.SH,X601877.SH,X002007.SZ,X300142.SZ,X000100.SZ,X000157.SZ,X000066.SZ,X002179.SZ,X300124.SZ,X300136.SZ,X600271.SH,X002008.SZ,X000625.SZ,X300014.SZ,X002463.SZ,X000977.SZ,X600177.SH,X002506.SZ,X002129.SZ,X002456.SZ,X600066.SH,X002371.SZ,X600867.SH,X600498.SH,X002180.SZ,X002508.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.140064052685658,0,0,0,0,0,0.140900104675982,0,0,0,0.29953046756553,0,0,0,0,0,0,0.0203672646908161,0,0,0.0407436286538839,0,0,0.0271735741201943,0,0,0,0,-0.0272472302265912,0,0,0,0,0,0,-0.067753216324832,0,0.0228002668655301,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0175723906308225,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0682509035266608,0,0,0,0.496754257472676,0,0,0,0,0,0.0845873089320589,0,0.026141822731679,0,0,0.00493127791901357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180361583871242,0,0,0,0.0175923777901204,0,0.0188053601549397,0,0,0,0,0,0,0,0,0,0,0,-0.0200850592030498,0,0
X600276.SH,0,0,0,0,0,0,0,0.0756959012393474,0,0,0,0.218831611452696,0,0,0,0.135545763727172,0.0325487685586178,0.0225495117626962,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00577306637836733,0,0,0,0,0.0267967986441633,0.052869740404529,-0.0747045932507196,0,0.0325355171512226,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0227011282485931,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271237653158974,0,0,0,0,0.0859972513450433,0,0,0,0,0,0,0,0,0.0689052360567578,0,0,-0.0590409566376338,0,-0.0995917858404467,-0.00999101248890179,0.0257015938433659,0,0,0.00671795841850866,0,0,0,0,0,0,0.0461842308622513,0,0,0,0,0,0,0,0.0230150404543359,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521302310082205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193756422878216,0,0,0,0,0,0,0,0,0,0,0.0542861630389845,0,0,0,0,0,0,0,-0.04700181207085,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198576550903441,0,0,0.0651566556720752,0,0,0,0,0.0265337447890919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100603269559925,0.0811955898582133,0,0,0.00474116506523015,0,0,0,0,2.16840434497101e-19,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374202086749056,0,0,0,0,0,0,0,0,0,0,0,0,0.0111090756006686,0,0,0,0,0,0.0404388460172071,0,0,0,0,0,0,0,0,0,0,0,0,0.0427821065911559,0,0,0,0,0.09257481885846,0,0
X002475.SZ,0,0.207982824083651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106282353592554,0,0,0.123284527425127,0,0.137786021940134,0,0,0.0345236954218721,-0.0143160348779623,0,0,0,0.147107091445646,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480933961906834,0,0
X002304.SZ,0.294507148977559,0.0100051299752514,0.0424490961621456,0,0,0,0.114016712155339,0.00824651575462231,0,0.0647064139827181,0,0,0,0,0,0,0,0,0,0,0,0.0321891664727838,0,0,0,0,0,0,0,0,0,0,0.0155831618922221,0,0,0,-0.00807161589473056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.00827493737971043,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0182517752493744,0,0,0.151502823394355,0,0,0,0.0663110129554782,0,0,0,0,0.0537274272555486,0.0786948091318936,0,0.170500583379508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105563988316264,0,0.000850178494131444,0,0,0,0,0,0.0135240956161377,0,0,0,0,0,0,0.0192014601129461,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0762661898684766,0,0.0818162319491165,0,0,0,0,0,0,0,0,0.0685741425675493,0,0,0,0,0,0,0,0,0,0,0.00665080691991211,0,0,0,0.0568962850865561,0.0248970809590077,0,0,0,0,0,0,0.0324659541569137,0.0441440248788711,0,0,0,0,0,0,0.153953854292107,0,0,0.0343951568325226,0,0,0,0.00677677795172805,0,0
X000568.SZ,0.184479466024554,0.575814235122447,0,0,0,0,0,0,0,0.0378245526983356,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819128461768731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285147980301679,0,0,0,0.0424299743294377,0,0
X600031.SH,0,0,0,0,0,0,0,0.149047207185971,0,0,0,0,0,0,0.245690659907296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193163159654492,0.0133301635190053,0.0921238313928306,0,0,0,0.00116748424816525,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00423194029156487,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412804961091996,0,0,0,-0.103628920355443,0.0398240230797075,0,0,0,0.0721952810756876,0,0,0,0,0.0859095373459287,0,0,0,0,0.204866781616094,0,0,-0.0478421910854751,0,0,0,0,0,0,0,0,0,0,0,0,0.00515421453869743,0,-0.00177940018932119,-4.33680868994202e-19,0,0,0,-0.00821769040845381,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.229246658747847,0,0,0,0,0,0,0,0.00995198618488384,0,0,-0.0162471176271914,0,0,0,0,0,0.113325661694837,0,0,0,0,0,0,0,0,0.0547924170761154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175509830193588,0,0
X000661.SZ,0,0,0.164278016207998,0,0,0,0,0,0,0,0,0.167816638319139,0,0,0,0,0,0,0.0769445499938808,0,0.0477732890039338,0,0,0.0674881072994149,0,0.0726590789386382,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0366742159945459,0,0,-0.0462498590016676,0,0,0,0,-0.0813914115379244,0,0
X600741.SH,0,0,0,0,0,0.00420614360378636,0,0,0,0,0,0,0,0,0,0,0,-0.0665153674658677,0,0,0,0,0,0,0,0,0,0.147457917852567,0,0.058373846142867,0.15623946765748,0.333799660118705,0.072736509971784,0,0,0.270123908288211,0.0568708959405665,0.0313634006224401,0,0,0,0,-0.0897612043249223,0,0,0,0,-0.13279474744385,0,0,0,-1.73472347597681e-18,0,0,0,0,0.010311605150134,0,0
X600809.SH,0,0.495072781627418,0,0,0,0,0,0,0,0.0137688963451533,0,0,0,0,0,0,0,0,0,0.0016437524427281,0,0.0362841497966472,0,0,0,0,0,0,0,0.0190289552263225,0.0195474254631785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013981081982328,0,0,0,0,1.35525271560688e-20,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120860766452709,0,0,0,0,0,0,0,0,0,0,0,0,0.176100392495792,0,0,0,0,0,0,0,0,0,0.185779188770887,0,0,0,0,0,0.121052200834691,0,0,0,0,0,0,0,0.0407728639107752,0,0
X600703.SH,0,0,0,0,0,0,0.0925167321474905,0,0,0,0,0,-0.0815632611385616,0,0,0,-0.027894820162904,0,0,0,0,0,0,0,0,0,0,0.130982620507311,0,0.212931958938961,0,0,0,0,0,0,0,0,-0.0612629155909181,0,0,0,0.280811659306616,0,0,0,0,0,0,0.535943314645661,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.118134966028951,0,0,0,0,0,0,0,0.0582127658956248,0,0,0,0,0,0,0,0,0,0,0,0,0.156479382176905,0,0,0,0,0,0.00425957590858949,0,0.174414825262124,0,0,-8.67361737988404e-19,0,0,0.0816179264600409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0.0564801664900485,0.184714956750184,0,0,0,0,0,0,0,0,0,0.0773308256228882,0,0,0,0,0,0.226487763011702,0,0,0,0,0,0.0746170317052494,0,0,0,0,0,0,0,0,-0.0881893686209105,0,0,0,0,0.0150828684409261,0,0,0,4.33680868994202e-19,0,0,0.024176275320167,0,0,0,0,0,0,-0.0436789571543525,0,0,0,0,-0.0581197107357704,0,0
X002236.SZ,0,0,0,0,0.191117844372465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081146111184101,0.0316228741497753,0,0,0,0,0,0,0,0,0,0.0488925105661373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205262216555917,0,-0.00528440325939458,-0.0261841663361544,0,0,0,-0.0491333474533068,0,0
X600183.SH,0,0,0,0,0,0,-0.134408756458809,0,0,0,0,0,0,0,0,0,0,0,0,0.198909855583135,0,0,0,0,0,0,0,0,0,0.143615749601685,0,0,0.0507873243812889,0,0,0,0,0.252093744153712,0,0,0,0,0.245423727248023,0,2.71050543121376e-20,0.0459999837757186,0,0,0,0,0,0.014936711151991,0,0,0,0,0.0598391985182527,0,0
X601877.SH,0,0,0,0,0,0,-0.00194882784752918,0,0,0,0,0,0,0.138264724364995,0,0,0,0,0,0,-0.0265547142360219,0,0,-0.00592391054995266,0,0,0,0,0,-0.0128227347286663,0,0,0,0,0,0,0,0,0,0,0,0.129932063740228,0.0291563208201915,0,-0.0226018774212484,0,0,0,0.0873152163058681,0,0,-3.46944695195361e-18,0.0473381852634206,0,0,0,0,0,0
