,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X002008.SZ,X600487.SH,X300136.SZ,X601877.SH,X000100.SZ,X600066.SH,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X300003.SZ,X002294.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X600177.SH,X600699.SH,X000157.SZ,X600584.SH,X600118.SH,X000596.SZ,X300142.SZ,X600566.SH,X000050.SZ,X002180.SZ,X000661.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.284607482431655,0,0,0,0.0897144734459867,0,0,0.0493163440702785,0,0,0,0,0,0,0,0,0,0,0,0,0.10818149466962,0.0345596612247254,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0380180897179908,0,0,0,0,0,0,0,0,0.00757630278788455,0,0,0,0.0242971604181669,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0465493779800612,0,0.0849209067939396,0.150608614360687,0,0,0,0,0,0,0.0890476845307948,0,0,0,0,0,0.0302867073268202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599411407080769,0,0,0,0,0.0807912406367546,0.037697993316535,0,0.0127827956949884,0,-0.0121590168984801,0.0164056750039407,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0169391744868091,0,0,0,0.145204116929093,0,0,0,0,0,0.348605119443861,0.118614326742141,0,0.0343916051975803,0.00662343873273356,0,0,0.106890922527743,0,0.0211854953924032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151847771894061,0,0,-0.0201200950209737,4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0.0319289271422045,0,0,0,0.0539390713997443,0,0,0.102573670535236,0,0,0,0.229884683529598,0,0,0,0,0,0,0,0,0.00540383091944079,0.0119467314732334,0,0,0,0,0,0,0.26445240385803,0,0,0,0,0,0,0,0,0,0,0.0970753874886478,0,0,0,0,0,0,0.079091293927447,0,0,0,0,0.00293038034306426,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.105802143097686,0,0,0,0,0,0,0,0,0.0131082856355374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131818475060389,0,0.0172816306021622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139078223798621,0,0,0.060285399779849,0,0,0,0.0099560489006532,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.307467719425832,0,0,0,0.113963815561618,0,0,0,0,0,0,0,0,0,0.0320513356194725,0.00447514100081833,0.121805220426241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112804981098687,0,0.100539433993221,0,0,0,0,0,0,0,0,0.039148940502215,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.188379177049484,0,0,0,0.0610323198955886,0,0.0158786543406628,0,0,0,0,0,0,-0.078569877986348,0,0.0620935498678796,0,0,0,0,0,0,0,0.0995761285614334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590559682551367,0,0,0,0.0900623205020265,0,0,0,0.0116529241171555,0,0,0,0,0,0
X002304.SZ,0.212186850170629,0,0,0,0,0,0,0,0,0,0,0.0913488574974503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013717598607939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108231458972172,0.0413839877659795,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.288448161646431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558301784686322,0,0,0,0,0,0,0,0,0,0,0.113950450854543,0,0,0,0.294678587947992,0,0,0,0,0,0,0,0,0,0,0.0281255611045164,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.103124864476875,0,0,0.0969634694604673,0,0,0.0589642111414938,0,0,0,0.146128002093009,-0.171471531370543,0,0,0,0,0.164069482608924,0,0,0,0.119199996443816,0,0.231608464796686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149931790876455,0,0,0,0,0,0,0,0,0,0.000812439179670689,8.67361737988404e-19,0,0,0,0,0,0
