,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X300014.SZ,X000063.SZ,X000100.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X002007.SZ,X002236.SZ,X002371.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X601799.SH,X300003.SZ,X000800.SZ,X002074.SZ,X000799.SZ,X002008.SZ,X000066.SZ,X300146.SZ,X600089.SH,X000977.SZ,X002294.SZ,X600177.SH,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.08403959986672,0,0,0,0.237441604905812,0,0.0377865497372336,0,0.0524468158626701,0,0,0,0,0,0,0,0,0,0,0,0.0893738133332843,0,0,0,0,0,0,0,0,0,-0.133874058880874,0,0,0,0,0,0,0,0,0,0.0139370525763246,0,0,0,0,0,0,0,0,0,0,-0.0147900833227225,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.357047322481238,0,0.111145103700842,0,0.0349436252671188,0,0,0,0,0,0,0,0.00473873335065323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131442281605389,0.138316100423818,0,0,0,0,0,0,0,0,0,-0.0142082753337112,-0.00836262642168938,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.105577105726069,0,0,0,0.0341305878234567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105048266553584,0,0.026286353296643,0.407396812219044,0,0,0.0290453140302908,0.0533554772574399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378111401513002,0,0,0.00439925108287127,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0278775850028441,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0508462491398114,0.0515608998706169,0,0,0,0,0,0.189398921820399,0,0,0,0,0,0,0,0,0.110563087292611,0,0,0,0,0,0,-0.148460301969817,0,0,0.0187792944506189,0,0,0,0.0136132288523308,0,0,0,0,-0.0381840503834795,0,0
X000651.SZ,0,-6.93889390390723e-18,0,0,0,0,0,0.0883327513257559,0.172752725228673,0.0273096716121244,0,0,0,0,0,0.124648415842019,0,0,0,0,0,0,0,0,0.0438649195690661,0,0,0,0,0,0,0,0,0,0,0,0,-0.0891058143805195,0,0,0,0,0,0,0,0,0,0,0,0.0143180804078157,0,0,0,0,0,0,-9.33495187754807e-05,0,0
X000568.SZ,0,0.695254782240193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236348204013624,0,0,0,0,0,0,0,0,0,0,0,0.300884688316856,0,0,0,0,-0.0705684713468952,0,0,0,0,0,-0.0301409119376396,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0975097891641089,0,0,0.14449370260412,0,0.0664835291728428,0,0,0,0,0,0,0,0.0963041449317591,0,0,0,0.0100846597375515,0,0.0512808217544772,0,0,0,0,0,0,0.191765246512599,0,0,0,0,0,0,0.053741688240304,0,0,0,0,0,0,0,0,0,0,-0.0431614721615768,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.151979800875694,0,0.0894752187451576,0,0.0533408237277901,0,0,0,0,0.0468466358729065,0,0.0736703683358594,0,0,0,0,0.118451697729039,0,0,0,0,0,0.0664459797087933,0,0,0,0,0,0,0,0,0.253594977132093,0,0,0,0.0794718261873561,0,0,0,0,0,0,0,0,0,0,-0.0613968261209081,0,0,0,0,0,0
X600690.SH,0,0,0.17161469030304,0,0,0,0,0.218142639556783,0,0,0,0,0,0.142244577489596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115085971403883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95328944358832e-05,0.019770427141516,0,0,0,-0.0231956798432951,0,0
X002304.SZ,0,0.305086459987001,0,0,0,0.00380660222305925,0,0,0,0,0,0,0,0,0,0.0223111172593918,0,0,0,0,0.0468507291150101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476051089259829,0,0,0.169843751235922,0.15316248795104,0,0,0,0,0,0,0,0,0,-0.0298235165229884,0,0,0,0,-0.0930870255844177,0,0
