,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X000100.SZ,X002236.SZ,X600809.SH,X300003.SZ,X300124.SZ,X002008.SZ,X600487.SH,X000625.SZ,X600776.SH,X002456.SZ,X000596.SZ,X600498.SH,X000661.SZ,X002007.SZ,X000050.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X000977.SZ,X600522.SH,X300146.SZ,X600177.SH,X300136.SZ,X600066.SH,X600867.SH,X600089.SH,X002241.SZ,X600372.SH,X002129.SZ,X600566.SH,X002180.SZ,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00329009472169432,0,0.062310600165666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565005122742679,0,0.0204085109192933,0,0,0,0,0,0,0,0.0291734401017782,0,0,0.00531072546704765,0,0,0,0,0,0.0528542095932951,0,0.0375740339841228,0,0,0,0,0,0.0877669382684559,0,0,0,0,-0.00676590349993019,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0398556637351723,0.0322734402558882,0,0.113173022078769,0.00456307635995119,0.0992502965715612,0,0.0776234559181908,0,0,0.127055590417243,0,0,0.317248433266667,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0483838143005925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274636429259014,0.0341649049569164,0,0,0,0,0,0
X600104.SH,0,0,0,0.116569628048946,0,0,0,0,0,0.198279271258041,0,0,0.0572881224722179,0,0.146896247701269,0,0,0,0,0.00979924938591345,0.0559362668922125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315189025438325,0,0
X000858.SZ,0,0,0,0,0,0.0331998369545723,0.108531932842905,0,0,0,0,0,0,0.320944394924729,0,0,0,0,0,0.0863462668343184,0.049857007934748,0,0,0,0,0,0,0,0,0,0,0,0.0199756904859738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174274381339379,0,-0.0118500290820068,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0786153248066863,0.119763538434542,0,0,0.0348187435754184,0,0,0.152946175770776,0,0,0.0261808102187459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284216896552828,0,0,0,0,0,0,0,0,0,0.0333377008701558,0,0,0,0,0,0,0,0,0,0.108391331100847,0,0,0,0,0,0,0,0,0,0.0239984230372705,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241760362120003,0.46765307142718,0,0,0,0,0.0527594725026139,0,0,0,0,0,0.0130639032739831,0,0,0,0,0,0,0,0,0,0.0301426888365234,0,0,0,0,0,0,0,0,0.0133142967506051,0.0329120232744803,0,0,0,0,0,0
X002304.SZ,0,0,0.167997829907397,0.154620211879258,0,0,0,0,0,0,0,0,0,0.0290252252066563,0,0,0,0,0,0,0,0.0692933710834383,0.110738941345333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279204880667795,0,0,0,0,0,0,0,0,0,0,0,0,0.00704276243636847,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.130715528825226,0,0,0,0,0,0.133307092534206,0,0.26045741137596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241845978615608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148857072362426,0,0,0,-0.0115258410192595,0.0257011983414102,0,0,0,-0.031648079840978,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248184301661287,0,0,0,0,0,0,0,0,0,0.0129322421295401,0,0.301524616524127,0,0,0,0,0,0,0.053950395576609,0,0,0,0.0904186899769945,0,0.0394283037180629,0,0,0,0,0,0,0,0,0.00461918539320328,0,0,0,0,0.123829176321728,0,0
X600690.SH,0,0,0.0629434032999969,0,0,0.00383007124353585,0.0802200159497632,0,0,0,0,0,0,0,0.132792301882776,0,0,0,0,0.157952587333034,0,0.00749763863306977,0,0,0,0,0,0,0,0,0,0,-0.0614691955198908,0,0,0,0.112591202678478,0,0,0,0.00532371918764154,0,0,0,0,0,0,0,0,0,0,0.0056302838767855,-0.0397083632336547,0,0,0,0,0,0
X600031.SH,0,0.0201757680463534,0,0,0,0,0,0.0320905573526494,0,0,0,0,0.234418084651052,0,0.0139446512689919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193117968340612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304409859651667,0.239232574775281,0,0,0,-0.0155311960898245,0.0250278305550663,0,0,0,-0.00761548408308059,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.00861313419580877,0.014586937614696,0,0,0,0,0,0,0,0,0,0,0,-0.0539762941893253,0,0,0.0314141644468718,0,0,0.0523430858010441,0.0583950386154331,0,0,0.0425434699594564,0.0189640511922179,0,0.229765938467248,0,0,0,0,0.192622898936149,0,0.204561566885298,0,0,0,0,0,0,0,0,0,0,0.0214290672729295,-0.0278071510642669,0,0,0,0,0,0
X000338.SZ,0,0,0.131120454089081,0,0,0,0.10722913239376,0,0,0,0.0786191551614141,0,0,0,0.0178518653476286,0,0.0433500333104401,0,0,0.064165343984931,0.0158036673140817,0,0,0,0,0.0315487163926073,0.00728637478520723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.020665767182076,0.0427136483014942,0,0,0,0,0,0
