,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X600741.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X002008.SZ,X600487.SH,X002456.SZ,X300124.SZ,X600809.SH,X000661.SZ,X000596.SZ,X000100.SZ,X000977.SZ,X600867.SH,X002179.SZ,X600066.SH,X300142.SZ,X000625.SZ,X300136.SZ,X600498.SH,X600566.SH,X002007.SZ,X002294.SZ,X000157.SZ,X002241.SZ,X300146.SZ,X600522.SH,X002180.SZ,X002049.SZ,X000869.SZ,X600089.SH,X600177.SH,X002371.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.374999731474257,0,0,0,0,0,0,0.00877509124661128,0,0,0,0,0.0325482432870607,0.0848482915967148,0,0,0,0.0324695533959927,0,0,0.0685775787155562,0,0,0,0,0,0,0,0.0140075547894946,0.1038864161211,0,0,0,0,0,0,0,0.010548564305465,0,0,0,0.00818386725941072,0,0,0,0,0,0,0.0015530516280608,0.00115284456879584,0,0,0,0,0,0
X600104.SH,0,0,0,0.0551413115719041,0,0,0,0,0,0,0,0,0,0.348750569717026,0.189643977574695,0.04103769017995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461819976401265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215035662253897,0,0,0.0104844921497675,0.00457373179672774,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0289717680364271,0,0.0872308460372587,0,0,0,0,-4.33680868994202e-19,0,0,0.217126573574608,0.159130366512397,0.0484824833795779,0,0,0.0318674436873705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134996912210025,0.029732572021503,0,0,0,0,0,0
X000858.SZ,0.104382500473601,0,0,0,0,0,0.245953075672206,0,0.0447865554365881,0,0,0,0,0,0,0.298250475062086,0,0,0.0416726118947811,0.0326417276772039,-3.46944695195361e-18,0,0,0,0,0,0.0264168285323373,0,0,0,0,0,0.0202976864050702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00803643495978734,0.00145280323979709,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128250098004946,0.0530264240501599,0,0,0,0,0,0,0,0.170673762412883,0.0721092245378445,0,0,0,0,0,0,0,0,0,0.0988906611696531,0,0.325135925930992,0,0,0.0521209436283641,0,0,0,0,0,0,0,0,0,0.027845977539925,0.0253835565338332,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0855499665024103,2.16840434497101e-19,0,0,0.0903808955762179,0,0,0.116853685635054,0.0146051174364551,0,0,-8.67361737988404e-19,0.162996338995247,0.0970796624860175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190298196499484,0.0285095768939488,0,0,0,0,0,0
X002304.SZ,0,0,0,0.512496782372696,0,0,0,0,0,-0.0267558381160267,0,0,0,0,0,0.305668692504269,0,0,0,0,0,0,0,0.11714033653018,0.162212249551405,0,0.0166756277259297,0,0,0,0,0,0,0,0,0,0.0247119039238616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213136921578713,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0244066310906087,0,0,0,0,0,0,0,0,0,0,0,0,0.109241775206432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.403750029605494,0,0,0,0,0,0,0.347186338128208,0,0.00237302094938079,0.0091166859225027,0,0,0,0,0,0
X600690.SH,0,0,0,0.156947885656263,0,0.0525831971501695,0,0,0,-0.0359342870785225,0.152001213764093,0.0518757686995399,0,0,0,0,0,0,0.0243437554365076,0.118079266436685,0,0,0,0,0,0,0,0,0,0.144542060652954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192896937583311,0.0111747605037675,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.111091864191454,0,0,0,0,0,0,0,0,0,0,0,0.025900713330427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324566506776313,-0.0726467054002436,0,0,0,0,0,0
