,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X000100.SZ,X600703.SH,X002236.SZ,X600089.SH,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X601799.SH,X000977.SZ,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X002028.SZ,X002463.SZ,X600702.SH,X300142.SZ,X002456.SZ,X000066.SZ,X002223.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.316154154682119,0,0,0,0,0,0,0.193609620038281,0,0,0,0.00320564775089997,0,0,0,0,0,0.0431528097620735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163755657519259,0,0,0,0,0.0532733272081543,0,0.0253302753273584,0,0,0,0,0,0,0.00577576248686703,0,0,0,0,0,0,0
X000858.SZ,0.0988800655389311,0,0,0.122051904092575,0,-0.0182792667060441,0,0,0,0,0,0,0,0,0.139883649031701,-0.0644925223799,0,0,0,0,0,0,0,0,0,-0.0029472360680473,0,0,0,0,0,0,0,0,0,0,-0.0223587746718163,0.084465425934161,0,0,0,0,0.0879242460920634,0,0.227623741130408,4.33680868994202e-19,0,0,0,0,0,-0.00229124166018705,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665596739763029,0,0,0.124219562024365,0,0.0128806974796839,0,0,0.261325065838121,0,0,0,0,0,0,0,0,0,0,0,0.0316904732505981,0,0,0,0,0,0,0.0464226656093681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.266108566750945,0,0,0,0.254531479811558,0.0389469125053762,0.0182073815416386,0,0,0,0,0,0,0,0,0.0385105152063697,0.242670399378366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317845050575451,0,2.16840434497101e-19,0,0,0,0,0.0189471251307039,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.583464251793178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236548671894336,0,0,0.14676854253517,0,0,0,0,0.0889740536990978,0,0,0,0,0,0,-0.100811624671076,0,0,0,0,0,0,0.115049857751935,0,0,0,0,0.0225606421304557,0,0,-0.00182871425294871,0.0253143286803066,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181918089264811,0.0325361469851049,0,-0.103383684702458,0,0,0,0,0,0,0,-0.153554468941674,0,0,-0.0429291142253727,0,0,0,0.433001659459055,0,0,0,0,0,0,0,0,0,0,0,0,0.168717373023695,0,0,0,0,0,-0.0222885396200112,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507135330385345,0.053554303234541,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0167696169364861,0,0,0,0.120531474803922,0,0,0,0,0,0,0,0,0,0,0.0762110412489009,0,0,0.230755053390633,0,0.21176840783228,0,0.097387530582632,0,0,0,-0.0792929565997857,0.0923492020355753,0,0,0,0,0,0
X600690.SH,0.0845375230547211,0,0,0.0132980547300428,0.0464239141608917,0,8.67361737988404e-19,0,0,0,0,0.00658413026485093,0,0,0.0184704380031688,0,0,0,0.139011735889243,0.0692629130901205,0,0,0,0,0,0.0161174011728928,0,0,0,0,0.0257339543280025,0,0,0,0,0,0,0,0,0,0,0,0,0.0352924821339389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.00989864531694924,0,0,0,0,0,0.148169732728783,0,0,0,0,0,0,0,0.035867777602257,0,0,0,0.168828391013085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13898296545346,0,0,0,0,0,0,-0.0154773401618618,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0450583664820873,0.10523467792083,0,0,0,0,0,0,0,0,0,0.247042703068128,0,0,0,0.0883415147999857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323937931114912,0,0,0,0,0,0,0.11360192063163,0.0345662020658977,-0.097419228929197,0,0,0,0,0.00524661192066335,8.67361737988404e-19,0,0,0,0,0,0
