,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600703.SH,X600741.SH,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600809.SH,X002008.SZ,X000100.SZ,X600487.SH,X600498.SH,X002007.SZ,X000661.SZ,X000625.SZ,X300146.SZ,X300142.SZ,X002179.SZ,X600867.SH,X000596.SZ,X000157.SZ,X600566.SH,X600177.SH,X002456.SZ,X600066.SH,X600089.SH,X002506.SZ,X002180.SZ,X600522.SH,X600372.SH,X002294.SZ,X002241.SZ,X300136.SZ,X000977.SZ,X600699.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.617584037682102,0,0,0,0,0,0,0,0,0,0,0,0,-0.00833959607427073,-0.0285268505994281,0,0,0,0,0.0643881330554355,0,0,0,0,0,0,0,0,0.264897812427396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637401095034643,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0347664943851947,0,0,0,0.193452511179103,0,0,0.0879217238536382,0,0.271134196914693,0,0,0,0,0.114906732073483,0,0,0,0,0,0,0,0,0,0.0281540468276438,0,0,0,0,0,0,0,0,0,0,0,0.00778448235438523,0,0,0,0.00340706390036645,2.16840434497101e-19,0,0,0,0,0,0
X002415.SZ,0,0.0266776171089034,0,0,0,0,0,0,0,0.0532492436372131,0,0,0,0,0,0,0,0,0,0.687233072122219,0,0,0.129222852005049,0.0625346041731676,0,0,0,0,0.0507334040718199,0,-0.0655203093002755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113963334731919,0,0,0,0,0,0,0
X000651.SZ,0.199406498784356,0,0.00881087541573432,0,0,0,0.153311320607054,0,0.163069428020825,0,0,0,0,0,0,0.0648834250031533,0,0,0,6.93889390390723e-18,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0910717662119518,0,0,0,0,0,0,0.065235000892801,0,0,0,0,0,0,0,0,0.414493838172021,0,0,0.023184838042688,0,0,0,0,0,0,0,0,0,0,0.0481314609988051,0,0,0.0546308820041807,0,0,0,0,0,0,0,0,0.0174064163480111,0,0,0.00860334621687147,0,0,0,0.00161758905568157,0,0,0,0,0,0,0
X000858.SZ,0.298005043343036,0.081892492580777,0,0,0,0,0.260042019757909,0,0.0401348440577508,0,0,0,0,0.0120029415006273,0,0.0115880796963195,0,0,0,0,0,0.126102446015404,0,0,0,0,0,0,0,0,0,0,0,0.0144432033839643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205971992101477,0.0209421899698897,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.258484175842619,0,0,0,0,0,0,0,0,0,0.359700483000547,0,0,0,0,0,0,0,0.0859149624246142,0,0,0,0.322725013822602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434248721152563,0.00998315730921407,0.0223657290656903,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0709388094815351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176423998302345,0,0,0,0.074837427009534,0,0,0,0,0,0,0,0,0.268204726496736,0,0,0,0.116378284213058,0,0,0,1.38777878078145e-17,0,0,0,0,0,-0.0250240179409207,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.132237731384446,0.126994928244502,0,0,0,0,0.00647075598523396,0,0,0,0,0,0,0,1.73472347597681e-18,0,3.46944695195361e-18,0,0,0,0,0,0,0.0561760816511543,0,0,0,0,0,0,0,0,0,0.118430376653313,0,0,0,0,0,0,0,0,0.3144693940799,0,0,0,-0.00685484792961073,-0.0374598260944071,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250927919914764,0.605019329024319,0,0,0,0,0.0439713553262414,0,0,0,0,0,0,0.148607263725778,0,0,0,0,0.0382919859266771,0,0,0,0,0,0,0,0,-0.0112909818308226,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035893336921033,0.0922878206822354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153483946349654,0,0,0,0,0,0,0,0,0,0.0994422059352626,0,0,0,0,0,0,0,-0.0273773474592553,0,0,0,0,0,0,0
X000568.SZ,0.184271014358723,0,0,0,0,0,0.231200888471783,0,0.0909993787140848,0,0,0,0,0,0,0,0,0,0.0802991667073545,0.0396523238297378,0,0.0667224008784262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339637555806515,0,0,0,0,-0.0326171399955476,0.0516028641897943,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.122378103610665,0.0114499442196896,0,0,0.011166319479418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164009247405457,0,0,0,0,0,0,0,0,0.0852672286297245,0,0,0,0,0,0,0,0,0,0.0468108677067306,0,0.0328798984266693,0,-0.0107687061853991,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0411986497488063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171321592434881,0,0,0,0,0,0,0,0,0,0.744856884301803,0,0,0,0,0,0,0,0,0.072318131824284,0,0,0.0683942331540519,0,-0.0208294106296735,0.103786160201323,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101628552330765,0,0,0,0,0.200641482281637,8.67361737988404e-19,0.0329343364808126,0,0,0.123064854355629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700541540605182,0,0.0736495839379139,0,0,-0.00908406857206316,-0.016253559779574,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100785871476324,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988814613109173,0.0521154509761092,0,0,0,-0.0233190154386096,0,0,0,0,0,0,0
X601877.SH,0,0.0289355381488268,0,0,0,0,0,0,0.0756896978136677,0.00723460079369383,0,0,0,0,0.0596461565844169,0,0,0,0,0.0739237340210212,0,0,0,0.0119430144803324,0,0,0,0,0,0,0.0286949339203854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354883380693787,0,0.152948268344526,0,1.35525271560688e-20,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.0204849393511724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869441113022657,0,0,0,0,0,0.117859027761307,0.605343513353975,0,0,0,0,0,0,0,0,0,0,0,0.0883245738832852,0,0,0,0.437942573710085,0,0,0,-0.00516211190495977,-0.00882464561256516,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.253358129871584,0,0,0,0,0,0,0,0,0,0,0,-0.189187622207274,0,0,0,0,0,0,0,0,0,0.290405864660274,0,0,0,0,0,0,0,0,0.616524596662932,0,0,0,0,-0.0244591267535565,0,0,0,0.0852547836095803,0,0,0,0,0,0,0.0219357044038033,0,0,0,0,0,0,0
X002236.SZ,0,0,0.714472978749645,0,0.183319798705798,0,0.0341388119900371,0,0,0,0,0,0,0,0.0358882808995796,0,0,0,0,0,0,0,0,0,0,0,0,0.0892258347287014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111128185177255,0,0,0,0.0119702138843214,0.00446221286459461,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.182022336102848,0,0,0.0752625705203944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218763807905846,0.0170686986582986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228015783810211,0,0,0,-0.0249603066922568,-0.0291315542065863,0,0,0,0,0,0
X600809.SH,0.349762568101057,0,0,0,0,0.213073355377747,0.259250892118319,0,0,0.113508500915522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537718390477821,0,0,0,0,0,0,-0.0212922436030601,0,0,0,0,0,0,0
