,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X300124.SZ,X600104.SH,X000063.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002371.SZ,X002129.SZ,X000596.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X000661.SZ,X002180.SZ,X300142.SZ,X600702.SH,X601877.SH,X002236.SZ,X000157.SZ,X600584.SH,X600741.SH,X600522.SH,X600460.SH,X000733.SZ,X002074.SZ,X000977.SZ,X000066.SZ,X300003.SZ,X000799.SZ,X600183.SH,X002007.SZ,X002294.SZ,X002414.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.128686833825923,0.0933086751031558,0,0.15013411754246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579302032522222,0,0,0,0,0,0,-0.0133489227093037,0.0357137950173422,0,0,0,0,0,0
X000858.SZ,0,0,0.0470380914233629,0.117983673021922,0.163497936512027,0,0.364644318519969,0,0,0,0,0,0,0,0.0827448416144681,0,0,0,0.0424448314486305,0,0,0,0,0,0,0,0,0,0,0,0.0296323620089781,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0431183945910019,-0.0524007149358927,0,0,0,0,0,0,0,-0.0155613050077007,0,0,0,0,0,0,0
X002415.SZ,0,0.0103104364946548,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0867143969693356,0,0,0.13059394071451,0,0,0,0.125320210004939,0,0,0,0,-0.0319481203021433,0,0,0,0,0.328688420600403,0,0,0,-0.202457863387767,0,0,0,0.111360199637035,0,0,0,0,0,0,0,0,0,0.0379974818353083,-0.0394941308481379,0,0,0,0,0,0
X000568.SZ,0.140255114903724,0.281196862529473,0,0,0,0,0.35911158040375,0.284092455662046,0,0,0,0.00249890247302168,0,0,0,0,0.0500584267188381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0816436816366731,0,0,0,0,-0.0704703235979272,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00834664375615763,0,0,0,0,0,0,0
X600809.SH,0,0,0.10955154284213,0.0860842270770393,0,0,0.222861880886681,0.191980292117111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454294556510026,0,0,0,0,0,0,0,-0.0535678472462173,0,-0.036682414634345,0,0,-0.0159660348660871,0,0.258998043768911,-0.0148527787572556,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.132337889453328,0,0,0,0,0,0,0,0,0,0,0,0,0.0325806302646838,0,0,0,0,0,0,0,0.220374408616099,0,0,0,0,0,0,0,0.109190315968047,0.0671656860952032,0,0.0276596004446431,0,0.00224101016947175,0,0,0,0,0,0,0,0.129775995430099,0,0,0,0.0437769236726026,0,0,0,-0.010852407493344,0,0,0,0,0,0,0
X002304.SZ,0,0.403090333024387,0,0.345299827713892,0.0209697418811526,0,0,0,0,0,0,0,-0.0350892700657976,0,0,0,0,0,0.166029109100256,0,0,0,0,0,0,0,0,-0.0259713838203351,0.0307614124025624,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059970874388254,-0.0180345370281271,0.00640190345559074,0,0,-0.0481623330768439,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,4.33680868994202e-19,0,0.0819544172813518,0,0,0,0,0.105451058553221,0,0.0531876101656007,0,0,0,0.144125642301317,0,0,-0.0527824277237785,0,0,0.0444287964271749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166407784685125,0,0,0,0,0.00119024050324458,0,0,0,0,0,0,0,0,0,0.0125924803221531,0,0,0,0,0,0,0
X000651.SZ,0,0.162387028308997,0,0,0,0,0,0.233485723793921,0,0,0,0,0,0,0,0,0,0,0,-0.0512301936022246,0.097064350392598,0.0765374930306414,0,0,0,0,0,0,0,0,0.0120129489716351,0,0,0,0,0.0265141661876226,0,0,0,0,0,0.00761695633145584,0,0,0,0,0,0,0,0,0,0.00250627378982523,0,0,0,0,0,0,0
X002475.SZ,0,0,0.113997759950532,0,0,0,0,0,0,0,0.0701741828644407,0,0,0,0,0,0.146413205370611,-1.38777878078145e-17,0,0.100170768790357,0,0,0,0.0324904886395124,0,0,0,0.00387123532085024,0,0,0,0,0,0,0,0,0,0,0,0,0.265938917438897,0,0,0,0,0,0,0,0,0,0,-0.0219364564385351,-0.00366018772942698,0,0,0,0,0,0
X300124.SZ,0,0,-0.0566934908621895,0,0.0438346841813781,-0.0483483660168811,0,0,0,0.224745272659688,0,0,0,0,0.147422022997224,0,0,-0.125692073340132,0,0.28062511109874,0,0,0,0,0,0,-0.0904469509728111,0,0,0.188094203579875,0,0,0,0,0,0,0,0,0.0850938123413115,0,0,0.0275078349628233,0,0,0,0,0,0,0,0,0,0,-0.0128835935585418,0,0,0,0,0,0
X600104.SH,0,0,0,0.080003526644042,0,0,0,0,0.0803431073443243,0,0,0,0,0.0999967080723604,0.0168943641477488,0.0166311348870886,0,0,0,8.67361737988404e-19,0.0864617381635019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418818323837686,0,0.164845743091192,0,0,0,0,0,0,0,0,0,0,-0.0985937292698455,0,0,0,0.0467896665119393,-0.0289135475662754,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554793622686035,0,0.0528294467404639,0,0,0,0,0,0,0,0,0,0,0.0565789881727652,0,0,0,0.392617402695584,0,0,0,0,0,0,0,0,0,0,0,0.15841135720269,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0997026790659856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714336099749357,0,0.0297179292798436,0.120114852348852,0,0,0,0,0,0.072246814645854,0.0519818137874131,0.0252073043503864,0.111044668414546,0,0,0,0,0,0.0485298624350265,0,0,0,0,0.0615277470211248,0,0,0,0,-0.0177904833230164,0.0243752818373034,0,0,0,0,0,0
X600031.SH,0,0.279808210050628,0,0,0.067489307508824,0,0,0.0823523027781,0,0,0.120990459742392,0,0,0,0,0,0,0,0,0,0,0.202954414226582,0,-0.0743449753981133,0,0,0,0,0,0.0232645887878818,0,0,0,0,0.285136340468866,0,0,0,0,0,0,0.0666852708969671,0,0,0,0,0,0,0,0,0,-0.02069472376929,0,0,0,0,0,0,0
X003816.SZ,0,0,0.0213569547885013,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.00194544208074288,-0.0349917549123605,0,0,0,0.0149386130900402,0,0.211672652495934,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00734776683843448,-0.0252439040355085,0,3.3881317890172e-21,0,0,0,0.0672056238664498,0,0,0,0,0,0,0,0,0,0.00179501670220471,0.0130884226474089,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0.0306808279368004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257320110297216,0,0,0,0,0,0.0970867426201893,0,0,0,0,0,0.0178325455601914,0,0,0.09279056585073,0,0,0.0252462435227966,0.0332421828002957,0,0,0.226126855788043,0,0,0,0,0,-0.00740035541667835,0.0142624018713015,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0745849745848061,0,0,0,0.124820478763159,0,0,0.0611993678072787,0,0,0,0,0,0,0,0,0,0,0,0,0.127654926078991,0,0,0,0,0.194674621970261,0,0,0.0797390116415269,0,0,0,0,0,0,-0.0254693009379116,0,0,0,0.0399492305802208,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.225598883446713,0,0.173610581577431,0,0,0,0,0,0.0196025855630316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317527268957442,0.146176997551212,0,0,0,0,0,0,0,0,0,0,0,0,0.0811529185973504,0,0,0.0967593567660701,0,0,0,0,0,0,0.0193846591341717,-0.0346328502117794,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.0143973593722094,0,0.123160807129474,0,0,0,0,0,0,0,0,0,0,0,-0.0738329347776784,0,0,0,0,0,0,0,0,0,0,0,0,-0.251025368421379,-0.191398895040883,0,0,0,0,0,0,0.114034420208287,0,0,0,0,0,0,0,0,0.0249120529396095,0.0261011616741155,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110372296222594,0,0,0,0,0,0,0,0,0,-0.108614333039147,0,0,0,0,0,0,0.63163122734534,0,0.0606732986348793,0,0.121331268439837,0,0,-0.138195948733784,0,0.183349269169328,0,0,0,0,0,0.0330718715570352,-0.0101427308533294,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0724887228273839,0,0,0,0,0,0,0,0,-0.00383306919218741,0,0,0,0,0,0,0,0,0,0.0330281468482841,0,0,0,-0.0316695253914974,0,-0.0205101563992265,0.247759534973853,0,0,0,0,0,0,0.0698646256222859,0,0,0,0,0,0,0,0.0408729099626418,-0.202732739667778,0.0239441700061857,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0716234516353441,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0191411529489498,0,0,0,0,0,0,0,0,0,0,0.423971235191451,0,0,0,0.0994587941348039,0,0,0,0,0,0,0,0,0.00438901098582281,0.0226661200766002,0,0,0,0,0,0
X002049.SZ,0,0,0.135284845633167,0,0,0,0,0,0,0,0,0,0,0,-0.142674253905468,0,0.0781102485531087,0,-0.00920906353694446,0,0,0,0,0,0,0,0,0.236148092450753,0,0,0,0,0,0.0780321118201385,0,0,0,0,0,0.128508844796888,0,0,0.0214224741216816,0.251480145105301,0,0,0,0,0,0,0,-0.0221220422906389,0,0,0,0,0,0,0
X002179.SZ,0,0,0.0154517180893192,0,0,0,0,0,0,0,0,0,0.0346493234716332,0,0,0,0,0.016246271833659,0,0.0289749539781053,0.189621535234376,0,0,0.0294369067625818,0,0.209201284267818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103453544751592,0.0466758799771314,0,0,0,0,0,0.0264913323315973,0,0,0,-0.0219059310824829,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058141778197847,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0295311853311364,0,0.0712492051015117,0.0530450654137829,0,0.168493516427369,0,0,0.00619248423962172,0.00200748391400987,0,0,0,0,0,0,0,0.0727751188651828,0,0.0427762490128525,-0.0072220833469738,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.00274842186910213,0,0,0.124089446875921,0,0,0,0,0.0209998025125325,0,0,0,0,0,0,0,0,0,0.0142258561184927,0,0,0,0,0,0,0,0,0,0.0107241752267801,0,0,0,0.0432519049874312,0,0,0,0.0179934633628809,0,0,0,0,0,1.0842021724855e-19,0.0405106238990061,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048481856388091,0,0,0.107483500173438,0,0,0,0.0677590335157351,0,0,0,0,0,0,0,0.0869433706853121,0,0,0.266096775342828,0,0,0,0.177066285931212,0,0,0.0777471559401421,0,0,0,0,0,0,0,0,-0.0216258341845499,0,0,0,0,0,0,0
X000661.SZ,0,0,-0.0756574931022027,0,0,0.253251640671842,0,0,0,0,0,0,0,0,0,0,0,0,0.293985831489669,0,0,0,0,0,0,0,0,0,0,0,0,0.165959206620444,0,0,0,8.67361737988404e-19,0,0,0,0.0578662839642681,0,0,0,0.00450128405560421,0,0,0.0612471321125792,0.0250683025417076,0,0,0,0.0159415586339928,0,0,0,0,0,0,0
X002180.SZ,0,0,0.133190780622478,0,0,0,0,0,0,0,0,0,0.0307674289766546,0,0,0,0.035167953445759,0.067645576465854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236055248368682,0,0.010478334864807,0,0,0,0,0,0.0876985700026627,0,0,0,0.0535909524310005,0,0,0,-0.0244339002212834,-0.046285185513715,0,0,0,0,0,0
X300142.SZ,0,0.0160777012146875,0.116495236768392,0,0,0.181499228269637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222355158705175,0,0,0,-0.036003394376953,0,0,0,0,0,0.00686383029440383,0,0,0,0,0.102082049083012,0.0848415013491787,-0.0958715270033803,-0.0941587760431898,0,0,0,0,0.193422059580891,0,0,0,0,0,0.0361653353489531,0,0,0,0,0,0
X600702.SH,0,0,0,0,0,0.117978030508188,0.282244186144049,0,0,0,0,0,0,0,0.0487687388197738,0,0,0,0,0,0.0136582001962923,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449864169297657,0,0,0,0,0,0,0,0,0,0,0.315443883364334,0,0,0,0,0,-0.0263040134951343,0.00603966068678622,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0526325741853368,0,0,0,0,0,0,0.041980050655295,0,0,0,-0.0458787831873003,0,0,0,0,0.111468287732316,0,0.04460511829018,0,0,0.0679101483430351,0,0,0,0.117555012887425,0,0,0.0370455488163665,0,0,0,0,0,0.0462584346794563,-0.0478291342815698,0,0,0,0,0,0,0.00909961632673184,0,0,0,0,0,0,0
