,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X002304.SZ,X600031.SH,X600690.SH,X300014.SZ,X600104.SH,X300124.SZ,X000725.SZ,X600703.SH,X002371.SZ,X000063.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000100.SZ,X002179.SZ,X000596.SZ,X600460.SH,X002074.SZ,X000157.SZ,X002414.SZ,X600584.SH,X600741.SH,X000799.SZ,X002007.SZ,X600183.SH,X600702.SH,X002236.SZ,X601799.SH,X600089.SH,X000800.SZ,X000066.SZ,X600779.SH,X300146.SZ,X600884.SH,X000977.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0877287201258372,0,0,0,0,0.0791816867610199,0.164352439820224,0.0530465863813581,0.0319148842543164,0.12185885561909,0,0,0,0,0,0,0,0,0.0155200786340355,0,0,0,0,0,0,0,0,0,0,0,0.0133927138959607,0,0,0,0,0,0,0,0.0534536473957691,0,0,0,0,0,0.0456649088931506,0,0,0,0,0,0.016729293511612,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0722964922002625,0,0,0.311942459677542,0,0.0141192287540638,0,0.0456809041230744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148501003295836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197100049996082,0,0,0,0,0,0.158477220175236,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.144352761068419,0,0,0.182041008032197,0,0,0,0,0,0,0.0689147430639244,0,0.0122365050673141,0,0.0778522112721755,0,0,0,0.0205801444338035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815149283855245,0,0,0,0,0,0,0,0,0
X600809.SH,0.0513555385074316,0.0336235091606098,0,0,0,0,0,0.257854130804946,0.0484142266545534,0,0,-0.0815497867828414,0,0.0875242419690037,0,0,0,0,0,-0.0878079908137282,0,0,0,0,0,0.0427136132232188,0,0,0,0,0,0,0,0,-0.0346815568159121,0,0.414171712797526,0,0,0,0,0,0,0,0,0.0947949788474428,0,0,0,0.0802200981118027,0,0,0.00549253830496955,0,0,0,0,0,0
X600276.SH,0,0.0901006976783287,0,0,0,0,-0.0120563023894279,0,0,0.113279200644015,0,0,0,0.036658160270944,0,0,0,0,0,0,0,0,0,0,0,0.126981458959012,0,0,0,0,0,0,0,0,0,0,0.00105760292480682,0,-0.146861202966279,0.0701217108972337,0,0,0,0,0,0,0,0.144782372445705,0,0,0,0.0620460293671492,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.00571451568028543,0,0,0,0,0,0,0,0,0,0,0.11071355867013,0,0,0.011715927720796,0,-0.0590888142634997,0,0,0.0110832333556067,0,0,0,-0.0280208326734628,-0.0245737310050513,0,0,0,0,0.196757644944029,0,0,0,0.0548732145239315,0,-0.0468411659498864,0,0,-0.0555849000030435,0,0,0,0,0,0,0,0.0662192830549754,0,0,0,-0.0430448993329762,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0367087840853617,0.0521710408509873,0,0.154404086527178,0,0,0,0,0,0,0,0.178728837982016,0,0,0.0929629489450229,0,0,0,0.0644526315729486,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665121894172911,0,0,0,0,0,0,0.0656624677653764,0,0,-0.0158278540101228,0,0,0,0,0,0
X000568.SZ,0,0.239286318686849,0,0.183803065885275,0,0,0,0,0.0813152533935773,0,0,0,0,0,0,0,-0.0950953662536083,0,0,0,0,0,0,0,0,0,0,0,0,0.189301733813425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322538288169042,0,0,0,0.0130587886040757,0,0,0.0566848473267748,0,0,0,0,0,0
X002304.SZ,0,0,0,0.165152131524932,0,0,0,0.125226380317155,0,0,0,0,0,0,0,0.126888662369578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133689218486666,0,0,0,0,0,0.119978896667861,0,0,0,0,0,0,0.0960106101622133,0.059506368639537,0,0,0.211643066385908,0,0,-0.0373916993192606,0,0,0,0,0,0,0
X600031.SH,0,0.0636706880732276,0,0,0,0,0,0,0,0,0.0433187041390316,0.0455275780758156,0,0.0603180839939002,0,0.198174988406498,-0.00470497235324454,0,0,0,0,0.0294838512996576,0,0,0,0,0,0,0,0,-0.114774752667024,0,0.079599691335185,0.0196395312011736,0,0,0,0,0,0.0266332761715494,0,0.0354158219971186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0714840814618698,0,0.228873675012163,0,0,0,0,0.14813667803088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128948328614902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864890530460489,0,0,0,0.0434990149306464,0,-0.0056787545563962,0,0,0,0,0,0,0
X300014.SZ,0,0,0.309105538790178,0,0.103533242283019,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0860307270223335,0,0.0409731682626634,0.103166946931737,0,0,0.0524166379630523,0.123905639864551,0.108166206172857,0,0,0,0.046223906918053,0,0,0,0,0,0.218658494286816,0,0,-0.0546541236909187,0,0,0,-0.13452474998827,-0.0983940566686279,0,0,0.122842327217965,0,0,0,0,0.165594853699437,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.210899762961406,0,0,0,0,0,0,0.00627698746815284,0,0,0,0.0921562608018417,0,0.0548167460151747,0,0,0,0,0,0,0,0,0,0,0.0141825348262444,0,0.113335699062662,0.0166569803425971,0,0,0,0,0,0,0,0,0,0,0.0492307342896319,0,-0.0755125620322988,0,0.0483235507613957,0,0,0,0,-0.0109686540022548,0,0
X300124.SZ,0,0,0,0,0.170552892382824,0,0,0,0,0,0,0.194143142028741,0,0,0,0.144837448767529,0.0285854844176631,0,0,0,0.0201335721213057,0,-0.0259507761727158,0,0,0,0.0382643059993003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132244333841731,-0.00733300891851007,0,0,0,0,0,0,0,0,0.0187137023658097,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106716104149876,0,0,0.00300297247395818,0,0.504315673856376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147908437262031,0,0,0,0,-0.0361475377971972,0,0,0.0214286484647991,0,0,0,0,0,0,0
