,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600703.SH,X600690.SH,X002241.SZ,X300014.SZ,X300142.SZ,X002007.SZ,X000596.SZ,X002371.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X002049.SZ,X002129.SZ,X000157.SZ,X600741.SH,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X601877.SH,X002236.SZ,X000977.SZ,X000625.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X002185.SZ,X600118.SH,X002463.SZ,X601799.SH,X002180.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.216386870108015,0,0,0,0,0,0.065319190156208,0,0,0,0.0523148188374318,0,0,0,0,0,0,0,0,0.0322589505176285,0,0,0,0,0,0,0.0652234922085077,0,0,0,0.0100812593164251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214922729906711,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0526281584719883,0,0,0,0.0991303417330443,0,0,0,0.182988142154378,0,0,0.291728987901904,0,0,0,0.00591348412924871,0,0.0942053033261459,0,0.0736148284318039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106956001803052,0,0,0,0,0,0,0,0,0,0.00249467868423167,0,0,0.00501592142082531,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0632010581922655,0.225737568550826,0,0,0,0,0,0.147833432555597,0,0,0,0,0,0,0,0,0.00941006374990146,0,0,0.176541060103258,0.012649102623223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216631326279847,0,-0.00245563006498428,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340535033119946,0,0,0,0.297688825472631,0,0,0,0.0483902966801068,0,0,0,0,0.0242530610277442,0,0,0,0,0,0,0.0900894637772884,0,0,0,0,0.0431570436142123,0.0149178656109428,0,0,0,0.0851635147914862,0,0,0,0,0,0,-0.00456084622929876,-0.01753283700943,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00161185508667201,0,0,4.33680868994202e-19,0.0498208612162268,0,0,0,0,0.0611857007068042,0.13877382921097,0,0,0.0454539076947843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647150517900533,0,0,0,0.00286522950272042,0,0,0,0,0,0,0,0.00446529698112882,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.137644642789638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432011935673634,0,0,0.0871425916872945,0,0,0,0,0,0.257638353132803,0.044368214647872,0,0,0,0,0,0,0,0,0,0,0.036298193741421,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138772683071797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104319403752062,0,0,0,0.132702854199958,0,0.087967850980223,0.0312755942347244,0,0,0.0270865627559812,0.0798600371108387,0.0355184166094771,0,0,0,0,0,-0.00132482004498774,-0.00617396697103102,0,0,0,0,0,0,0
X002304.SZ,0,0.178855492198082,0,0,0,0,0,0,0,0,0,0.427875865799042,0,0,0.0136197483380175,0,0,0,0,0,0,0,0.0868765770934412,0.062216416974501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00882324942403143,0.00214166092857597,0,0,0,0,0,0
X000661.SZ,0,0,0.0631639042481327,0.0582030257307434,0,0,0,0,0,0,0,0,-0.103618351237533,0,0.10556566053281,0,0,0,0,0,0,0.0478870535687112,0,0.040818123179796,0,0,0.176041666367566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760698986746515,0,0,0,0,0.0978998134075722,0,0.000600759087449309,0,0.0237749517966084,-0.0300967986222032,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0796034160898103,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.36288296973298,0,0,0,0,0,0,0,0,0,0,0.0741628167185006,0.0221289715201316,0,0.209200475518658,0,-0.0623150822698293,0,0,0,0,0,0,0,0,0.0582127371575613,0,0,0,0,0,0.192241806434889,0,0,0,0,0.00021752656392076,-0.0230498166693953,0,0,0,0,0,0
