,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X000338.SZ,X002304.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X000157.SZ,X300014.SZ,X600089.SH,X002179.SZ,X002236.SZ,X002463.SZ,X600703.SH,X600741.SH,X600372.SH,X000977.SZ,X600066.SH,X002028.SZ,X002241.SZ,X002049.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X002129.SZ,X601877.SH,X000800.SZ,X600566.SH,X600183.SH,X601799.SH,X002223.SZ,X600060.SH,X600177.SH,X600418.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0780546660100399,0,0.120864364163177,0.00777084760359026,0,0.120635536696584,0,0,0,0,0.00991062669377443,0,0,0,0,0,0,0.0497973697204858,0,0,0,0.0557252220044289,0,0,0,0,0,0,0,-0.0589071739161025,0,0,0,0,0,0,0.0554542837555734,0,0,0,0,0,0.00337126434548767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.278271845721201,0,0,0,0,0,0,0,0,0,0,0,0.0760043400750332,0,0,0,0.0452763208300561,0,0,0,0,0,0,0,0,0,0,0,0.0485263167742937,0,0,0.0664008312276575,0,0.0465790611154062,0,0,0,0.029309810879953,0,0,0,0,0,0,0,-0.0445726881778118,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.097369914930955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563301224112732,0,0,0,0,0.118848033272754,0,0,0,0,0,0,0,0,0.057560434629089,0,0,0.0907097179816053,0,0,0,0.0616264537528635,0,0,0,0,0,0,0.0151936036597885,0,0,-0.00627079019789682,0,0,0,0,0,0,0
X600809.SH,0.236036842514318,0,0,0,0,0,0.176609777218996,0,0,0,0,0,0,0,0,0,0.0992219626737791,0,0.118663777724891,0,0,0,0.109041220574789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476209976279142,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423454261063991,0,0.0242957631292736,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0810660423081932,0,0,0,0,0,0,0,0,0,0,0.0433644840619863,0,0.0299056880973858,0,0,0,0,0,0.0180107895434304,0,0,0,0,0,0,0.204663836574155,0,0.00296982379845387,0,0,0,0,0.175449781054571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0610573751085965,0,-8.67361737988404e-19,0,0,0.0224859627038595,0,0,0,0,0,0,0,0,0,0,0.00154825938866227,0.0808271334611859,-0.043263538748227,-0.0535984123409434,0,0,0,0,0,0,0,0,0.139151405664789,0,0,0,0,0,0,0,0.0181083342437124,0,0,0.045550986232745,0,-1.0842021724855e-19,0,0,0,0,-0.0536024910490975,0,0,0,0,0
X000568.SZ,0,1.00378212642819,0,0,0,0,0,0,0,-0.0155973340313982,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0157143347882052,0,0,-0.125085057626599,0,0,0.0132605272510498,0,0,0,0,0,0,0,0,0,0.114058751922802,0,0,0,0,0,0,0,0,0,0,0,0.0119286917479119,0.01925664833382,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.133281544716966,0.133162984927332,0,0,0.0448612753916834,0,0,-0.0187720674187672,0.216010807881436,0,0,0.0355939869273382,0,0,0,0,0.115587100113254,0,0,0.0631667174436594,0,0,0,0,0,0,0,0,0,0,0,0.140684631938042,-0.0189045738508122,0,0,0,0,0,0,0.0670767971408683,0,0,0,0,-0.13411725367849,0,0,0.0164436510770901,0.00133374031226002,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0728141424837498,0,0,-0.19230468761733,0,0,0,0,0,0,0,0,0,0,0.14302506326215,0,0,0,0.0430200878740222,0.0407420495759309,0.0600668744530062,0,-0.0619229220475361,0,0,0,0,0,0,0,0,0,0.0694879157133469,-0.0273546113117272,0,0,0,0,0,0.351095399108921,0,0,0,0.117563389712877,0,0,0,0,-0.0208622155071598,-0.0890455730212617,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342167731033309,0,0,0,0,0,-0.0306367912456764,-0.0357134730326987,0,0.36082168233136,0,0,0,0.046359473927886,0,0,0,0,0,0.14219569706332,0.0865617639330758,0,0,0,0,0,0,0,0,-0.136264260530423,0,0,0,0,0
