,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X600703.SH,X000568.SZ,X000338.SZ,X000661.SZ,X000100.SZ,X600741.SH,X002241.SZ,X002371.SZ,X600809.SH,X300014.SZ,X600183.SH,X000596.SZ,X300003.SZ,X002236.SZ,X000977.SZ,X601877.SH,X002456.SZ,X002007.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X600584.SH,X300136.SZ,X002180.SZ,X000157.SZ,X002463.SZ,X000066.SZ,X002414.SZ,X300142.SZ,X002179.SZ,X600271.SH,X600118.SH,X002008.SZ,X002185.SZ,X600699.SH,X002049.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19232724434187,0,0,0,0,0,0,0,0,-0.0843936527614913,0.17584657613576,0.032037194524932,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650387594285695,0,-0.00598693473421752,0.120379997285475,0,0,0,0,0,0.032302300879002,0,0,0,0,-0.0187201616535005,0,0,0,-0.0644029126152051,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0139555742223108,0.0353781866959403,0,0.642709404488529,0.0298165811295983,0,0,0,0,0,0,0.0561863091823286,0,0.00257762256556095,0,0,0,0,0,0,0,0,0.0272977873962869,0,0,0,0,0,0.0248103926927069,0,0.0365807034392766,0,0,0,0,0,0,0,0,0,-0.00238198359086151,0,0,0,0,0.00649904402414266,0,0
X600276.SH,0.237507560026033,0,0,0,0,0,0.0181832958704796,0,-0.0113124654411287,0,0,0,0,0,0,0,0.116744741639376,0,0,0.0411360148107202,0,0.0745604262914049,0,0,0,0.0252224059069392,0,0,0,0,0.106181565363712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0441569440522343,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.112842939889153,0,0,0,0,0.247412602596193,0,0,0,0,0.025534564299256,0,0,0,0,0,0.0296850199726837,0,0,0,0,0,0,0,0,0,0.00737099684877533,0,0,0,0,0,0,0,0,0,0,0.0328483322021057,0,0,0,0,0,0,0,0,0.000828247082528268,0,0
X002415.SZ,0,0.0397917463861382,0,0,0,0,0.0789620863360809,0,0,0,0,0,0,0,0.0638479158977995,0,0,0,0,0.0386433404746668,0,0,0,0,0,0,0.362467489980851,0,0,0,0,0,0,0.145442595211822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111585325715053,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.182012012252104,0,0,0,8.67361737988404e-19,0.0529113414670565,0,0,0,0,0,0.0133381834434307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353647785434409,0.168330452185783,0,-0.0180143909939273,0,0,0,0,0,0,0,0,0,0,0.0218181443838656,0,0,0.00354450670556204,0,0.0684272014554786,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.105845707247589,0,0,0,0,0,0,0,0.0584713734484919,0,0,0.252906874560575,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028763883690467,0,0,0,0,0,0,0,0,0,0.263086705035101,0.0607363996609228,0,0,0,0,0,-0.00659200948064446,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812268815019606,0,0,0,0,0,0,0,0,0.134438511559803,0,0,0,0,0,0,0,0,0.0725851620107385,0,0.135351001967427,0.0179663610849417,0,0,0,0,0,0,0,0,0,0,0,0.172686547446406,0.0937294988152094,0,0,0,-0.0184020183268743,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.112972492262799,0,0,0,0.0603084954878146,0,0,0,0.442598471998164,0,0,0,0,0.0448454772732351,0.00674054502932095,0,0,0,0,0,0,0,0,0,0,0,0.131233850879661,0.00950900136961734,0,0,0,0,0.0276143244680387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195149180681381,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0225087311629873,0,0,0,0,0,0.140320656511902,0,0,0,0,0,0.00560783541203121,0,0,0.095190774059027,0.0779114450578937,0,0,0,0.0487754546169962,-1.73472347597681e-18,0,0,0,0,0,0.0751879525290532,0,0,0,0.0636168043155061,-0.0349637245851076,0,0,0,0,0,5.42101086242752e-20,0,0,0.0146981128493146,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0.168557360086622,0,0.0547003715260523,0,0.134063435888712,0,0,0,0,0,0,0,0,0.306326445994346,0,0,0.0161612895312926,0,0,0,0,0,0,0.079943328904989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250856804554924,0,0,0,0,0,0,0,-0.00677214886494917,0,0,0,0.0261162128171046,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.194881580153479,0,0,0,0,0.0566751932238483,0,0,0,0.0690256527798689,0,0,0,0,0.0971574890413187,0,0,0,0,0,0,0,0,0,0.0126789467559509,0,0,0.377737508567832,0,0.0499523848135856,0,0,0,0.0114339199361571,0,0,0,0,0,0,0,0,0.00553694870223996,0,0,0,0,0,0
X600690.SH,0,0,0,0.0534553828625688,0,0,0,-0.0364152081561379,0,0.155940833090355,0,0.0778364425757257,0,0,0,0,0,0,0,0,0,0,0.132164816692959,0,0.0243441254768619,0,0,0,0,0,0,0,0,0,0,0,0,0.263295569766204,0,0.0220795205500803,-0.0558539084665331,0,0,0,0,0,0,0,0,0,0,0,-0.0024361046113607,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658096006013858,0,0.180927181697279,0.0407299046017794,0,0.0360308048831857,0.0576432316174584,0,0,0,0,0,0.105726801536437,0,0,0,0,0.365516291303052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00625191651492483,0,0,0,0,0,0
X000568.SZ,0,0.462911877870817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216085461726993,0.309772410182701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0824795770480208,0,0,0,0,0,0,0,0,0,0,0.0665886780472022,0.00763972287273357,-0.0117965124025513,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0560631578829109,0.196943819933231,0,0,0.0259142501778573,0,0,0,0,0,0.0783116420330924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965143457652544,0.0809112680487474,0,0,0,0,0,0,0,0,0,0,0.00903552189448584,0,0,0,0,0,0,0,0.0760123381910478,0,0
X000661.SZ,0,0,0,0,0,0,0.0610284376766408,0,0,0,0,0,0,0,0.0468636218805061,0,0,0,0,0.0198953703205789,0,0.272283029683625,0,0,0.12467802491579,0,0,0,0,0.0242930171103417,0,0.026706684696073,0,0.112232134663006,0,0,0,0,0,0,0,0,0,0,0.123260894049771,0,0,0,0,0,0,0,0.0137569733095266,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.48652317239798,0,0,0,0,0,0,0,0,0,0,0.0841392787810619,0.121218581405539,0,0.0103083769153578,0,0,0,0,0,0,0,0,0.0877473166584461,0,0,0,0,0,0,0,0,0,0,0,0,0.142187767791847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.224271359676603,0.0819114865081095,0.0813233754661581,0,0,0,0,0.00442591265652736,0,0,0,0,0,0,-0.0284892135287601,0,0,0,0,0,0,-0.0962626325042765,0,0,-0.0574806402946056,0,0,0.245852132259027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0202675350783177,0,0,0,0.0249539027943878,0,0
X002241.SZ,0,0,0,0,0,0,0.473031098536659,0,0,0,0,0,0,0.217860738810453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113070965432166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000113025479924942,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183770099462754,0,0,0,0,0,0,0,0,0,0.059690007302026,0,0,0,0.0179784266436109,0,0,0,0.250902173235663,0,0,0,0.0753125145970476,0.0200449699819889,0,0,0,0.0268745012319583,0,0,0,0,0,0,0,0.204856343793445,0,0,-0.0346983102509826,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546928746724589,0,0.0485944589629305,0,0,0,0,0,0,0,0.126646091178939,0,0,0,0,0.0463643113569726,0,0,0,0,0,0,0.0720910288564786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178203365781343,0.0133298915336523,-0.00964012130280339,0,0,0,0,0,0
