,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X002292.SZ,X000157.SZ,X600372.SH,X000338.SZ,X600089.SH,X600741.SH,X002241.SZ,X002236.SZ,X600066.SH,X600177.SH,X002475.SZ,X601877.SH,X300124.SZ,X000559.SZ,X002129.SZ,X300003.SZ,X600582.SH,X000016.SZ,X000568.SZ,X600839.SH,X002456.SZ,X002294.SZ,X002276.SZ,X600435.SH,X000869.SZ,X000066.SZ,X000550.SZ,X000623.SZ,X002008.SZ,X002223.SZ,X000581.SZ,X600498.SH,X002007.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0592453815374877,0,0,0.0528069986295894,0.0956350531993505,0,0,0,0.10734910254222,0.115786305880015,0,0,0,0,0,0,0,0,0,0.0135272182857508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0377791785689255,0,0,0,0,0,0.00791097299436799,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0852797198909351,0.277955122327378,0,0.0414786630470192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150638139881775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105170607462132,0,0,0,0,0,0,0.0826210241154976,0,0,0,0,0,0,0.00256943784532307,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.199292056376268,0,0,0,0.235748214327306,0,0,0,0.0489839278759462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605679462334858,0,0,0,0,0,0,0,0,0,0,0,0.125620934528411,0,0,0,-0.00051621717464523,-4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197163322017376,0,0.104833742172061,0,0,0,0,0,0,0,0.0644459349905527,0,0,0,0.0771971908332424,0,0,0,0,0.434552456490165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199044076208851,0.0106300179471114,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0281980952608863,0,0,0,0,0,0,0.0342119212381138,0,0,0,0,0.0504941783560617,0,0,0.117507250427443,0,0,0,0,0.126023230707063,0,0,0,0,0,0.129295501921013,0,0,0,0,0,0,0,0,0.0675772424369491,0.0436976648650961,0,0.0204081345765577,0,0,0,0.140025164541292,0,0,0,0,0,-0.0224968149137801,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.22510291290778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102012875152553,0,0,0,0,0,0.0833366199761708,0,0.0399644253353564,0,0,0,0,0,0,0.027564055211582,0,0,0,0,0,0,0,0.109448502319789,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.223694801722915,0,0,0.0685382208923408,0,0,0,0,0,0,0.00886869824048544,0,0,0,0.227566471893456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463994365898737,0,0,0,0,0,0.0244352661917674,0,0,0,0,0,0,0,0,0,0,-0.0081135522484835,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.00312422619506937,0,0,0.0491809989721685,0,0.0411571441956672,0,0,0,0.1379138624111,0,0,0,0,0,0.0671674578030831,0.0360271914340788,0,0.120835389459961,0,0,0,0.111767304551169,0,0,0,0,0,0,0,0,0.135466632786296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179548457129838,-0.00257239774121635,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111499662059852,0,0,0,0,0,0.135035698068772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581870505569905,0,0,0,0,0,0,0.0505783202979896,0,0,0,0,0,0,0.0292441285996332,0,0,0.0285664433316126,0,0,0,0,0,0
X600690.SH,0,0,0,0.110129968064335,0,0.0284944026238936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293215527287697,0,0,0,0,0,0,0,0,0.033559903906024,0,0,0,0,0,0.109516749400774,0,0,0,0,0,0,0,0.0964707275514679,0,0,0,0,0,0,0,0,-0.00483889738583251,0.0112291534817727,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776195689168286,0.0325378134547217,0,0,0,0,0,0.296410011647278,0,0,0,0,0.129664552105799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768677370193413,0,-0.0262875981698736,8.470329472543e-22,0,0,0,0,0,0
X600703.SH,0,0,0.275881833127842,-0.0795495065889417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018897629665576,0,0,0,0,0,0,0,0.216519478716082,0,0,0,0,0,0,0.181159134203266,0.0619303475019487,0,0,0.00625655567216474,0,0,0,0,0,0,0,0,0.0790028851609416,0,0,-0.010599220339019,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157151417419093,0,0,0.189280539027298,0,0,0,0.134099989575701,0,0,0,0.0984395969286389,0,0,0,0,0,0,0,0,0,0.065564372102071,0,0,0,0,0,0,0.184704517968364,0,0,0,0,0,0,0,0,-0.00808673519873819,8.67361737988404e-19,0,0,0,0,0,0
X600271.SH,0,0,0,0.0699800377156766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270436126836182,0,0,0,0,0,0,0,0,0,0.129131146023059,0,0,0,0,0,0,0,0,0,0,0,-0.0191084551378382,-0.0281382920750243,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169204439252722,0,0.0520576469988991,0.167123771151093,0,0,0.0950806213097046,0,0,0,0,0,0,0,0.208702273021823,0,0,0,0,0,0,0,0,0,0.0498280926624757,0,0,0,0,0,0,0,0,0,0,0,-0.0124681528386126,0,0,0,0,0,0,0
X600118.SH,0,0,0.0672918156260119,0,0,0,0,0,0,0,0,0,0,0,0.0308670653486916,0,0,0,0.410422795221525,0,0,0,0,0,0,0,0,0,0.0336345405853415,0.0250474679248134,0,0,0,0,0,0.049026938286343,0,0,0,0.284746611316352,0,0,0,0,0,0,0,0,0,0,0,0,0.0229665805788549,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147199056689117,0,0,0,0,-0.0146914903547299,0,0,0,0,0,0,0,0,0,-0.0612506907724114,0,0,0.0065461130680332,0,0,0,0,0,0.0276469394960974,0,0,0.0514037589832311,0.0153353185207093,-0.00774665350829656,0,0,0,0,0,0
X000157.SZ,0,0,0,0.104436745900496,0,0,0.160748372431011,0.0663239287134768,0,0,0,0,0,0,0.525312018670524,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256815435184039,0,0,0,0,0,0
X600372.SH,0,0,0,0,0.0752941023181476,0,0,0,0,0,0,0,0,0.0149639854411589,0,0.125913546539031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261924205464428,0,0,0,0,0,0.0131386765620895,0,0,0,0.107526709562449,0,0,0,0,0,0,0,0,0,0,0,-0.00956365593575978,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.048413390066725,0,0,0.139022911428,0,0,0,0,0,0,0,0.0394190638542667,0,0,0.28860741926169,0,0,0,0,0,0,0,0,0,0,0,0.151825582936216,0,0,0,0,0,0.0274789297497345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529661805978031,0,0,0.0122871439828999,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.0220117838490656,0,0,0.403668099702082,0,0,0,0.0314706615797733,0,0,0,0.169097101091156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554987795195582,0,0,0,0,0,0,0,0,0,0,0,-0.00927603345715943,-0.0170728854254941,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.16177784084528,0,0,0,0.131036013554783,0,0,0,0,0.133463449027527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621897862806015,0.0488274494270519,0,0,0,0,0,0,0.110348269727334,0,0,0,0,0,0,0.022408143109408,0,0,0.003291263593871,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.0649667148493853,0,0,0,0,0,0.14104935103971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341131816327928,0,0,0,0,0.00544004228392633,0,0,0,0,0.133758210209133,0,0,0,0.190794754508213,0,0,0.00124635004898301,0,0,0,0,0,0,0,0,-0.00592758611024105,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257806098067087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017170160256614,0,0,0,0,0,0,0,0.236954141209582,0,0.0265553334359598,0,0,0,0,0,0,0,0,0.214465350028701,0.0179685631938089,0,0.00875725387769512,0,0,0,0,0,0,0
X600066.SH,0,0.268843480192612,0,0,0,0,0,0,0.210484010170047,0,0,0,0.0846890900584982,0.0306824310176318,0,0,0,0,0,0,0.00134642314705688,0.057722294940302,0,0,0,0.0566686519209529,0,0,0,0,0,0,0,0,0,0,0,0,0.00713011569268189,0,0,0,0,0,0,0,0,0,0,0.0515171332242583,0,0,0,0,0,0,0,0,0
X600177.SH,0,0,0,0.0611451035842677,0,0,0,0.0668487214379406,0.193029327667583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284638450903377,0,0,0,0,0,0,0,0,0.125336029657312,0,0.0259406014758282,0,0,0,0,0.0732517465901924,0.240684815728964,0,0,0,0,0.0170484679361934,0,0,-0.00653220849928223,0,0,0,0,0,0,0
