,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X600690.SH,X003816.SZ,X000661.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X300124.SZ,X000100.SZ,X300014.SZ,X002007.SZ,X600741.SH,X300142.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X002049.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002414.SZ,X300003.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X002008.SZ,X000050.SZ,X002294.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.220763327762779,0,0,0.247852345234455,0,0,0,0,2.16840434497101e-19,0,0.0180406847450165,0,0,0,0,0,0,0,0,0,0,0.0263127456535417,0,0,0.0261913072217645,0,0,0,0.0269129770550937,0,0,0,0,0,0,0,0,0.0382925094241948,0,0,0.0838460936758692,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.156670289997651,0,0,0.282396644486531,0,0,0,0,0,0,0,0.0993100997978696,0,0,0,0,0,0.00972128907763842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101656205969586,0,0,0,0.00768836152254422,0,0,0,0.0170849790740409,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.098686331577361,0,0,0.0460141182156192,0,0,0,0,0,0,0.00589500048376499,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0139481244415424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192964826476859,0,0,0,0.00721415350238112,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34913788079725,0,0,0,0,0.107859192844217,0,0,0,0,0.0533283933320906,0,0.0679302064117197,0,0,0,0,0,0,0,0.0659065281524303,0,0,0,0,0,0,0,0,0.0840810211907267,0,0,0.0200431836719046,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.028274909024503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102648462937402,0,0,0,0,0,0,0,0.036592601573876,0,0,0.230559070732069,0,0,0,0,0.0621623096116177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516124058060952,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0296443520503332,0,0,0,0.0831065383517927,0.0685812850764256,0,0,0,0.137723318424849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358737586561644,0,0,0,0,0,0.00671041759123173,0,0,0,0,0,0,0,0,0,0,0.15952758626317,0,0,0,0,-0.0411639566366076,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541325514834107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540908175652676,0.0726677676041204,0,0,0,0,0.0477590791673427,0,0.130821298996386,0,0,0,0,0.0809683046372828,0,0,0,0,0,-0.00158266052786295,0.00821537074632373,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0387812475401794,0,0,0,0,0,0,0,0.37964901952019,0,0.0128262184428092,0,0,0,0,0.0455216055471427,0,0,0,0.00930655372987412,0,0,0.192963625517645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353961077199625,0,0,0,0,0,0
X000568.SZ,0,0.483983655513147,0,0,0,0,0,0,0,0.165472621775834,0,0.0461630765443263,0,0,0,0,0,0,0,0.0406164630137069,0,0,0,0.0502879522039842,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0609016687717886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00151026931532187,0.010965715444109,0,0,0,0,0,0
X002304.SZ,0,0.306526263015253,0,0,0,0,0,0,0.335760281105616,0,0,0,0,0,0,0,0,0,0,0.00868097206441429,0,0,0,0,0,0,0,0,0.0298127350565981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445407742552899,0.0109729198281926,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433837364701866,0,0,0,0,0,0,0.159761238982123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484460755842544,0,0.173273577043731,0,0,0,0,0.0349637629861533,0,0,0,0,0,0
X600809.SH,0,0.490383461747146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965952425836202,0,0,0,0.120771785559273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488252482176901,0,0,0,0,0,0,0,0,-0.0275200632292645,0,0,0,0,0,0,0
