,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002463.SZ,X600418.SH,X002179.SZ,X000977.SZ,X600584.SH,X600089.SH,X600066.SH,X000157.SZ,X600703.SH,X600183.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X600522.SH,X601877.SH,X000066.SZ,X000921.SZ,X002156.SZ,X600460.SH,X600839.SH,X000988.SZ,X600487.SH,X002281.SZ,X600177.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.344179327988019,0,0,0,0,0,0,0.0192332692867167,0,0,0,0.0446053050549075,0,0,0,0,0,0,0,0,0.0912965367234886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272495616896314,0,0,0,0.019608806415022,0,-0.0170086527582255,0,0,0,0,0,0,0.00154457610768679,0,0,0,0,-0.00407059313848396,0,0
X000858.SZ,0,0,0,0,0,0,0,0.032249642019058,0.00479893327059043,0,0,0.270461509529901,0,0,0,0,0,0,0,0,0,0.191092661173241,0,0,0,0,0,0,0,0.0356114918304415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543745113471112,0,0,0,-0.0171192071401461,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0421602636817497,0,0,0,0,0,0,0,0,0,0,0,0,0.042355323783886,0,0.115116045187134,0.0775541273952415,0.0117238313565633,0.0307453146502323,0.0940064746819179,0,0,0.171885142251108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140211416676783,0,0,0.0180147038726289,0,0,0,0,0.00597195460478212,0,0,0,-0.0203055014528978,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399628700175898,0.251739658956337,0,0,0,0,0,0,0,0.197696372822308,0,0,0,0,0,0,0,0,0,0,0.0499316105952214,0,0,0,0,0,0,0,0,0,0,0.0162589349203162,0,0,0,0,-0.0577287563496836,0,0
X600690.SH,0,0,0.132599084895052,0,0,0,0,-0.0275442711843708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192886416482573,0,0,0,0,0,0,0,0.105129122420364,0,0,0,0,0,0,0,0,0.149870737220827,-0.0421128743671252,0,0.0322220578969644,0,0,0,0,0,0,0.00503311601880433,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0585308828906502,0,0,0,0.143662872317621,0,0,0,0,0,0,0,0.0834070432066364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132481281388365,0,0.059915803181018,0,0,0.00493178534158576,0,0,0,0,0,0.00671062173957602,0,0,0,0,-0.0918685752362762,0,0
X000651.SZ,0,0,0.0297404880516048,0.0195619466996973,0.083330336280906,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.037033607596356,0,0,0,0,0.179736308219689,0,0,0,0,0,0,0,0,0,0,0,0.0180803697424179,-0.0447193020247243,0,0,0.117573893962098,0,0,0,0,0,0,0,0,0,0,-0.00110502330004284,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.165897167304451,0,0.16438980856821,0,0,0,0.246136505953005,0,0,0,0,0,0.0916557292666843,-0.222637012094461,0.332171910157607,0,0,0,0,0,0,0,-0.00350492848535509,0,0,0.953969356538659,-0.264312041357517,0,0,0,-0.176271186940679,-0.373194006518627,0,0,0,0,0,0,0,0,0,0.0549507298638771,0.0117081113366828,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.00339408590315033,0,0,0,0.497199135652644,0,0,0,0,0,0,0,0,0,0.310752974834449,0,0,0,0,0,0,0,0.00374092354616279,0,0,0,0,0,0,0,0,0,0,-0.00500122160068578,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185585153835848,0,0,0,0,0,0.0537251345331325,0,0,0,0,0,0.230729773116376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148362540010945,0,0,0.0356507801096494,0,0,0,0,0,-0.0105592338672752,0,0,0,0,-0.00293496853713297,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.100697158943243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824835854319339,0,0.0646563450544501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045906686609031,0,0,0,0,0,-0.0312642138792265,-0.0173793217876989,-0.0580434683582784,0,0,0,-0.027943402111185,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.325160965470558,0,0,0,0,0,0,0,0,0.047452518018274,0,0,0,0.173084133094109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340556684851379,-0.0121298612924344,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0576750738792073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137149432638492,0.0918377048044225,0,0,0,0,0.0342208317936584,0,0,0,0.313397674438779,0,0,0,0.133647726377426,0,0,0,-0.046534720497461,0,0,0,0,0,0,0,-0.0079702573742739,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201678503229606,0.0211937737760807,0,0,0,0.0163335372188799,0.106880882833131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104791291628314,0,0,0,0.0510165420671957,0.0532466204545681,0.087425424688424,0,0,0,0,0,-0.0322955974362853,0.00651629359096962,0,0,0,0,0,0
