,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X000100.SZ,X600703.SH,X600118.SH,X000157.SZ,X600372.SH,X600271.SH,X002236.SZ,X600066.SH,X000338.SZ,X600741.SH,X600089.SH,X000016.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600839.SH,X600177.SH,X000066.SZ,X300124.SZ,X002129.SZ,X002465.SZ,X300003.SZ,X002294.SZ,X000800.SZ,X600312.SH,X000869.SZ,X600006.SH,X600867.SH,X000581.SZ,X600525.SH,X300142.SZ,X000547.SZ,X600435.SH,X600582.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0390851455130122,0,0,0,0,0.143659479022154,0.0257428762522582,0,0,0,0,0,0.0543918565576973,0,0,0,0,0,0,0,0,0.0165863937462902,0,0,0,0.056385524315602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112087531361326,0,0,0,0,0,0,0.0289553984121166,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.205037067194529,0,0,0.187420817676519,0.0818798740249599,0,0,0,0,0,0,0,0,0,0,0.108799448630127,0,0,0.104219256909648,0,0,0,0,0,0,0,0,0,0,0,0.0598352752804548,0,0,0,-0.0258635019704894,0,0,0,0,0,0,0,0,0.0196893760898769,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407292152242892,-0.0569817700519801,0,0,0,0,0,0,0,0,0,0,0.144372010379052,0.0260588685944802,0,0,0,-0.0578385755227538,0,0,0,0,0,0,0.00493567497986073,0,0,0,0,0,0,-0.0241238319578062,0,-0.053216655928674,-0.0817935244280183,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.196395414599683,0,0.175977989436449,0.0397772525379164,0,0,0,0.0709019281538715,0,0,0,0,0,0,0.0526245885145479,0,0,0,0,0,0,0,0,0,0,0,0.0369985189284264,0,0,0,0,0.167967041299793,0,0,0,0,0,0,0,-0.000374299308607536,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0297241094455147,0,0,0,0.160409310199124,0,0,0,0,0.123461378504412,0,0.0339356965879862,0,0,0,0,0,0,0,0,0,0,0.0183903648170932,0,0,0.281836634149042,0.0476929564149523,0,0,0,0,0,0,0,0,0,0,0.0433084527801001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.178070381482673,0,0.295170070794661,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.25151496707907,0.0449012795402719,0,0,0,0,0,-0.123191199141757,0,0,0,0,0.0963567437842448,0,0,0.0897757776541945,0,0,0,0,0,0.0271430064413496,-0.0279702889238895,0.00256358980259652,0,0,0,0,0
X002304.SZ,0,0.25852743081952,0,0,0,0.197293483412548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598559683240277,0,0,0,0.120765697533572,0,0,0,0.00729254117921768,0,0,0,0.071665986937625,0.119937157576658,0,0,0,0,0,0,0,0.00576896636014543,0.0412573115644266,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0996304987581769,0,0,0,0,0,0,0,0.0460366096343186,0,0.0503699583744677,0,0,0.0850128866701599,0.0133553916091594,0.0141586306893278,0,0.263323318015242,0,0,0,0.00114963134997824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1222727983433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0909704560480299,0,0,0.121484055445736,0,0,0.0155533554038634,0,0,0,0.0112682310321672,0.287637862085424,0,0,0.0848519438409948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544784795183413,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0537799348043469,0,0.145807827106619,0,0,0.158003905809069,0.0658976053321343,0.00830322492766635,0,0,0.00474449305771302,0.118626430326394,0.0179489494548747,0,0,0,0,0,0.185083301604412,0,0.0236604237708073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230620896967594,0,0,0,0,0,0
