,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X000157.SZ,X002179.SZ,X600703.SH,X002236.SZ,X000977.SZ,X002463.SZ,X600372.SH,X002241.SZ,X600741.SH,X002049.SZ,X000661.SZ,X002129.SZ,X600584.SH,X600066.SH,X002028.SZ,X600522.SH,X000921.SZ,X601877.SH,X000800.SZ,X600183.SH,X601799.SH,X002074.SZ,X002007.SZ,X600418.SH,X600566.SH,X002223.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.141021099482319,0,0,0.272872366297246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00936089864086166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232510424968687,-0.00479451615102209,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.319639611429482,0,0,0.015648300951846,0,0,0,0,0,0,0,0.0264843069906266,0.040953061978715,0.0552051684494641,0,0,0,0,0,0,0,0,0,0.0210107381883627,0,0,0,0,0,0.0411508789429251,0.0607046741434881,0,0,0,0,0,0,0.0398331934640942,0,0,0,0,0,0,0,0,-0.0341341680102022,-0.0157278330781437,0,0,0,0,0,0
X600809.SH,0.18229550390997,0,0,0,0,0.132104849343542,0,0,0,0,0,0,0,0,0,0,0.246321238872245,0.0654172557188491,0,0,0,0.120669375630256,0,-0.00923493373397346,0,0,0,0,-0.00614250055658466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283583380415939,0,0,0,0,0,-0.0295103721347189,-0.0179670679683738,0.0404252016618804,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0889828026386049,0,0,0,0,0,0.0953859755344282,0,0,0.0748269985807814,0,0,0,0,0,0,0,-0.045986711894093,0,0.0591402490852936,0,0.145276168981946,0,0,0,0,0,1.73472347597681e-18,0,0,0.0134949607175867,-0.0077242581895578,0,0,0,0,0.0861206702634901,0,0,0,0,0.0191618317406376,0,0,0,0,-0.0148335819766976,-0.0102518209134655,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.133995015482921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705916865497731,8.67361737988404e-19,0,0.0511180032924263,0,0,0,0,0.0227866062211177,0.175505683141615,0,0,0,0,0,0,0,0.0550206597266794,0,0,0,0.0402137239372129,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.70519651152419,0,0,0,0,0,0,0,-0.00963509934526027,0,0,0,0,0,0,0.160756786187744,0,0,0,0.156051395887103,0,0,0,-0.0391245410633059,0,0,0,-0.050959724625324,0,0,0,0,0,0.0362664583907551,0,0,0,0,-0.0618685716270111,0,0,0,0,0,0,0,0,0,0,0,0.0237155430625354,0.00138946756313329,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0182149086279704,0,0,0,0,0.0707857583156236,0,0,0,0,0,0,0,0,0,0,0,-0.0934543981685214,0,0,0,0,0,0.0290397269678326,0,0,0,0,0.201784954301413,0,0,0.054746614220107,0.0254857665757575,0,0,0,0,0,-0.00611110113190763,0,-0.0140694785827346,0,-0.0277100149630141,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.11137027237701,0,0,0,0,0,0,0,0,0,0,0.169161174226503,0,0,0,0,0,0,0,0,-0.148197789538277,0,0,0,-0.0201727031406834,0,0,0,0,0,0.162113248871166,0,0,0,0,0,0,-0.0110428278744165,0,0,0,0,-0.00456629220714859,-0.00159718337237878,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0306491064128195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244081198299188,0,0,0,0,0,0.471949637321494,0,0,0,0,0.0854873317645751,0,0,0,0,0,0,0.0526379928796387,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0685042200249259,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.28681502700619,0,0,0,0,0,0,0,0,0,0,0,0,0.107052367342842,0,0,0,0,0.0443195494465458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172948758788726,0,0.00252121976489808,0,0,0.224961990584563,0,-0.122815770683747,0.339283171070469,0,0,0,-0.0160688239837356,-0.0640978104648681,0,0,0,0,0,0
X600104.SH,0,0,0.0390533322162983,0,0,0,0,0,0.00590232382415412,0,0,0,0,0,0.0196065895384449,0,0,0,0.00632699325610661,0,0,0.0320643907191611,0,0,0,0,0,0,0,0,0,0,0.0288538152455013,0,0,0.0570436359121353,0,0,0,0,0,0,0.0253203457893048,0,0,0,0,0.0451333247988035,0.0270321146686131,0,0,-0.0081339742430496,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114568659242474,0,0,0,0,0,0,0,0,0.0592653889148709,0,0,0,0,0,0,0,0,0,0,0,0.0384235191381939,0,0,0,0.466307321629936,0,0,0,0,0,-0.00767791428699536,0,0,0,0,0,0
X300124.SZ,0,0,0.0233588585961393,0,0,0,0,0,0,0.0388884518116657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449627288975614,0,0,0,0.056231418801626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715386889901628,0.0436018196804741,0,0,0,0.0118563369310498,0,0.142935781023037,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0259655274175366,0,0,0,0,0,0.0710733000609779,0,0,0.234826260741102,0.0183005483116219,0,0,0,0.0433815833257087,0.106212755269608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00917126969880521,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109541033409461,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.262567229482866,0,-0.0186574545523558,0,0,0,0,0,0,0,0,0,0,0,0,0.132714034478296,0,0,0.0261386382856512,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.109776615148538,0,0.0217245515781917,0,0,0,0,0,0,0,0,0,0,0,0.275475188631548,0,-0.151061278909472,0,-0.00626299188446103,0,0,0,0,0,0,0,0,0.0488079095399296,0,0,0,0,0,0,0,0,0,0.165392879828969,0,0,0,0,-0.0585187377646,0.0644163200449136,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.19941336949287,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.110865498308816,0.0903980905015679,0,0,0.186590691630383,0,0,0,0,0,0,0,0,0.00164865275115889,0,0,0,0,0,0,0,0.0321658753775801,0,0,0,0,-0.0629888322348852,0,0,0,0,0,0,0,0,-0.0151947496870574,0,0,0,0,0,0
X000596.SZ,0,0.300425147644988,0.224189935391601,0,0,0.230656473632099,0,0.0503768112251908,0.0090824203102405,0,0,0.0621461503506794,0,0,0,0,0,0,-0.0519023943160779,0,0.0583407354211628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375623976043377,0,0,0,0,0,0,0,0,0.122801774336696,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150747110124273,0.0730731999455418,0,0,0,0.261044752994031,0,0.164411610076835,0,0,0,0.149435032846788,0.106499526967548,0,0,0,0,0,0,0,0,0,0.0103286202873324,0,-0.0391101549808535,0,0,0,0,0,0,0
