,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X600118.SH,X002456.SZ,X600177.SH,X002085.SZ,X000157.SZ,X002292.SZ,X600372.SH,X300124.SZ,X000559.SZ,X002426.SZ,X300003.SZ,X002007.SZ,X600867.SH,X000623.SZ,X002294.SZ,X600089.SH,X002506.SZ,X600522.SH,X002180.SZ,X000981.SZ,X601877.SH,X002074.SZ,X002508.SZ,X600498.SH,X000869.SZ,X300136.SZ,X000050.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-1.73472347597681e-18,0,0.145129226238515,0,0,0.0236407416100547,0,0,0,0,0.111041062607948,0,0.0712388603007115,0,0.0429550398433765,0,0.0375220143585768,0,0,0,0,0,0,0,0,0,0,0,-0.00362370999464037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412912587558028,0,0,0,0,0.040655003647618,0,0,0,0,0,0
X600104.SH,0,0,0.00652863137544748,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0280617136737272,0,0,0,0.105272620518458,0,0,0,0.109075088408606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173162510345354,0,0,0,0,0,0,-0.0952946719295369,0,0.0463328321964858,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0432874219080453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158471408508611,0,0,0,0,0,0,0,0,0,0,0.184798344973051,0,0,0,0,0.0183114286752521,0,0.0215818438066949,0,0,0.103884365242419,0,0,0,0,0,0
X002415.SZ,0.102475959092511,0,0,0,0,0,0,0,0,0,0,0,0.00442081429694964,0.158695039432763,0,0,0.014019764530211,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0271322298155662,0,0,-0.0868526998539223,0,0,0,0,0.205495766956552,0,0,0.496153928647509,0,0,0,0,0,0,0,0.00890736818229769,0,0,0,0,0,0
X000858.SZ,0.0893992871101317,0,0,0,0,0,0,0,0.00622858333275089,0,0.0473194004599251,0,0,0.0959179541226651,0.360308323702236,0,0,0,0,0,0,0,0,0,0.016380398004307,0,0,0.0132092518885682,0,0,0,0,0.188447038866344,0,0,0,0,0,0,0,0,0,0.0633174997663307,0,0,0.051750377042223,0,0,0,0,0,0.0264862620588565,0,0,0,0,0,0
X600276.SH,0,0,0.0391537801889668,0,0,0,0,0,0,0,0,0,0,0,0.0974535047121328,0,0,0,0,0,-0.0611974946468121,0,0.0406261716896726,0,-0.0328133308439598,0,0,0,0,0,0,0,0,0,0.0391226548163357,0.268314934100173,0,0,0,0,0.144786778040406,0.0872885040617559,0,0,0,0,0,0,-0.0948039990137698,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.300637412656641,0,0,-0.0190567273277398,0,0,0,0,0,0,0.0211355922542745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488301369424804,0,0,0,0.057934348171929,0,0.054553228345381,0,0,0,0,0,0,-0.016024724087467,0,0,0,0.109282059873884,0.0297832812628424,0,0,0,-0.0110160206621761,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985135944312153,0,0,0.0138095649971794,0,0,0,0,0,0.0475754485327894,0,0.0164624444586492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526616337180311,0,0,0,0.10940459179107,0,0.0230508684350469,0,0.114464453536397,0,-0.0511582036858618,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0831183590208462,0,0.0574425754732215,0,0,0,0,0,0,0.240736507276747,0,0.0165009770364607,0,0,0,0,0,0,0,0.0221750502822182,0,0,0,0.0905901391188133,0,0,0,0,0,0,0.196405019843672,0,0,-0.0957593711419267,0,0,0,0,0,0.055873124855288,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0307648521159954,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0487266237388869,0,0,0,0,0,0,0,0,0,0,0.0565268871941119,0,0,0.121900111002649,0,0.0770456493243018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118104613326982,0.121523558615437,0,0,0,0.104874456177389,0,-0.00717444404751766,0,0,0,0,0,0,0,0.0722145467684368,0,-0.0432972512230113,0,0,0,0,-0.223285501942369,0,0
