,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000559.SZ,X000100.SZ,X600271.SH,X600066.SH,X600372.SH,X002241.SZ,X000157.SZ,X002292.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X002506.SZ,X600177.SH,X000568.SZ,X300003.SZ,X002074.SZ,X600839.SH,X002129.SZ,X000977.SZ,X002294.SZ,X600582.SH,X000547.SZ,X600867.SH,X002049.SZ,X002276.SZ,X000800.SZ,X000623.SZ,X002008.SZ,X600498.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.13611775658606,0,0,0,0,0,0,0,0.00637373709708857,0.0975891797982702,0,0,0,0,0,0,0,0,0,0,0.00118378978816349,0,0,0,0,0,0.0383563995616565,0,0.0607742760041185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262858489735106,0.0275021959079339,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0369086861285311,0,0,0,0.364302294807215,0.272200394493282,0,0.0653785523051876,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184346744234273,0,0,0,0,0,0.162676412996849,0,0.050137057171209,0,0,0.0315011445595285,0,0,0.317969685129127,0,0.038778702986614,0,0,0,0,0.01854977919967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440787138982038,0,-0.0139953693859912,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0228796319154928,0,0.00179956654769594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042340147927031,0,0,0,0,0,0,0,0,0.105470496505853,0,0,0.0793911728090712,0,0.0467578961450405,0,0,0,0,0,-0.0180258015836586,0.0277642636920742,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00482250614181718,0,0.0441269292370841,0.238460059884534,0,0,0,0,0,0,0,0,0,0,0,0,0.00525340682771992,0.0182590099320039,0,0,0.0156598847849761,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0091911973470365,0,0.0682303509143133,0.279168944216315,0,0,0,0,-0.0154768443300855,0,0,0,0,0,0,0
X002304.SZ,0,0.0987267048492349,0,0,0,0,0,0,0,0,0,0.0526307778649958,0,0,0,0,0,0,0.0124540545555689,0,0,0,0.103192409017992,0.153233364476638,0,0,0,0,0,0,0,0.0644440513614354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237104381363342,0.00263181417990362,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316381020569291,0,0,0,0,0,0,0,0,0.139133485034713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107223008485979,0,0,0,0,0.121070023778624,0,0,0,0,0,0.0348587001317342,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681606638264046,0,0,0,0,0,0,0,0,0.0234129002073757,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.115136373239967,0,0,0.0808667704067575,0,0,0,0,0,0,0,0.0481839092175553,0,0,0,0.00966044425299455,0,0,0,0.252953782629742,0,0,0,0,0,0.0899617189142364,0,0,0,0,0.0878253354474639,0,0,0.0470829744956206,0,0,0,0,-0.00212600339484078,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734052605630663,0,0,0,0.201407300900967,0,0.0760717712549703,0,0,0,0,0,0,0,0,0,0,0.066272801424594,0,0,0,0,0,0.11459157609429,0,0.140478409298517,0,0,0,0.0140864612277726,0,-0.00204899735390661,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0390621511523988,0,0.189009256370932,0,0,0,0.0749789588370361,0,0,0,0,0,0,0.0581859827816051,0,0,0,0,0,0,0,0,0,0,0,0.0929627995325727,0.0230277334557087,0,0,0,0,0,0,-0.0338948187238753,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265963219514814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407635646467862,0,0,0.293338947404343,0,0,0,0.217865140945276,0,0,0,0,0,-0.0444683726473051,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.01303617182077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020486314714478,0,0,0.316322150045192,0,0,0,0,0.0243496845832277,0,0,0,0,0.0231201303769966,0,0,0,0,0,0.110134805537646,0,0,0,0.236548479603995,0,0,0,-0.013404153421843,0,0,0,0,0,0,0
