,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X600104.SH,X600031.SH,X000596.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X002074.SZ,X600741.SH,X000733.SZ,X000100.SZ,X600702.SH,X600522.SH,X000157.SZ,X600460.SH,X300003.SZ,X000799.SZ,X600884.SH,X600584.SH,X000800.SZ,X002414.SZ,X002236.SZ,X002007.SZ,X601799.SH,X600487.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.218593257400436,0.0929282072936567,0,0.256203361808255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461965624582303,0,0,-0.00966172556946654,0,0,0,0,0,0,0.0272478374265895,0,0,0,0,0,0,0,0,0,0,-0.00144942403980291,0,0,0,0,0,0,0
X000858.SZ,0.161709808468191,0,0,0,0.514018427911545,0,0,0,0,0,-0.0686232504862716,0,0,0.0130965609495791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762891492491915,0,0,0,0,0,0,0.0671542520434366,0,0,0,0,0,0,0,0,0,0,0.00858831756612875,0,0,0,0,0,-0.015758184473927,0,0,0,0,0,0,0
X600809.SH,0.381701603430016,0,0,0,0.482545988938512,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.078552832109388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01820831874735,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.000502898343990255,0,0,0,0,0
X002415.SZ,0,0.00138603618010783,0,0,0.0173662289195258,0.118256943808747,0,0,0,0,0,0,0,0,0,0,0.0581900555212264,0,0,0,0.077850660700365,0,0,0,0.0333889043837445,0,0,0,0,0,0.194144602668547,0,0,0,0,0,0,0,0,0,0.0342064419792586,0,0,0,-2.16840434497101e-19,0.0745417362208903,0.0975383220474876,0,0,0,0,-0.00149904734145278,0.00546403502869626,0,0,0,0,0,0
X000568.SZ,0.303567241311827,0.357856337623141,0.461058048977392,0,0,0,0,0,0,0,0,0,0,0,0.021851525753374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263607780698747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155798020734357,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.00321445058028118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545706212934829,0,0,0,0,0,0.0283532406681757,0,0,0.00157751964468977,0,0,0,0,0,-0.143869006568886,0,0,0.0961178606007048,-3.46944695195361e-18,0,0,0,0,0.0612055182302502,0,0,0,0,0,-0.000348104921776358,0,0,0,0,0,0,0
X002304.SZ,0.20283029517696,0,0.00471400829097732,0.0879463323981496,0.241076001491058,0,0,0,0,0,0,0,0,0,0.0647717763687322,0,0.0299744261024968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578016243941513,0,0,0,0,0.0251263163432558,0,0,0,0,0,0,0,0,0,0,-0.000249459454032371,0,0,0,0,0,0,0
X600690.SH,0.0534200283881026,0,0,0,0.213478943061173,0,0,0,0,0,0,0,0,0.0654566115513214,0,0,0,0,0.0256456054556727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231238102535389,0,0,0,0,0,0,0,0,0,0,-0.0133987202496011,-0.0595692584931497,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.154091471236148,0,0,0,0,0,0,0,0,0.0462737043083319,0,0,0,0,0,0,0.0481021859083766,0,0.0525300039750696,0,0.188641264431899,0,0,0,0,0,0,0,0,0.11843611204239,0,0,0,0,0.110191443862721,0,0,0,0,0,0,-0.0129453994531616,0,0,0,0,0,0,0
X000651.SZ,0,0.0474810812159582,0,0,0,0,0,0.417157232777144,0,0,0,0,0,0.0735432274138617,0,0,0,0,0,-0.0232789219094079,0,0,0,0,0,0,-0.084809861538092,0.0939682381406798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063828010313769,0.00908115003791489,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.07014897698449,0,0,-0.0292301653684511,0,0,0,0,0,0,-0.111464283387001,0,0,0,0,0,0,0,0,0,0.568854026228592,0,-0.0292825506381935,0,0,0.162170459883978,0,0,0,0,0,0,0,0.217747870408542,0,0.0474500302063635,0,0,-0.204253518652645,0,-0.0323210902304934,0.0535541012821475,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0544164617503735,0,0.128658999825219,0,0,0,0,0,0,0,0,-0.126007753908924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276827962657529,0,0,0,0,0,0,0,0,0,0,0.0608390436735726,0,0,0,0.015318858712818,-0.00732887908154447,0,0,0,0,0,0
