,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X000100.SZ,X600741.SH,X600809.SH,X300003.SZ,X002241.SZ,X600183.SH,X300014.SZ,X002371.SZ,X000596.SZ,X002007.SZ,X601877.SH,X002236.SZ,X000977.SZ,X000625.SZ,X300124.SZ,X000157.SZ,X002456.SZ,X002129.SZ,X002463.SZ,X300136.SZ,X300142.SZ,X002414.SZ,X600271.SH,X002180.SZ,X000066.SZ,X002179.SZ,X600118.SH,X600584.SH,X002008.SZ,X600498.SH,X002185.SZ,X002049.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.162347698638702,0,0,0,0,0,0,0,0,0,0,0.0726070707120868,0,0,0,0,0,0,0,0.0173156198609027,0,-0.0600205930973154,0,0,0.180928527966266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00974215962759966,0,0,0,-0.02769661649916,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0140268673834162,0,0.4336816348905,0,0.047497578826631,0,0,0,0,0,0,0,0,0.0500222083684466,0,0.0589732512825549,0,0,0,0,0.0104475423232094,0,0,0,0,0,0,0,0,0,0,0.0134796744416103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215956375305505,0,0
X600276.SH,0.0764902060333179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199409526048356,0,0,0,0.313624902042646,0,0.0735965421177654,0,0,0,0,0.0430891682409075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00097356484263161,0,0.044624761521843,0,0,0,0,0,0,0,0,8.29571623349406e-05,0,0,0,-0.0334805798772883,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0294190786343541,0.223350461384965,0,0.125553344327499,0,0,0,0,0,0,0,0,0.0346578218760188,0,0,0,0,0.00377627789907644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401054753017325,0,0
X002415.SZ,0,0,0,0,0,0,0.0454333322008269,0,0,0,0,0.018251576065612,0,0,0,0,0,0,0,0.0309576105843989,0,0.01321540980136,0,0,0,0.0375155344803796,0,0,0.132014506820192,0,0.135590492424663,0,0,0,0,0,0,0,0,0.195804981538775,0,0,0,0,0,0,0,0.0084255893340212,0,0,0,0,0.0121418697594874,0,0,0,0.00683196900005725,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.20708789878541,0,0,0.0271110704697528,0,0,0,0,0.0138676829044224,0,0,0,0,0,0,0,0,0,0,0.0745192475305118,0,0.27995606992602,0,0,0.151536334847234,0,0,-0.00614513609363577,0,0,0,0,0,0,0,0.0366015366296558,0,0,0,0,0,0,0,0,0,0.0128297446807876,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0459442323175112,0,0,0,0,0,0.0509012064509866,0.0471381672968661,0,0,0,0,0,0.347973628289196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104582571694605,0,0,0,-8.67361737988404e-19,0,0,0,0,0.183320891070718,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.00698500717202892,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314199170647196,0.0431114597139992,0,0,0,0,0,0,0.0255656690886747,0,0,0.0238013756069011,0.0111585135979974,0.0247068365840703,0,0,0,0,0,0,0,0,0,0,0.152357771999742,0.291317201736923,0,0,0,0,0.0166243830979242,0,0,0,0.0624434084808123,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274393314658084,0.441268736348532,0,0,0,0,-4.33680868994202e-19,0.0509988199986481,0,0,0,0,0,0,0,0,0,0,0,0,0.168257928338092,0.0204595062709478,0,0,0,0,0,0,0,0,0.0277596336989409,0,0,0.0264776631599994,0,0,-0.00457789869457613,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688540511439413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100665822046876,0.114858727672022,0,0,0,0,0,0,0,0.170794225933235,0,-0.0200430752836308,-0.00088283713532555,0,0,0,0,0,0
