,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X000338.SZ,X600703.SH,X600809.SH,X600690.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X000100.SZ,X600183.SH,X300142.SZ,X002241.SZ,X600741.SH,X300124.SZ,X000977.SZ,X300014.SZ,X000157.SZ,X002129.SZ,X601877.SH,X600584.SH,X000625.SZ,X002236.SZ,X000800.SZ,X002049.SZ,X000066.SZ,X002463.SZ,X002414.SZ,X002456.SZ,X300136.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600498.SH,X600522.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.223900042036273,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.19799201787732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413031186365716,0,0,0,0,0,0,0,0,0.0356107274001042,0,0,0.0147817694846911,0,0,0,0.0403025002955384,0.00251122510402076,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0747345582108878,0,0,0,0,0,0,0.434561712006552,0,0,0.073475218938886,0,0,0,0.00757209658869951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0267417222114742,0.0504326168220319,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.018281457919359,0,0,0,0,0.0479060226416176,0,0,0,0,0.157940996098373,0,0,0,0,0.0559663749661389,0,0,0,0,0,0,0.0505923448078577,0,4.33680868994202e-19,0,0,0,0.00718714007050113,0,0,0,0.00879946149019099,0,0,-1.73472347597681e-18,0,-1.0842021724855e-19,0,0,0,0,0.00340517536287939,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0436654738617067,0.0499723210018845,0,0,0,0,0,0,0,0,0,0.0815837640958916,0.316453195095877,0,0,0,0,0,0,0,0,0,0,0,0.032474215561539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245772095822927,0.00887938842993184,0.00319445671664496,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0155127585784621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835466561282075,0,0,0,0,0.128139151453486,0,0,0.0959342441437733,0,0,0,0,0.0469458648405439,0,0,0,0.0288317730075972,0,0,0,0,0.0152327386576964,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119091220767659,0.112757814797813,0,0.136917630123379,0,0,0,0.0133934331745842,0,0,0,0,0,0,0,0,0,0,0,0.115600117348548,0,0,0,0.0266530838235014,0,0,0.019560453742081,0,0,0.0167008244625602,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940791625803003,0,0,0,0,0.259560992736777,0,0.0877610316894579,0,0,0.0218008096630013,0,0,0.218655591226996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133010842860069,0.012825123049353,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103772263779702,0,0.0350586499572909,0,0,0,0,0,0,0,0,0.205942622919909,0,0,0,0,0.275589219487169,-3.46944695195361e-18,0,0.0376234086409635,0,0,0,0.162897368813589,0,0,0,0,0.0176287806387433,0.0462662507136835,0,0,0,0,0,0
X600031.SH,0,0.0899889239381345,0,0.0240941267270072,0,0,0,0,0,0,0,0,0,0,0.0973304441072747,0,0,0,0,0,0,0,0,0,0,0,0.0512469776403565,0,0,0,0.477041417564405,0,0,0,0.0450801502579487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152435818430345,0,0,0,0,0,0
X002304.SZ,0,0.147674533631922,0,0,0,0,0,0,0,0,0,0,0,0,0.21420352100489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693387801535653,0.0085101957708355,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.097859112549002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312711685345959,0.00229703250089117,0,0,0,0,0,0,0.0472046017143658,0,0.130215272793767,0,0,0.00987726691120045,0,0,0,0,0,0,0,0,0,0.000864213412379411,-0.0204629095824528,0,0,0,0,0,0
X000661.SZ,0,0,0.603608921214796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055502624332934,0,0,0,0,0,0,0,0,0,0,0,0.196155218271758,0,0.0811058510922045,0,0,0,0,0,0.0190966385490563,0,0,0.0194572086604288,0,0,0,0,0,0,0,0.0228159977080876,0.0175780181156915,0,0,0,0,0,0
