,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X300014.SZ,X600104.SH,X600031.SH,X000725.SZ,X300124.SZ,X002371.SZ,X600703.SH,X000063.SZ,X000338.SZ,X000661.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000596.SZ,X300142.SZ,X000100.SZ,X002049.SZ,X002179.SZ,X600460.SH,X600702.SH,X000799.SZ,X600779.SH,X002074.SZ,X601877.SH,X002007.SZ,X000157.SZ,X600741.SH,X002236.SZ,X600584.SH,X601799.SH,X002414.SZ,X600089.SH,X600183.SH,X300003.SZ,X300146.SZ,X000800.SZ,X600884.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.173944311346153,0.0176107341748091,0,0.142099226380036,0.0872412563526389,0,0,0,0,0,0,0,0,0,0,0,0.02076237086618,0,0,0,0,0,0,0,0,0.0843417910104976,0,0,0.00718372173912876,0,0.0321118904181509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041720060261475,0,0,0,-0.0147026195481147,0,0
X000858.SZ,0,0,0,0,0,0.261135325133579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00487873790283698,0,0,0,0,0,0,0,0,-0.0173784570034728,0.0598640205129094,0.105787760960233,0,0,0,0,0,0,0,0,0.0175070964125327,0,0,0,0,0.0707521874931964,0,-0.00872755788385709,0,0,0,-0.0538284482047285,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.168117007995561,0,0,0,0,0.145242303304846,0.0706743061240532,0,0.0621978941564212,0,0,0,0,0,0,0,0.0688995707098187,0,0,0,0,0,0,0,0,0,0,0.114169459047037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905833030287063,0,-0.0159743740010587,0,0,0,0,0,0,0
X600809.SH,0.010287236613893,0,0,0,0,0,0.108865842410343,0,0,0,0,0,0,0,0.147622575573737,0,0,0,0,0,0,-0.0245218680175666,0,0,0,0,0,0,0,0,0,0.494805409477189,0.0591291817745147,0,0,0,0,0,0,0,0,0,-0.0222644712599199,0,0,0,0,0,0,0,0,0,0.0401655385265401,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0239116378186987,0,0,0,0,0,0,0,0,0,0,0.165290327996733,0,0,0.119115051778434,0,0,0,0,0,0,0,0.0733467767400202,0,0,0,0,0.0939110597622829,0,-0.0667881595083463,0,0,0,0.059805567653572,0,0,0,0,0,0,0,0,0,-0.0626455868668098,0.0144591011374301,0,0.0257691921575502,0,0,0.0494436028858914,0,0,0,0,0,0
X000568.SZ,0,0.761997432892934,0,0.0820727173154032,0,0,0.100499172173835,0,0,0,0,-0.228109343013732,0,0,0,0,0,0,0,0,-0.00469965035898978,0,0,0,0.12686304378507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407787164393289,0,0,0,0,0,0,0,0,0,0,0,0.0167820990390017,0,0,0,0,-0.06266581838139,0,0
X002304.SZ,0,0,0,0.128311841873493,0,0.143393560054153,0,0,0,0,0,0,0,0,0,0,0.118272894588725,0.121355128743971,0,0,0,0,0,0,0.118856823558369,0,0,0,0.0222241477011327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578685711294048,0,0,0.205391163725722,0.0897072770901965,0,-0.0533683838612203,0,0,0,0,0.0340794782658726,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0103606520014067,0.0987856023507257,0,0,0,0,0,0,0,0.191576394181207,0,0,0,0,0,0,-0.119477839865351,-0.00834423361016726,0,0,0,-0.00711383163734859,0.104576129900561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117864534850993,0,0,0.064943013271488,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0576636005623312,0,0,0,0,0,0.0701434043603627,0,0,0,0,0.131600008355343,0,0,0,0,0,0,0.175738546102583,0,0,-0.055755433161114,0,0.0948642987412731,0.0620442120250363,0,0,0,0,0,0,0,0,0,0,0,0,0.0295529162392927,-0.139367924345182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.299046468868072,0,0.191942789333953,0,0,0,0,0,0,0,0,0.217750781984201,0.00764795355220514,0,0,0.01439136567913,0,0,0,0,0,0,0,0,0,0,0,0,0.00171561933551198,0,0,0.0309304797711767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269565647958297,0,-0.0279902790617258,-0.0376180828045646,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0549609868863754,0,0,0,-0.0909250309510994,0,0,0,0,0,0,0,0.344673160100323,0.0857092532533485,0,0,0,0,0.234402352259027,0,0.213866245848477,0,0,-0.0266649935189102,0,0,0,0,0,0.0109109864327346,0,0.0398109406663754,0,0,0,0,0,0,0,0,0.374712777471834,0,0,0,0,0.0232454582828898,0,0.0997600538161471,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,-0.0114101510936491,0,0,0,0,0,0,0.00534372952877493,0,0.1363973485084,0,0,0.0595745543331213,0,0,0,0,0.0753674278850702,0,0,0,0,0.0753163085295246,0,0,0,0,0,0,0,0,0,0,0,0.115962709539401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287831272470491,0.0188024002655807,0,0,0,-0.0243375086263087,0,0
X600031.SH,0,0.0086453889095148,0,0,0,0,0.0429315212568089,0,0,0,0,0.0380868026709589,0,0,0.0333144108259837,0,0.160369892040393,0,0,0,0,0,0,0,0.0343565949937103,0.0680306794654557,0,0,0,-0.154617982705435,0.0291027104035008,0,0,0,0,0,0,0.0130864751155148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221025606735066,0,0
X000725.SZ,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0999902564312604,0,0,0,0,0,0,0,0,0,0.0035517738551319,0,0,0,0,0.0335649883474879,0,0.496419279243227,0,0,0.0751195408408389,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0590606793023347,0,0,0,0,0,0,-0.11783892275054,0,0,0.00765959279424049,0,0,0,0,0,0,0
