,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X003816.SZ,X002371.SZ,X000625.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X000799.SZ,X002049.SZ,X002179.SZ,X600741.SH,X000157.SZ,X600702.SH,X600460.SH,X002414.SZ,X002007.SZ,X002236.SZ,X601877.SH,X600584.SH,X600779.SH,X601799.SH,X300146.SZ,X300003.SZ,X000800.SZ,X600183.SH,X002074.SZ,X000977.SZ,X000066.SZ,X002008.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.159391429296904,0,0,0.135825237449115,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0,0,0.0489528903740825,0,0,0,0,0,0,0,0.00303806638264218,0,0,0,0.0770798575983257,0,0,0,0,0,0.0347033582354736,0,0.0388711004834408,0,0,0,-4.33680868994202e-19,0.071071940961612,0,0,0,-0.00178233425050842,0,0
X000858.SZ,0,0,0,0,0,0.434989517904127,0,0,0.0936819736722147,0,0,0,0,0.0689146063223421,0.00853117193935506,0.0221999268763453,0,0,0,0,0,0,0,0.0249754507329908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890721775457617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134226738506399,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.079615396509558,0,0,0,0.0365493471161174,0,0,0,0,0,0,0,0.148550863481506,0,0.0186035681290882,0.0180795422810516,0,0.0125420815780475,0.00691594685062737,0,0,0,0,0.125162369397579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400681459191837,0,0,0,0,0.00297735503362432,0,0
X600276.SH,0,0,0,0,0,0,0,0.0231574496485071,0.180550626095126,0,0,0,0,0,0,0,0.0108072636914784,0,0,0,0,0,0,0,0,0.0612502813444442,0,0,0,0,0,0,-0.0100323360968021,0,0,0,0,0.078718172000324,0,-0.0285444064111991,0,0,0,0,0,0,0,0,0,0,0,0.0790065078645709,0,0,0,0,0.0104018735882789,0,0
X600809.SH,0,0,0,0,0,0.0786841331980597,0,0,0,0,0,0,0,0,0.110636532228617,0,0,0,0,0,0,0,0,0.0410368845314182,0,0,0.0579256812416166,0.358378363707765,0,0,0,0,0.0763671497590701,0,0,0,0,0,0,0.0274833515320944,0,0,0,0,0,0.112128458719942,0,0,0,0,0,0,0,0,0,0,0.0180701120098235,0,0
X000568.SZ,0,0.200974190823942,0,0,0.0691353079544508,0,0,0.337091950435477,0,-0.0456349084976578,0,0,0,0,0,0,0,0,0,0,0,0,-0.00116535335025048,0.152434055157652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218908350659922,0,0.00540803349630843,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,-1.0842021724855e-19,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0832978489101167,0.0788968088263934,0,0,0,0,0,0,0,0,0,0,0,0,0.130809515180361,0,0.0728055862853332,0,0,0,0,0.0769157091321866,0.00214647784002676,-0.0614390476203492,0,0,0,0,0,0,-0.112375887288106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.193971140057868,0,0.303920797110663,0,0,0,-0.00612191261108303,0,0,0,-0.0577429275513749,0,0,0,0,0,0.217689550209249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.231593527959285,0,0,0,0,0.250220642914054,0,0,0,0,-0.091795332677903,0,0,0,0,-0.0153293004117507,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631962352728663,0.0145558235536277,0.0512194055534343,0,0,0,0.362852873565136,0,0,0,0,0.101268887660577,0,0.105046051384026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458378036805867,0,0
X600104.SH,0,0,0,0,0,0,0.0196528798138614,0,0.107780149330192,0,0,0.0443588344136877,0,0,0,0,0,0,0,0,0,0,0.128779917504168,-0.122024599062959,0.0121159908811342,0.0552491485131243,0,-0.0202033882928928,0,0,0,0,0.0489894201026871,0,0,0,0,0,0,-0.0380972418519943,0,0,0,0,0,0,0,0,0,0,0,0.0162628246580386,0,0,0,0,0.00245918161707808,0,0
