,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X000596.SZ,X000625.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X002241.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600522.SH,X000733.SZ,X002074.SZ,X002180.SZ,X600702.SH,X002463.SZ,X300142.SZ,X600460.SH,X000800.SZ,X002007.SZ,X300003.SZ,X002028.SZ,X000988.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.217934447107416,0.153709532530793,0,0.0714339248727048,0.0472978962591782,0,0,0.0665153803748186,0,-0.0460433425284968,0,0,0,0,0,0.0361366760839887,0,0,0,0.0135267026966311,0,0,-0.0262997452886934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104082942880759,0,0,0,0,0,0,0,0,0,0.00184368778689526,0,0,0,0,0,0,0
X000858.SZ,0,0,0.48134499931783,0,0,0.0112331847338114,0,0,0,0.0869370180777619,0,0,0,0,0,0.00968417940611548,0,0.0529033230971665,0,0,0,0,0,0,0,0,0,0,0,-0.00813023124414409,0,0,0,0,0,0,0,0,0,0,0.131145732882274,0,0,0,0,0,0,0,0,0,0.0554695560629949,0.00128446068855333,0,0,0,0,0,0,0
X000568.SZ,0.178877461438334,0.281786158791506,0,0,0,0,0,0,0,0.157001780096743,-0.0160687351843384,0,0,0,0,0.00769162097558225,0.094490568690098,0.108648897765582,-0.0210587197369994,0,0,0,0,-0.030989678167507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293726777876037,0,0,0,0,0,0,0,-0.0190368021403399,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0271502690748566,0,0,0,0,0,0,0,0,0,-0.154305711839378,0,0,0,0.269206360853447,0,0,0.22641344450807,0,0,0,0,0.190856780586901,0,0.0435668689980204,0,0,0,0,0,0,0,0,0.0382986430512734,0.0375278286895754,-0.0311976560971351,0,0,0,0,0,0,-0.0498183992563221,0.0257349463817332,0,0.0194094287823535,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0107315748688066,0,0,0,0.0161153917253296,0,0,0.0396120285114053,0,0,0,0,0,0,0,0.081844666604365,0,0,0,0,-0.188462442010502,0,0,0.0849530422732046,0,0,0,0,0,0,0,0,0,0.17967261856946,0,0,0,0,-0.209482914504827,0,0,0,0,0,0.0593488954995792,0.100048561075001,0,0,0,-0.00826895430048882,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0464447320600162,0,0,0,0,0,0,0,0.0553577619897694,0,0,0,0.0720990384433635,-0.0295130168678233,0,0,0,0,0,0,-0.0220136339502157,0,0,0,0,0,0,0,0,0,0,-0.0445667319319296,0.0304189480464369,0.092945829490187,0,0,0,-0.275217510442696,0,0,0,0,0,0,0.0473130491194554,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238586564179436,0,0,0,0,0.0525300063323431,0,0.200785167568,0.365471829801151,0,0,0,0,0,0,0,0,0.0276257724742903,0,0,0,0,0,0,0,0.0262735951362721,0,0,-0.019635769293677,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0583503518939698,0,0,0,0.12546523626457,0,-0.0116553926458249,0,0,0,0,0.169532529916213,0,0,0,0,0,0,0,0,0,0,0,0.0617532783556861,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231960355646986,0.0618134656245535,0,0,0,0,0.0373110048279647,0,0,0,0.0193473797272001,0,0,0,0,0,0,0
X000651.SZ,0,0.207912659469649,0,0,0,0,0,0.0557302715187108,0,0,0.070396535076352,0,0,0,0,0,0,0,0,0,0,-0.107722970100394,0,-0.0119397965029194,0,0,0,0,-0.0109654530929978,-0.0523124534784023,0,0,0,-0.0560620812788715,0,0,0,0,0,0,0.0751014047455525,0,0,0,0,0,0,0,0,0.0155815478920558,0,0.0126425423698105,0,0,0,0,0,0,0
X002304.SZ,0,0.145642982628517,0.349492953341408,0,0,0.0275377294956084,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.095441074784032,0,0,0,0,0,0,0,-0.00840248327035013,0,0,0,0,0,0,0,0,0,0,0.0318862863617035,0,0,0,0,0,0,0,0,0,0.0560971506587135,0.0174246002531024,0,0,0,0,0,0,0
