,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000596.SZ,X000625.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X000661.SZ,X600741.SH,X600584.SH,X002241.SZ,X601877.SH,X000157.SZ,X600522.SH,X600702.SH,X002074.SZ,X000733.SZ,X002180.SZ,X300142.SZ,X002463.SZ,X600460.SH,X002007.SZ,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.230249020116322,0.194019906622592,0,0.0848980134250882,0.0280214076497842,0,0,0.0676051770944495,0,-0.0673368442521052,0,0,0,0,0.0110451166012138,0,0.0102511526146565,0,0.0214780251107341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289618428701644,0,0,0,0,0,0,0,0,0,0.0346382669537568,0,0,0,0,0,0
X000858.SZ,0,0,0.545617800274747,0,0,0,0,0.0154092946255546,0,0.0776608065663904,0,0,0,0,0,0,0.011835755176253,0.0654596439390311,0,0,0,0.0314074583453667,0,0,0,0,0,0,0,-0.0026979027934997,0,0,-0.00912047623750598,0,0,0,0,0.071768818913912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182001864416425,0,0,0,0,0,0
X000568.SZ,0,0.432944749838905,0,0,0,0.0186015695113666,0,0,0,0.123863119300444,0,0,0,0,0,0.0693987489961912,0,0.0580608654856155,0,0,0,0,0,-0.0222612270502903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222843050354111,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00842040150103071,-0.00394829948982651,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.00398637692475139,0,0,0,0,0,0,0,0,0,0,0,0,0.197465819946994,0,0,0,0.257075613693411,0,0,0,0,0.181831041636721,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397839082150601,0,0,0,0.000867531725902703,0,0,0,0,0.0124166130797346,-0.0425793225996877,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0652307499590257,0,0,0,0,0,0,0,0.118025423491556,0,0,0,0,-0.173668739019379,0.0338163511046358,0,0.0108183949835265,0,0,0.0817595161099845,0,0,0,0,0,0,0.180407897399423,0,0,0,0,0,-0.18677508754327,0,0,0,0,0,0,0.185891936010354,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0823539881389855,0,0,0,0,0,0,0.0385841272502731,0,0,0,0.056052744109952,0,-0.0270165186291487,0,0,0,0,0,0,0,0,0,0,0.0171891477187849,0,0,0,0.0965337707789145,0.10196157710776,0,0,-0.0668526038823541,0,0.0319091390719562,0,-0.328019788747313,0,0,0,0,0,0,0,0.0740110320872746,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832694206572283,0,0,0.0659575358490283,0,0,0,0,0.110190889259282,0,-0.0467151174077987,0,0.295966872257342,0.556676332268577,0,0,0,0.0439213795016404,0,0,0,0,0,0,0,0,0.0282170333332322,0,0,0,0,0,-0.0364788550925968,0,0,0,0,0,0
X600690.SH,0,0,0,0.00813316254349801,0.143625857802502,0,-0.0388752859476362,0,0.224989768351186,0,-2.16840434497101e-19,0,0,0.0482211950866931,0,0,0.0439689388588425,0,0,0.00889106261192957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446975550800611,0.0586943757831933,-0.0119502864545073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.171209087022047,0,0,0,0,0,0.0792633313416434,0,0.0767935850693515,0.0725231386015731,0,0,0,0,0,0,-0.0100195586204151,0,0,0,-0.187131004050128,0,-0.0404255418299994,0,0,0,0,-0.0102603655196545,-0.0945782706948186,0,0,0,0,0,0,0,0,0,0,0,0,0.0470535859543839,0,0,0,0,0,0.0167014131380213,0,0,0.00567690006144799,0,0,0,0,0,0,0
X002304.SZ,0,0,0.451002259372481,0,0,0.0644675141939819,0,0,0.0784062740599221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192456399789788,-0.0146823173579393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646291260745772,0.00863217377568308,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0727703555399185,0,0,0,0,0,0,0,0,-0.127746378731379,0,0,0.307847472778229,0,0,0,0,0,0,0,0.12999810852932,0.144889750559422,0,0,0,0,0,0,0,0,0,0,0,0,0.0604755773452673,0,0,-0.0973785739715502,0,0,0.210662294213334,0,0,0.0194714973911785,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0141883078594334,0,0.0684275459377453,0,0.040472870987651,0,0.0519479702589471,0,0,0,0,0,0,0,0.0856645915342897,0,0,0,0,-0.0759396717421748,0,0,0,0.0792136373734666,0.070661648555936,0,0,0,0,0,-0.149933248800612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775287080147008,0,0.00684966058855923,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0149655361660331,0,0,0,0,0,0,-0.0147200478009462,0.218330798119108,0,0.106799807970582,0,-0.0233118728902376,0,0,0,0,0.00721860200404698,0,0,0.00582232594594295,-0.0385690439154129,0,0,0,0,0,0,0,0,0,0,0,0.0681210915897994,0,0,0,0,0.0575613378700444,0,0.0366109567038377,0,0.0139380005670144,-0.00413280208133961,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542089864085242,0,0,-0.111110332949955,0,0,0,0,0.118378700194775,0,0,0.0122323231809835,0,0,0,0.0592877603289479,0,0,0.190830282623614,0.0650378065476425,0,0,0.0124134193262795,0,0,0.0472345499423336,0,0,0,0,0,0,0,0.0726969840079711,0.0216671657628633,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.0150796334442537,0,-0.0655462841009867,0,0,0,0,0,0,-0.0371934850749586,0,0,0,0,0,0.158084037375369,0,0,0.178645316315669,0,0,0,0.0635156826778639,0.00936737732447472,0,0,0,0,0,0,0.00766577238705468,0,0,0,0,0,0.00341904481245392,0,0,0,-0.0348056114320946,0,0,0,0.181354039363634,0.0200973524140682,0,0.0425148702017216,0,0,0,0,0
X002371.SZ,0,0,0,0,0.176706398191187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270140885704622,0,-0.216728746377077,0,0,0,0.0355042013250603,0,0,0,0.134570215122467,0,0,0,0,0,0,0,0.100836003688506,0,0,0,0,0,0,0,0,-0.402859905703479,0,0,0,0,-0.0223006543193981,0,0,0,0,0,0,0
X600031.SH,0,0.146966888406569,0,0.00981408122364296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580478486523492,0,0,0.00891061824711644,0,0,0,0,0.0595637854571564,0,0.054384690279904,-0.0540130999710028,0,0,0,0,0,0.181272884079261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0.103098355317533,0.0946459234750195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708896018516642,0,0,0.0464861226054757,0,0,0,0,0,0,0,0,0,0,0.236212494521675,0,0,0,0,-0.0514451842073846,0,0,0,0,0,0,0,0,0.00682288042270723,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0704823927424245,0,0,0,0,0,0,0,0,0,0,0.0969492406457536,0,0,0,0,0,0,0.0293364954781031,0.117372554631646,0.00268962120617564,0.0647047406601812,-1.73472347597681e-18,0,0,0,0,0,0.0320857317942856,0,0,0,0.0162996843000268,0,0,0.337059567591023,0,0,0,0,0,-0.0112238281325837,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127124916224654,-0.0122883035179376,0.0462474852088877,0,0,0,0,0,0,0.0451220486374335,0.62412366262171,0.135820158290983,0,0.0304095747011917,-0.0283069791585723,0,0,0,0,0,-0.0049013067349346,0.0332534685023997,0,-0.0182870785611366,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,-0.103736302293375,0.0919700652474275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03811438856879,0,-0.319050396125802,0,0,0,0,0,0,0,0,0.111369085552528,0,0.0629932696952533,0,0,0,0,0,0.0369517289354104,0,0,0,0,0,-0.071033081498787,0,0,0.0378819798832319,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2090283569065,0,0,0,0.00405846170538397,0,0,0,0,0,0,0,0.00834204273814298,0.0430792315918881,0,0,-0.00194267776201365,0,0,0,0.0144397209439049,0.0794528678224061,0.187478660329427,0,0,0,0.00727709278762562,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0429778305629601,0,0,0,0,0,0,0
X002179.SZ,0,0,0,-0.0573008953768533,0,0,0,0,0,0,0.0333815972120716,0,0,0,0,0,0,0,0,0.00960292153898757,0,0,0,0,0,0,0,0,-0.0292245841318672,0,0.0348265739168953,0,-0.0630976079440167,0,0,0,0,0,0,0.287948309141957,0,0.0743188247238997,0,0,0,0,-0.0812278533321072,0,0,0,0,0.014867081049529,-5.42101086242752e-20,0,0,0,0,0,0
X600703.SH,0,0,0,0.119634787377857,0,0.287779906039136,0.00526306625655268,0,0,-0.684766593933323,0.139510177535056,0,0,0,0,0,0,3.46944695195361e-18,0,0.467958440890005,0,0,0,0,0,0,-0.14199132263144,0,0,-0.306803310577141,0.0941069147838469,0,0.38500829920099,0.144932407978264,0,0,0,0,0,0,0,0,0.15637982530965,0,0,0,0,0,0,0,0.115576544430525,0,-0.111831131896161,0,0,0,0,0,0
X600089.SH,0,0,0,0.0212839725924467,0.071372336034228,0,0.128027085069967,0,0,0,0,0,0,0,0,0,0,0,0.0303112650426483,0.217363973426108,0,0.169350726544668,0,0,0,0,0.0145368486515281,-3.46944695195361e-18,0,0,0,0,0,0.0414820031388883,0,0,0.0316291068482025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581931179907294,0,0,0,0,0,0,0
