,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X600089.SH,X002236.SZ,X002179.SZ,X000100.SZ,X600372.SH,X002241.SZ,X000661.SZ,X000977.SZ,X600584.SH,X600702.SH,X002180.SZ,X601877.SH,X000157.SZ,X600522.SH,X300142.SZ,X600460.SH,X600741.SH,X002074.SZ,X002463.SZ,X600183.SH,X000733.SZ,X300003.SZ,X000066.SZ,X002007.SZ,X600487.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0149563804939901,0,0.125362470141897,0,0.0899256006645126,0,0,0,0,0.046919861862066,0,0,0,0,0,0,0.0826448420817227,0,0.00105419906396875,0,0.000924539175878099,0,0,0,0,0,0,0,0,0,0,0,0.0780964855629255,0,0,0,0,0,0,0,0.0525555053506176,0,0.0446110618036052,0,0,-0.0352193307715215,0,0,0,0,-0.00367108749151393,0.00696612961495299,0,0,0,0,0,0
X000858.SZ,0,0,0,0.108910792179222,0,0.0363097870930741,0.0347844149856667,0.195285281756041,0,0,0,0,0,0,0,0,0,0.0506129812654804,0,0,0,0,0,0,0,0.0129118740199321,0,0,0,-0.0150347962307438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345234278080206,0,0,0,0,0,0,0
X002415.SZ,0,0.0712952761269928,0,0,0.0637076153110684,0,0,0,0,0,0,0.0111316865574388,0,0,0,0,0,0,0,0.0346970985164519,0,0,0,0,0,0.130543845675847,0,0,0,0,0,0.0714500821217821,0,0,0.0103270893424211,0,0,0,0,0,0,0.0868745915333023,-0.0725215831364237,-0.0394842117581692,0,0,0,0,0,0,0,0.0295633423053476,0,0,0,0,0,0,0
X000568.SZ,0,0.468704364865933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838912693472872,0,0,0,0,0,0,0,0,0,0,0,-0.0309916285980684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0643200842540025,0,0,0,0,0,0
X600276.SH,0,0.043639303563026,0.00157853037734033,0.0950876714977937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139855287155835,0,0,0,0,0,0,0,0,-0.0289682306157022,0.0810187425845555,0.126649330965177,0,0,0,0,0,0,0,0.022328118729216,0,0,0,0.15517752033919,0.00457099118531728,0,0,0.0896979085415521,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.154137676149671,0,0,0,0,0,0.145150532724539,0,0,-0.0112920332448175,0,0,0,0,0,0,0.0758926911036393,0,0,0,0,0.0568703776947437,0,0,0.0462793587531851,-0.198210446567485,0,0,0,0.0693215679348353,-0.0275630954239715,0,0,0.145599687851715,0,0,0,0,0,0,0,0,0,0,0,0.00861397967027258,0,0,0,0,0,-0.0388644754152444,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0748132077963325,0,0.00241100621326079,0,0,0,0,0,0,0,0,0,0.200008093866361,0,0.0142552641474259,0.0163463046964139,0,0,0,0,0,0,0,0.0357228182005431,0,0,0,0,0,0,0,0.0513882642379426,0,0,0,0,0,0,0,0,0,0,0,0.00939698011106322,-0.0299194961737424,0,0,0,0,0,0
X002304.SZ,0,0.373726526064453,0,0.286331760900455,0.00817612757692811,0,0,0,0.0180322605199205,0,-0.022210221667274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129144047524049,0,0,-0.13438214960567,0,0.0343074545179449,0.0313467440106242,0.0511719771039992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0734417463624239,0,-0.0258499968267642,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.264905128502506,0,0,0,0,0,0.0179282035955057,0,0,0,0.099676043556634,0,0,0,0,0,0,0,0,-0.0948466219133631,0,0,0,0,0.0406729096405324,0.02647470144997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281023335057488,0,0,0,0.0416908665965792,0,0.0117836803072563,0,0,0,0,0,0
X002475.SZ,0,0,0.00597434727797374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106706890396548,0,0,0.0679602182266952,0.13616312568195,0,0.0340143497100763,0,0,0,0.174426254940402,0,0.020480196068929,0,0,0,0,0,0,0,0,0,0,0.12108052712875,0,0,0,0,0,0.0306578584583982,0,0,0.0215920094210353,0.0309530575184504,0,0,0,0,0,0
