,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X000100.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002236.SZ,X600271.SH,X002456.SZ,X600118.SH,X600177.SH,X000157.SZ,X002085.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X600867.SH,X000559.SZ,X002292.SZ,X002294.SZ,X600089.SH,X002426.SZ,X601877.SH,X600522.SH,X002180.SZ,X002506.SZ,X002074.SZ,X000536.SZ,X000623.SZ,X000981.SZ,X600498.SH,X002508.SZ,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0188887747040578,0,0.387325858440287,0,0,0.0503079740780561,0,0,0.0702373377126671,0,0,0,0,0,0,0,0.0156830249292707,0.0427739941477762,0,0,0.028210057851092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358895536658776,0,0.0015209022646028,0,0.0299659527510856,0,0,0,0.00437652186122834,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.150792187949126,0,0,0,0,0,0.61824590602014,0,0.0205436765257411,0,0,0,0,0,0,0,0.155599031900676,0,0,0,-0.0465360712067051,0,0,0,-0.118389447647075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811897139627084,0,-0.0958312851533404,0,-0.052026401293699,0,0,0.236794928135247,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.357483862346126,0.156707634747867,0,0,0,0,0,0,0,0,0,0,0,-0.0358365711494163,0,0,0.0107445187178635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962468392732084,0,0,0,0.215013172782499,0.15418474129637,0,0,0,0,0,0.0193175765459262,0.126291126165643,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0753342349576846,0,0,0,0,0,0,0.0500431202952361,0.0379300162954665,0,0,0,0.0782572623014342,0,0,0.0218807005267658,0,0,0.122004306604502,0,0,0,0.0434335691167092,0,0,0,0,0,0,0,-0.069800242593517,0,0.0191990769709627,0,0,0.28174256644488,0,0,0,0.0160834174478005,0.00453407133650196,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.154097539411943,0,0.0774756461149974,0.0988653984543795,0,0,0.426218414976072,0,0,0,0,0,0,0,0.0019609471234284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.018621496980454,0,0,0,-0.0188528940235145,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.124348632848542,0,0,-0.0460355905553965,0,0,0,0,-0.00954259668690981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12588195389965,0,0,0,0,0,0,0.148556180614351,-0.100589333793321,0,0,0,0,0,0,0,0,-0.00598200335294241,0.00406194715450128,0,0,0,0,0
X002304.SZ,0,0.0147279586222431,0,0,0.0391645490347144,0,0,0,0.103819780175026,0,0,0,0.157978721388469,0,0.157807185211681,0,0,0,0,0.0340769882813408,0,0,0,0,0,0,0,0,0,0,0.05313717317736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139072373706,0,0,0,0.0158877585274191,0,0,0,0,0,0
X000725.SZ,0,0,0.0517668574416851,0,0,0,0,0,0,0.136028739610669,0,0,0,0,0,0,0,0,0.143871419402073,0.0060533071977176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161034623844515,0.160412410090208,0,0,0,0,0,-0.0119991584010978,-0.00895613450482662,0.0972301403911267,0,0,0,0,0
X000625.SZ,0,0,0.107042442262351,0,0.173732471016284,0,0,0,0,0,0,0,0.276058037567365,0,0,0,0,0,0,0,0,0,-0.0332043295983803,0,0,0.0461138347707539,0.0525919560254549,0,0,0,0,0,0,0,0,0,0,0.0871617336924968,0,0,0,0,0,0,0,0,0,0,0,0,0.0257328567888373,0,0,0,0,0,0,0
X000063.SZ,0,0.0640089417542622,0.100484274827425,0,0,0,0,0,0,0,0,0,0,0.0181958935611458,0,0,0,0,0,0.246769613080389,0,0,0,0,0.0796129814590238,0,0.0180633484692378,0,0,0,-0.0699355672363889,0,0,0,0,0,0,0,0,0,0,0,0,0.218902417552122,0,0,0,-0.0257787300835123,0,0,0,-0.0396231736782693,0,0,0,-0.134080554730944,0,0
X600690.SH,0,0,0.00869041552069443,0,0.0292369959479668,0,0,0,0,0.0930491231084628,0,0,0,0.00524666082022373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086511701867696,0,0,0,0,0.0474072006992471,0.110618781893973,0,0,0,-1.0842021724855e-19,0,0,0.05231949924421,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.0696041199315009,0,0,0,0,0.260770965837059,0,0.101494621304957,0,0,0.0570261593480935,0,0,0,0,-0.0228516489660967,0,0,0,0,0.0410658776691897,0,0,0,0,0,0,0,0,0,0,0,0.0316357146445099,0,0,0,-0.0669817994474757,0,0.0256717997664794,0.0582926105127689,0,0,0,0,-0.0243100891279108,0,0,0,0.0259214555758379,0,0,0,0,0,0
X600741.SH,0,0.525683216148718,0,0,0,0,0.0838023381633319,-0.0691626156396093,0,0,0,0,0,0,0,0.0184434152794026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797495567837935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319802841722595,0.18967750121184,0,0,0.00619734664079828,0,0,0,0,0,0
X600031.SH,0,0,0,0.0701360127848395,0,0,0,0,0,0,0.032477452618333,0,0,0,0,0,0,0,0,0.0191715860168617,0,0,0,0,0,0.306597479367483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496218994239365,0,0,0.266390438552653,0,0,0,0,0,0,0,1.73472347597681e-18,0.0157562354858687,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.201870318136155,0,0.292877232225875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538486437363677,0,0,0,0.0616919366809338,0,0,0.0798941506626227,0,0,0,0,0,0,0,0,0,0.0401610126378185,0,0,0,0.0544564143809681,0.022497184405124,0,0,0,0,0,-0.029592354971054,-0.0221766046549344,0,0,0,0,0,0
X600066.SH,0,0,-0.0322306117285033,0,0,0,0,0,0.0765631728783618,0,0,0,0.118827668006719,-0.12779864840114,0,0,0,0,0,0.126193483937369,0,0,0,0,0,0,0.00659868252373918,0,0,0,0,0,0,0.169279830212155,0,0,0.123468092214396,0,0.165434211597252,0.0640336229848684,0,0,0,0.0820243046577966,0,0,0,0,0,0.00829848475702485,-0.0389822417588223,-0.00566261942852157,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,-0.000898454697950378,0,0.000712136470262238,0,0,0,0,0,0,0,0,0,0,0,0,0.00421020999789704,0,0,0,0,0,0,-0.0057131993177417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00388462520490929,0,0.000213256182000842,0,0,-0.000840181578532559,0,0,0,0,0,0,0
X002475.SZ,0,0,-0.0658055579845148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18974032410093,0,0,0,0.0632047033431594,0,0,0,0.106615188957794,0,0,0,0,0,0,0.0383038256220679,0,0,0,0,0,0,0,0,0,0,0,0.267518958229567,0,0,0,0,0,-0.015152829668592,0.0742958486885916,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.106129543874266,0,0,0,0,0,0,0,0.156946980760014,0,0.102465468330756,0,0.172795260228794,0,0,0.215525975485155,0,0,0,0,0,0,0,0.120446574743814,0.110123445011126,0,0,0,0,0,0,0,0.109531539559959,0,0,0,0,0.00118448698937194,0,0,0.204842648636889,0,0,0.042542367095092,-0.0533068882731884,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46380900966928,0.0319421376797153,0,0,0.118003186903235,0,0,0.147369191333845,0,0,0.17327887433092,0,-0.14197840273544,-0.0228120604626168,0,0.242907438594996,0,0,0.0438409023312833,0,0,0,0,0,0,-0.0736236991435134,0.0572515985686703,0,0,0,0,0,0
X002236.SZ,0,0,0.0150351761031196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685572167140643,0,0,0,0,0,0,0.223523741763078,0,0,0,0,0,0,0.21060589831488,0,0,0,0,0,0,0.0447918257102958,0,0,0,-0.0247060073468742,0,0,0,0,0,0
X600271.SH,0,0,-0.00363817376347996,0,0,0,-0.0167677582622819,0,0,0,0,0,0,0,-0.0501947141878219,0,0,0,0,0,0,0,0.0227105502239938,0,0,0,0,0,0,0,0,0.043615820346639,0,0,0,0,0,0,0.0653471386540953,0,0.122873449159927,0.00341109373045801,0,0,-0.00828758175048355,0,0,0.0238825696755885,0,0,0,0.0457076327473569,0.178323805393767,0,0,0,0,0
X002456.SZ,0,0.121622728921948,0,0,0,0,0,0,0,0,0,0,0,0,0.0521821385441915,0,0,0.212277277541683,0.0349355156045049,0,0,0,0,0,0,0,0,0,0,0,0,0.29567223812325,0,0,0,0,0.0298532836752927,0,0.0545662656452928,0,0,0.175896852198194,0,0,0,0,0,0.0581332356630075,0.189057380362105,0,0,-0.00606487759879728,0,0,0,0,0,0
X600118.SH,0,0,0,0.13756601531304,0,0,0,0,0,0,0,0,0,0.142678537030621,0,0,0,0,0,0.114351780692897,0,0,0,0,0,0,0,0,0,0.0650539341567246,0.0687891858871049,0,0.0259069740230493,0,0,0,0,0,0,0,0.0189603192157049,0.155837547560657,0,0,0,0.0270626573134561,0,0,0,0,0.0108547113928216,0,0,0,0,0,0,0
X600177.SH,0,0.0511331074947114,0,0,0,0,0,0,0,0.0333648258161214,0.192579167847737,0,0,0.0506721184213755,0.0103534075484792,0,0,0,0,0,0,0,0.0605921218465515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334516774052013,0,0,0,0,0,0,0,0,0,0.0165183048871905,0,0,0,0,0,0
X000157.SZ,0,0,0.0969748295383364,0,0,-0.115313009887378,0,0,0,0,0,0.0459056101520243,0,0.431789749489851,0,0,0,0,0,0.0750746224791126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00194378238399627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161172963217001,0,0,0,0,0,0,0
X002085.SZ,0,0,-0.0415635876812616,0,0,0,0,0,0,0,0,0,0,0.0644103804990633,0,0,0,0,0,0,0.287429609733112,0,0.0846771267101504,0,0,0.039119172930733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232602389011487,0,0,0,0.00562055478041771,0,0,0,-0.0034811168576901,0,0,0,0,0,0
X600372.SH,0,0,8.67361737988404e-19,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0695779215292923,0,0,0.00736123467643959,0,0,0,0.0473303753218577,0.149257418150675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138044799852268,0,0,0,0,0.0150186167025295,0,0.190495912485986,0,0,0,0,0,0.0211799016629499,0,0,0,0,0,0
X002007.SZ,0,0,0.12887877008472,0,0,0,0,0,0,0,0,0,0,0,0.0656417357258785,0,0,0,0,0,0,0,0,0,0,0,0.102428859682505,0,0,0,0,0,0,0,0,0,0,0.10035683340021,0,0,0,0,0.0914790340333472,0.00513992048082919,0,0,0,0.105550971270625,0,0,0,-0.0374966501863884,0,0,0,0,0,0
X300003.SZ,0,0,0,0.0548844613078946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132905580673393,0,0,0.0483980222020883,0,0,0,0.121334463315405,0,0,0,0,0,0.0616766559217156,0.286798962070237,0.0155670349053649,0,0,0,0,0,0,0,0,0.113484557892723,0,0,0,0,0,0,0,-0.00616647544787414,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167153458239303,0,0,0,0.133800109676489,0,0,0,0,0,0,0,0,0,0,0.0695812807619882,0,0,0.0513445963967226,0,0,0,0.0666980449213745,0,0,0.0722420756254912,0.0781272377705385,0,0,0.13046169273005,0,0,0.0305548748149206,-0.021012182448802,0,0,0,0,0,0
X600867.SH,0,0,0.00106498563681777,0,0.116731302615106,0,0,0,0,0.0818926640135968,0,0,0,0,0,0,0,0,0.174878102462719,0.0592872297821862,0,0,0.0293231910647785,0,0,0,0,0,0,0.00457435331330949,0,0,0,0.0624853158024836,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00225574117866597,0,0,0,0,0,0
X000559.SZ,0,0,0.0256770435713842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581171208654672,0,0,0.112775148679745,0,0,0,0,0,0,0.182065810094997,0,0,0,0,0,0,0,0,0,0,0.0231411922904453,0,0,0,0,0,0,0.0454925963555065,0,0,0.0173489415339961,0.0102817456478935,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0.0237531924723108,0,0,0,0,0,0,0,0,0,0,0.14078771967678,0,0,0,0,0,0,0,0,0,0,0.101616546001536,0,0.353030174975136,0,0,0,0,0,0.0500536268522389,0,0,0,0,2.16840434497101e-19,0,0,0,0.0608684308970051,0,0,-0.0165884899873922,0,0,0,0,0,0,0
X002294.SZ,0,0.113647668786027,0,0,0,0.150685862754118,0,-0.121727232727229,0,0,0,0,0,0,0.0120296942665451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159433245296149,0.0196967389749479,0,0,0,0,0,0,0,0,0,0.0040696099102593,0,0,0,0.125225934925064,0,0,0,0,0,0,0.00350716532785843,-0.0158365595835244,0.0909936758180463,0,0,0,0,0
X600089.SH,0,0.032530172401475,0,0,0,0,0,0,0,0.0179355969164395,0,0.0642709687022194,0,0.0111464358870495,-0.00325565691869839,0,0,0,0,0.0297975392640677,0,0,-1.0842021724855e-19,0,0,0.12976394968243,0,0.0751798288488173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173671525380906,0,0.0367700702794991,0,0,0,0,0,0.0268401864196775,0,0,0,0,0,0,0.0302618029249042
X002426.SZ,0,0,0.0667749829066125,0,0,0,-0.225972998145848,0,0,0,0,0,0,0,-0.101659776267719,0,0,0,0,0,0,0,0,0,0,0,0.290218806244007,0,0,-0.00678313058565253,0,0,0,0,0,0,0,0.187658472929554,0.0625841969323374,0,0,0,-0.24241016415661,0,0.137138585870255,0,0.185236416421164,0.0824031792929653,0,0,-0.0800913698722374,0.018864563840939,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0942449264772686,0.185850709341388,0.118121147478137,0,-2.16840434497101e-19,0,0,0,0,0,0,0.108227461397832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160065391346168,0,0.132690582600215,0,0,0.441508651080572,0,0,0,0.00357112868674011,0,-0.151736820386139,0,0,2.16840434497101e-19,-0.00490771980804142,0,0,0,0.166205938827705,0,0
X600522.SH,0,0,0.0907565161498964,0,0.171972594999865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102569173890495,0,0,0,0,0,0,0,0,0,0,0.0764263360606263,0,0,0,0.186720302373814,0,0.00627693421704272,0,0,0,0,0,0,0,0,0,0.175857753343388,0,0.061257798102271,0,0,0,0,0,0
X002180.SZ,0,0,0.0785260092041047,0,0,0,0,0,0,-0.341502395530912,0,0,0,-0.292064147734187,0.177472974818676,0,0,0.122453582367204,0,0,0,0,0,0,0,0,0.134072175600926,0,0,0,0,0,0,0,0,0,0,0,0.0584453334990047,0,0,0.367236519863023,0.238561501821827,0,0,0.0202935260794871,0,-0.0222165861339287,0,-0.100794011080447,0.0272683980185587,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0.0222506828191895,0,0.0483955230062615,0,0,0,0.118451878726441,0,0,0,0,0,0.0749373511668738,0,0,0,0.124944572571222,0,0,-0.00941217548447602,0,0,0,0,0,0.256716859201486,0.203299353389674,0,0,0.105277114487213,0.0886609523740833,0,0,0,0,0,0,0,0,0,0,0,0,0.0380097551451542,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0.0288054315728364,0,0,0,0,0,0,0.0468574697046133,0,0,0,0.0552339265767905,0.0510897543322381,0,0,0.155283338777648,0.214600581016222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153182124645139,0,0,0,0,-0.0680318822109771,0,0,0,0,0,0,0
X000536.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273360188988586,0,0,0,0,0.0201730591567577,0.00371307944344592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210816405628537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
