,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X000338.SZ,X300014.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X000596.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000157.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X000799.SZ,X002414.SZ,X600183.SH,X600584.SH,X601799.SH,X000800.SZ,X300003.SZ,X600779.SH,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X000977.SZ,X600707.SH,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.235824533839177,0,0,0,0,0.159682320439278,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0121023643360053,0,0,-3.46944695195361e-18,0,0,0,0.0445129827297371,0,0,0,0,0,0,0.141628164241149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144485958751332,0,0
X000858.SZ,0,0,0,0,0,0.357397292128868,0.0476199929630821,0.0243536236728402,0,0,0.113004143094714,0,0,0,0,0,0,0,0,0,0,0,0,0.0143336556480414,0,0,0,0.0780538481500778,0,0,0,0,0,0,0.175807269198436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00378379297385527,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.10116879120725,0,0,0,0.139489421075193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126273120868272,0,0.253092376712027,0,0,0.0157540493749129,0.27538618979696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388202315394207,0,0,0,0,8.67361737988404e-19,0,0
X600276.SH,0,0,0,0,0,0.0917321659873573,0.0667974223913883,0,0,0.0403964825333632,0,0,0.0760701425522441,0,0,0,0,-0.0802085475619621,0,0,0,0,0,0.0148485370211388,0,0,0,0.240362182969059,0.0426775954291767,0,0,0,0,0,0,0,0,-0.0372397173190451,0.0389903630879482,0,0,0,-0.119649220982739,0,0,0,0,0,0.0156558484606898,0,0,0.012586615895084,0,0,0,0,0.0356329197264031,0,0
X000651.SZ,0,0,0,0,0,0,0,0.102703001770394,0,8.67361737988404e-19,0.0162399722122648,0,0,0,0,0,0,0.0526258904636621,0,0,0.187963593192572,0,0,0.0350967413491797,0,0.0447819834926674,0,0,0,0,0,0,0,0,0,0,0,0,-0.00387970009359957,0,0,0,-0.0204718641994869,0,0,0,0,0,0,0,0,-0.00671735062151692,0,0,0,0,-0.0119224818135948,0,0
X000568.SZ,0,0.402887035608057,0,0.102419716710329,0,0,0,0,0,0,0,0,0,0,0,0.0952250918944864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17535136338015,0,0,0,0,0,0,0.111341177309058,0,0,0,0,-0.0165444464597913,-0.0227092902686172,0,0,0,0,-0.0544426231603095,0,0,0,-0.026488701112682,0,0
X600809.SH,0,0,0,0,0,0.0198807017427692,0,0,0.304200813806603,0,0,0,0,0,0,0.149612389614814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128500930465982,0,0,0,0.351510282247849,0,0,0,0.00126198898016166,0,0,0.075936756526348,0,0,0,0,0,0,0,0,0,0,-0.0660716861495056,0,0,0,-0.0126705434751467,0,0
X600690.SH,0,0,0.103261936213414,0,0.119973368933304,0,0.169295306819471,0,0,0,0,0,0,0.117221476489274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128968585297925,0,0,0,0,0.073055738834866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386268136133783,0.144699773239739,0,0,0,0.0113974323413804,0,0,0,-0.0149088597828147,0,0
X600031.SH,0,0,0,0,0,0,0.108203552944746,0,0,0,0,0,0,0,0,0,0,0.142618955289583,0,0,0.168006476320235,0,0.0757178691867592,0.131230712855434,0.0100672535167588,0,0,0.0499297012407145,0,0,0,0,0,0.214868201195914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227897014868405,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0394099162707003,0,0,0,0,0,0,0,0,0,0.0219261948242894,0,0.126096069185944,0,0,0,0.343833936153979,0,0.0509867712896016,0,0,0,0,0,0.0368636168663182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00669913349361817,0,0,0,0,0.0214371534814519,0,0,0,0,0,0
