,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X601877.SH,X002456.SZ,X300124.SZ,X000625.SZ,X600066.SH,X600809.SH,X600487.SH,X000100.SZ,X600271.SH,X002241.SZ,X600867.SH,X002294.SZ,X600566.SH,X300136.SZ,X000981.SZ,X600522.SH,X000050.SZ,X000157.SZ,X002508.SZ,X002179.SZ,X600089.SH,X300142.SZ,X600177.SH,X000596.SZ,X000661.SZ,X600498.SH,X000977.SZ,X600699.SH,X600584.SH,X600707.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.033068428752543,0,0.45749869893442,0,0.0123519090707658,0,0,0.136150331214507,0.0373997495239315,0,0,0,0,0,0,0,0,0.101957930826553,0,0,0,0,0,0.00238303717125538,0,0,0,0,0,0,-0.0244363448382895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125763236382935,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.042478647439429,0,0,0,0,0.408635979927148,0,0.0103045947327839,0,0,0,0,-0.131342123498827,0,0,0,-0.0144696944093015,0,0,0,0,0,0,0,0.0464704694289982,0,0,0,0,0,-0.185350413799182,0,0,0,-0.126148196556839,0,0,0,0.18346285920357,0,0,0,0,-0.0220097966596468,0,0,0.112832920609583,0,0,0,0
X002415.SZ,0,0,0,0,0.158493574671581,0.00173169002061165,0,0,0,0,0.0240055534626928,0,0,0,0.0931752447148716,0,0,0,0,0,0.0134629678408707,0,0,0,0,0.36295522827823,0,0,0,0,0,0,0.135229382431611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.31640165352042,0,0,0,0,0.303674155190555,0,0,0,0,0,0,0,0,0.0140774911934885,0,0,0.0274345752895491,0,0,0,0,0,0,0,0,0,0,-0.0142628207183388,0,0,0,0,0.112644072786177,0,0,0.0926252380582446,0,0,0,0,0,0,0,0,0,0,0.00723438031302315,0,0,0,0,0,0,0
X000858.SZ,0.266708671439157,0,0,0.214755594828225,0,0,0,0,0,0,0,0.447395792280162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207371658036043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0.062373659164675,0,0.0644257435123499,0,0,0.094042019082038,0,0,0,0,0,0,0,0,0,0.172258722804287,0,0,0,0,0,0,0.063445536552433,0.223676517459752,0,0,0,0,0,0.0308425714561035,0,0,0,0,0,0.00933694343131953,0,0,0,0,0,0.0990744418672175,0,0,0,0,0,0,0,-0.0724268829002308,0.027445483833913,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.246553457223032,0,0,0,0,0,0,0.091062108638557,0,0,0,0,0,0,0,0,0,0,0.234626022020882,0,0,0,0,0,0,0,0,0,0,0,0,0.517316739320596,0,0,0.0168256490302926,0.0656964967388601,0,0,0,0,0,0,0,0.0192978257622193,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.329549943972541,0,0,0,0,0,0,3.46944695195361e-18,0,0.201514813403747,0.0230653183091594,0,0,0,0,0,0,0,0,0,0.0584674514296216,0,0,-0.0132042560488865,0,0,0,0,0,0,0,0,0,0.241576822899507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027452954465117,-0.0173670144892842,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.1729994496212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424422332287299,0.255437683354125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176783993128137,0,0.16590965197828,0,0,0,0,0,0,0.0509950510061742,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.316247019855871,0.192873833724128,0,0,0.140905891270942,0,0,0,0.0602479932734832,0,0.0830267734358936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331357663212981,-0.122394110243615,0,0,0,0,0,0,0,0,0.0548728162285235,0,0,0,0.021654900616901,-0.00916153752419772,0,0,0,0,0,0
