,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X002241.SZ,X601877.SH,X600741.SH,X000733.SZ,X000100.SZ,X002074.SZ,X600522.SH,X600702.SH,X600460.SH,X000157.SZ,X600584.SH,X600884.SH,X000799.SZ,X000800.SZ,X300003.SZ,X600487.SH,X000066.SZ,X002414.SZ,X002236.SZ,X601799.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.25962932284168,0.0556710989042558,0,0.241711542390266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471324206076751,0,0,-0.0439166552340366,0,0,0,0,0,0,0,0,0.0295747131678283,0,0,0,0,0,0,0,0,0,-0.00380855147235907,0,0,0,0,0,0,0
X000858.SZ,0.263377693066686,0,0,0,0.435191408825844,0,0,0,0,0,0.0244710766557504,0,0,0,0,0,0,0,0,0,0.00664120251901951,0,0,0,0,0,0,0.115105192055778,0,0,0,0,0,0.0227237576975559,0,0,0.0137874932582688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146981513676126,0,0,0,0,0,0,0
X600809.SH,0.36586077362135,0,0,0,0.490851059842472,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0922249165876659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545110686538158,-0.00953385014540311,0,0,0,0,0,0,0,0,0,0,-0.00583363129411476,0,0,0.0010282725705786,2.16840434497101e-19,-0.0213694974282098,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0530317091138712,0,0,0,0,0,0,0,0,0,0.0716533360425069,0,0,0,0,0,0,0,0,0.0851834203182971,0,0,0,0,0.0790839609087394,0,0,0,0,0,0,0,0,0,0,0,0.126722702540185,0,0,0,0,0.0183703207216173,0.0677441053062934,0,0.229597787577254,0,-0.00851495754301073,0,0,0,0,0,0,0
X000568.SZ,0.336755031547257,0.322733345038849,0.560229361138141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430977003439605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227695849422718,0.00951495994065551,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.00353375154065307,0,0,0,0,-0.0883106878689722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868951949923153,0.0142440670136563,0,0,0,0,0,0,0,0,0,0,0,0.0763132636480261,0,0.173954779139471,-0.127001101382978,0,0,0,0,0,0,-0.0119375517124676,0,0,0,0,0,0,0
X600690.SH,0.054095923074545,0,0,0,0.213748527313168,0,0,0,0,0,0,0,0,0,0,0,0.0656910333419278,0,0.02486432799552,0,0,0,0,0,0.00151732054498305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224513919888228,0,0,0,0,0,0,0,0,0,-0.0133226118085168,-0.0597611213314115,0,0,0,0,0,0
X002304.SZ,0,0,0,0.164141605746234,0.373429452424643,0,0,0,0,0.0171218844204214,0,0,0,0,0,0.0506287441597497,0,0.0708398334329008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10399387042584,0,0,0,0,0,0,0,-0.0641301008506622,0,-0.0692962939851475,0,0,0,0,-0.00464127510495029,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.17048231366688,0,0,0,0.00921643565213232,0,0,0.195916000413502,0,0,0,0,0,0,0,0.032254128829643,0,0,0,0,0,0,0.0593053580494362,0.0263492490602155,0.207452001020848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477153925196929,0,0.0526753953502741,0,0,0,0,-0.01469349408458,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.00299760644264157,0,0,0,0,0,0.315423486744187,0,0,0,0,0,0,0,0,-0.102805584865296,0,0,-0.117547597489804,0,0,0.0534625409282334,0,0.0249116757007007,0,0,0,0,0.142740599898327,0,0,0,0.101436412842308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104594857237131,0.0213929440267231,0,0,0,0,0,0
