,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X300003.SZ,X600031.SH,X002236.SZ,X000063.SZ,X002008.SZ,X600867.SH,X600809.SH,X300124.SZ,X002456.SZ,X600271.SH,X000596.SZ,X601877.SH,X600487.SH,X000661.SZ,X600566.SH,X000625.SZ,X600066.SH,X000100.SZ,X002294.SZ,X002179.SZ,X000977.SZ,X002241.SZ,X002007.SZ,X300136.SZ,X300142.SZ,X000157.SZ,X002180.SZ,X000981.SZ,X000050.SZ,X600498.SH,X000869.SZ,X600522.SH,X002049.SZ,X600779.SH,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.198033805953232,0.125625384583816,0,0.0183337668975437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252829706694609,0,0,0,0,0,0.033686441699926,0,0,0,0,0,0,0,0,0,0,0,0.0323919288199783,0,0,0,0,0.0437835440007795,0.0762757587540269,0,0,0,0,0,0,0.0160788322101726,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.227215489284497,0,0,0,0.110906467825385,0,0,0.0977253288740842,0,0,0.0223101541356786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528230521524399,0,0,0,0,0,-0.0329917352845631,0,0,0,0,0.0171489340729824,0.0294149631209905,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253974860393781,-0.103559941732395,0,0,0,0,0,0,0,0,0.172518971118695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184153531791434,0,0,0,0,0,0,0
X000858.SZ,0.0868340648185464,0,0,0,0.150232182921494,0.0614386250564646,0.159459371078048,0,0.219228871961592,0,0,0,0,0,0,0,0.112092336148359,0,0,0,0,0,0,0,0.118383302084263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118479419505461,0,0.0156882642816333,0,0,0,0.00663454024570837,3.3881317890172e-21,0,0,0,0,0,0
X000651.SZ,0,0,0,0.409028785799317,0,0,0,0,0.0448599337142166,0,0.0885177360427026,0,0.0233329076581233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955188154079475,0,0,0,0,0,0,0,-0.182560540024821,0,0,0,0,0,0,0,0.130995082310795,0,0,0,0.100044103602938,0.116076918780935,0,0,0,-0.0210427289130273,0.0484147638888611,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.112867602784645,0,0,0,0,0.0594719514548986,0,0,-0.0933372567950795,0,0,0,0,0,0,0,0,0,0.344360461172327,0,0,0,0,0.0177045579429632,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.131996451716943,0,0,0,0.00962214946902701,0.0358521673344192,0,0,0,0,0,0
X002304.SZ,0,0,0.148303099876769,0,0,0.0131636503640208,0,0,0.227768049101576,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.123948140389532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300094638249862,0.0187445543463558,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052400651400287,0,0,0,0,0,0,0,0,0,-0.154754215721497,0,0,0,0,0,0,0,0,0,0.0695559720100577,0,0,0,0.0376437773787245,0.215296328083396,0.13575741394988,0,0.213425800135222,0,0,0,0,0,-4.33680868994202e-19,-0.0244087951185886,0,0,0,0,0,0
X600690.SH,0,0,0,0.481682990667258,0,0,0.163999971862621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278613064835846,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0596764588821839,0,0,0,0.0334298741347377,0,0,0,0,0,0,0,0,0,0,0,0,0.0117381888169316,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0309293026173326,0.0168448633381402,0.0780451816626241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256804419103566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475572693935605,0,0,0,0,0,0.0309278008116154,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0759654784386287,0,0,0,0,-0.250581169959237,0,0,0,0,0,0,0,0,0,0.449201451386317,0.0441560229745595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223957329423553,0,0,0.0561547442029629,0,0.204067723675223,0,0,0,0.00225649187154255,0,0,0,0,0,0,0
X600741.SH,0,0.0866516298661927,0,0.140767336158799,0,0,0,0,0.0431263131332239,0,0,0,0.00963082892656531,0,0,0,0,0,0,0,0,0,0.0403371891222382,0,0,0,0,0,0,0,0.029201912559396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396127478125999,0,0,0,0.0414520945753836,-0.00962259749141304,0,0,0,0,0,0
X002475.SZ,0,0.0171356543813391,0,0,0,0,0,0,0,0,0,0,0,0.04046700855832,0,0,0,0,0.0475955556258615,0,0,0,0.541267078819587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153992790380398,0.151289011507991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279597715699747,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14755510542863,0,0,0,0.173359791499617,0,0,0,0,0,0,0,0,0,0.0890256077618165,0,0,0,0,-0.0144311425972777,0,0,0,0,0,0,0.08405506526158,0.130263771090973,0.0858601088798218,0,0,0,0,0,0,0,0,0.0205380598735408,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.275621444992708,0,0,0,0,0,0,0,0.0753353387669949,0,0,0,0,0,0.0707002126337177,0,0,0,0,0,0,0,0,0.0106684407558194,0,0,0,0,0,0,0,0,0,0.232281310259193,0,0,0,0.0535078888335664,0,0,0,0,0,0,0,0,0.00241747756075136,-0.0755902747225318,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.123768570302191,0,0,0,0.0823071872713028,0.0597303673845544,0,0.067156331528145,0,0,0,0,0,0,-0.0212762026832673,0,0,0.0618633242663559,0,0,0,0,0,0,0,0,0,-0.176181369171027,0.0976866940757254,0,0,0,0,0,0,-0.0755909912600591,0,0,0,0,0,0.0192441098213715,0.017195260055653,0.000845998857865174,0,0,0,0,0,0
X002236.SZ,0,0,0.270141123733641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149523769494808,0,0,0,0,0,0.0966134927300066,0.119312626984376,0.456491256669086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130019981686186,0.0170448737334872,0,0,0,-0.236135592614317,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139935466911025,0,0,0,0,0,0,0,0,0,0,0,0,0.0583456650575336,0,0,0.0578318545707052,0,0,0,0,0.121008622022227,0.33527371902291,0,0,0,0,0,0,0,0.165059441632343,-0.0494605644530443,0,0,0,-0.751242699730829,0,0
X002008.SZ,0,0.136396375382604,0,0,0,0,0.162421356676513,0,0,0,0,0,0,0,0,0,0.224752882091136,0,0,0,0,0,0,0.139011204938881,0,0,0,0,0,0,0,0,0,0,0.0488741637513,0.268780721378441,0.0253159754921233,0,0,0,0,0,0,0,0,0,0,0.104592260666345,0,0,0,0.00371962412653768,0,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0655961825804879,0,0.167172304339256,0,0,0.039405434442563,0,0,0.106191872421481,0,0,0,0,0,0,0.438989114514162,0,0,0,0,0,0,-0.0247454287646812,0,0,0,0.0705797215008462,0,0,0,0,0,0,0,0,0,0,0,0,0.0184007761590603,-0.0415682327936348,0,0,0,0,0,0
X600809.SH,0,0,0,0.240136363161528,0,0,0.108247843100634,0,0.195043996053421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109501578206842,0,0,0.134559715001414,0,0,0,0,0,0,0,0,0,0,0.0906420206082362,0,0,0,0,0,0.204314233133597,0,0,0.0797225161183488,0,0,0.150788357001662,0.00577680580211287,0.00943825135838573,0,0,0,0,0,0
X300124.SZ,0,0.141126042430828,0,0,0,0.225097292079154,0,0,0,0,0,0,0,0,0,0,0,0,0.201330666192667,-0.020156922140663,0,0,0,0,0,0,0,-0.263931275723096,0,0,0,0,0,0,0,0.160423122654566,0,0,0,0,-0.0311523474096206,0,0,0.0326749368833568,0,0,0,0,0,0,-1.73472347597681e-18,-0.0097122305493536,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.127378972002816,0,0.42176293889631,0,0,0,0,0,0,0,0,0,0,0.00647079606940612,0,0.027227226791074,0,0,0,0,0,0,0,0,0.144320235752641,0,0,0.280722023037524,0,0,0,0,0,0,0,0.0468888986860548,0,0,0,0,0,0.00500528348312875,0.00686941992217326,0,0,0,0,0,0
X600271.SH,-0.076012472843794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177659555115047,0,0,0,0,0,0,0,0.344007890021882,0.268530526180472,0,0,0,0,0.2300859916114,0,0,0,0,0,0,0,0,0,0,0.00185595352047941,-0.0524815101804629,0,0,0,0,0,0
X000596.SZ,0,0,0,0.0490969732867178,0,0,0,0,0,0.35355350058642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023007131335401,0,0,0,0,0,0,0,0,0,0,0,0,0.0300725246124658,0.0510281253165738,0,0,0.108622979625981,0.0512045328101452,0,0,0,0,0,0.119612542856514,0,0,0,0.00036078337127045,0.00239837614583947,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.12863710347546,0,0,0,0,0.0887927757827636,0,0,0,0,0.00317915135115563,0,0,0,0,0,0,0.0935726552286786,0.0394826911480958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175463703537492,0,0,0,0.0300849161313906,0,0.0359551851074822,0,0.0921930192261964,-0.249265228667191,0,0,0,0,-0.0543356985461577,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100440534990604,0,0,0.192063917960333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115533195244435,0,0,0,0,0,0,0,0,0,0,0.209456469712105,0.151041431016554,0,0.483169301798257,0,0,0,0,0,-0.00594661952814992,-0.00298442616284678,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0201733391199685,0,0,0,0,0,0,0,0,0,0,-0.0534442401028366,0,0,0.412409419772803,0.0980722438734351,0,0,0,0,0,0,0,0.241449744202281,0,0,0,0,0,0,0,0.137844531626769,0,0.0531168019085006,0,0.0605326242162185,0,0,0,0,0,0,0,0,0,0,-0.00758325071796067,-0.0141546940427558,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0.101572942422446,0,0,0,0,0,0,0,0,0.0571236991978715,0,0,0,0,0,0,0.12298559167139,0,0.122032756463664,0,0,0,0.352596354758157,0,0,0,0,0,0,0,0,0,-0.0104997106177977,0.0806649829317763,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106848413014587,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.10494077112692,-0.0769577352810378,0.0177115984716959,0,0,0.164599531342797,0,0,0,0.0402518635423063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396689345616654,0,0,0.207828468262905,0,0,0,0.102647489843876,0,0,0,0.150764308860425,0,0,0,0,0,-0.00617353115855126,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.0663304073851169,0,0,0,0.0496766199061178,0,0,0,0,0.036992890933652,0,0,0,0,0,0.0569266034573804,0,0,0,0.233002519827108,0,0,0,0,0,0,0,0,0,0,0.0726366249341531,0,0,-0.172966557205021,0,0,0,0,0,0,0,0,0,0,0.0306849842468491,0.133187857490013,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.238753397345818,0,0,0,0,0,0,0,0,0,0.00501600715198464,0,0,0,0,0.0774390410221392,0,0,0,0.226479440693883,0,0,0,0,0,0,0,0.00510476549196381,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0220625200721103,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0.187157997295764,0,0,0,0,0,0,0,0,0,0,0,0,0.0537829216041094,-6.93889390390723e-18,0,0,0,0,0,0,1.73472347597681e-18,0.108937759859287,0.357519603125464,0,0,0,0,0,0.0880085958594759,0,0,0,0.0670714054357291,0,0,0,0,0,0,0.135494671332293,0,0,0,0,0,0.0143945220887951,-0.0156573261438399,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0.149249495865001,0,0,0,0,0,0,0,0,0,0.186141902934734,0,0,0,0,0.119041488291172,0,-0.158645248398547,0,0,0,0,0,0,0,0,0,0.0746793880406274,0,0,0,0,0.133167434019613,0,0,0.098460895890194,0,0,0,0,-0.0455357005153155,0,0,-0.0156570549755433,0.0175996960753843,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,-0.0736472938749977,0,0.0553424274161062,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0440273598068985,0,0,0,0,0.239631327592469,0,0,0,0.0745107382165075,0,0,0,0,0,0.131508767429651,0,0.242734162540187,0,0.0419054626192158,0,0,0.221918943728901,0,0,0,0,0,0.155857437167601,0,0,0,0,-0.0282450057481526,-0.0366996130880635,0,0,0,0,0,0
