,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000100.SZ,X002456.SZ,X600271.SH,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X600867.SH,X300124.SZ,X300003.SZ,X002294.SZ,X002506.SZ,X002074.SZ,X002426.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X002508.SZ,X600566.SH,X002465.SZ,X000981.SZ,X000050.SZ,X000869.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.10517598274416,0,0,0,0,0,0.020029723185656,0,0,0.0310944234482164,0,0.07015427152858,0.0911974871836535,0,0,0,0,0,0.00833967704290775,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452842654056564,0,0,0.0698779036697664,0,0,0,0,0,0,0,0,0.0169465543539452,1.73472347597681e-18,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013571829427674,0,0,0,0,0,-0.0357548912141104,0,0,0.335073037400636,0,0,0.0967633978924985,-0.0100356130073544,0,0,0,0.0721535210904694,0,0,0,0,0,0.0851357166175613,0,0,0,0,0,0,0.151853010099584,0,0,0,0,0.0179369397330394,-0.0114656281027139,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358893542175563,0,0,0,0,0,0,0,0.0743195122275296,0,0.0513043971174019,0,0,0.0129986368048981,0.0573138576914943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527107277560508,0,0,0.0362019267147726,0,0.067428811615999,0.0115587183668626,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191521970845144,0.0136119437707531,0,0,0,0,0,0,0.0399930583367733,0,0,0,0,0,0,0,0,0,0,0,0.0934956599309882,0,0,0.00260445472943294,0.11327275357745,0,0,0,0,0,-0.107868807922041,0.0921466113602874,-0.0971504610980865,0,0,0,0,0
X000858.SZ,0,0,0.0990673805934719,0,0,0,0,0,0,0,0.166973025241404,0,0,0.255540089346221,0,0,0,0,0,0,0,0,0,0.0395028013037494,0,0,0,0,0,0.123200793007887,0,0.00313205995309527,0,0.0811846311674426,0,0,0,0.157137507840429,0,0,0,0,0,0,0.0107554205304797,0,0,0,0.0762815817457461,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738206084398373,0,0,0,0.232847497408303,0,0.150217076415677,0,0,0,0.0699062147450524,0,0,0,0,0,0,0,0,0,-0.0305085914004021,-0.0195267907786606,-0.0198188311961024,0,0,0,0,0
X002304.SZ,0.0532690642222267,0,0,0,0.181622543607096,0,0,0,0,0,0,0,-0.0459458396625032,0,0,0,0,0,0,0,0,0,0.0551334951287192,0,0,0,0.0144044774404556,0,0,0,0.0415648809756008,0,0,0,0,0,0,0,0,0,0,0,0.180422275612591,0,0,0,0,0,0.075622503508857,0,0,0,0.0204725468407119,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748441219836101,0.0801653855908372,0,0,0.0242149376098993,0,0.0769002221146474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680843020172946,0,0,0,-0.0307499872794261,0,0,0,0,0,0.0310782791423438,0,-0.0867865891867264,-0.00314735800644536,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0235957870308048,0,0,0.0523978245846168,0,0,0,0,0,0,0.0152449735223267,0,0,0,0.0282444884370009,0,0,0,0,0,0,0,0,0,0,0,0,0.132097217197656,0,0,0,0,0,0,0,0.0336154276025893,0,0,0.0989117519803054,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237945356132186,0,0,0,0,0,0.0388558545557626,0,0,0,0,0,0,0,0.111323489501085,0,0,0,0,0,0.185029492850484,0,0,0.174539732892926,0,0.0326462975117683,0.126344055505852,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.172898584971028,0,0,0,0,0,0,0,0,0.0511682085713952,0,0,0.122001480977212,0.0608471092118092,0,0,0,0,0,0,0,0,0,0,0,0.0257710045748664,0,0,0,0,0,0,0,0,0,0.0267881482078753,0.162040606124232,0.179376138850575,0.0709903884213493,0,0,0,-0.0840355051151482,0,0,0,0,0,0.0137577718991321,0,0,0,0,0,0
X600741.SH,0,0.0149241016349139,0,0,0,0,0,0,0.104565460081927,0,0,0,0,0,0,0,0,0,-0.104097959591513,0,0,0,0,0,0,0.218624822414666,0,0,0.0502536066664011,0,0,0.055853849856915,0,0,0,0,0,0,0.012411943749731,0.139618505162794,0,0,0,0,0,0,0.052968220002215,0,0,0,0,0,0.0270181769289403,0,0,0,0,0,0
X600703.SH,0,0,0,0.128894469307031,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.12652526568831,-0.020983295217831,0,0,0,-0.0589933308528248,0,0,0,0,0,0,0,0.0563576734616191,0,0,0,0,0,0.079046301848356,0.0539566261541865,0,0.0434438239124408,0,0,0,0,0,0,-0.0652870211194764,0,0,0,0,-0.00613967531336738,0.0463121884555474,0,0,0,0,0,0
X000568.SZ,0.0679929067576261,0,0,0,0.259263545529295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386137780593544,0,0,0,0,0,0,0.0615933274714971,0.128649831174638,0,0,0,0,0,0,0,0,0,0,-0.0843012857748321,0,0,0,0,0,0,0.0489815731497667,-0.0466972643960704,0,0,0.0162166239051087,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0917770876021858,0,0,0.0896145219304981,0.017594241324429,0,0,0.0144808867050095,0.0904156896100191,0,-0.0607000876147716,0,0,0,0.0208275580448935,0,0,0.0221825651579678,0.0490249182483843,-0.0999000807921941,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.138434995076579,0,0,0,0,0,0,0,0.157448177762698,0.0645040304227237,0,0,0.214721567215486,0,0,-0.0144331308650782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305266236830435,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.00769452220662255,0,0,0,0,0.116893663540397,0,0,0.0383797952597117,0,0,0,0,0.049982961364047,0.18701182240249,0,0,0,0,0,0,0,0,0.263925322387465,0,0,0.130902874083874,0,0,0,0,0,0.169742924120564,0,-0.0378910332192092,0,0,0,0,0,0,0,0,0,0,0.0481310409622389,0.216205501476268,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.14894129711909,0,0,0,0,0.125980991938736,0,0,0,0,0.0391204319027773,0,0,0,0,0,0,0,0,0,0.126904795881914,0,0,0,0,0,0.114232310381136,0,0,0.0720480713058487,0,0.0016909031992182,0,0,0,0,0,0,0,0,0,-0.00647217529354442,-0.0381582020728936,0,0,0,0,0,0
X002236.SZ,0,0,0,0.029019278661377,0,0,0,0,0,0,0,0,0,0,0,0,0.0354221325390607,0,0,0,0.0613809397539481,0,0,0,0,0,0.110548982321314,-0.202687633524372,0,0.169586357044961,0,0,0,0.127872052249221,0,0,0.0946734883646392,0,0,0,0,0,-0.092016815324889,0,-0.0318600909283122,0,0.0301524395508606,0.240263076315946,0,0.0461107027629792,0,0,-0.0641766267698125,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549494656723079,0,0,0,0,0,0,0,0,0,0,0,0.0178752647079707,0,0.00512643202833133,0,0.00711158322413614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161182284047133,0.042332340430069,0,0,0,0.0320056323253299,0,0,0,0,0,0
