,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X002008.SZ,X600809.SH,X600867.SH,X300124.SZ,X600271.SH,X601877.SH,X002456.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X600066.SH,X600487.SH,X600566.SH,X000100.SZ,X002294.SZ,X002179.SZ,X002007.SZ,X000977.SZ,X002241.SZ,X300142.SZ,X000157.SZ,X300136.SZ,X002180.SZ,X000981.SZ,X000050.SZ,X600498.SH,X000869.SZ,X002049.SZ,X002508.SZ,X600779.SH,X600177.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.21722736011465,0.131676275558149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645019581117636,0.00485039449683243,0,0,0,0,0,0,0,0,0,0.0259992696026473,0,0,0,0,0,0,0,0.0434891817308383,0,0,0,0,0,0.0506456103418045,0.0936606758476432,0,0,0,0,0,0,0.00871732648672395,0.0074347607402362,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.377746260432261,0,0,0,0,0,0,0.135650475561492,0,0,0.0747964921968187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429724011865972,0,0,-0.0913959022619726,0,-3.46944695195361e-18,0,0,0,0,0,0.0115777470764698,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0526406843819026,0,0,0,0,0,0,0,0,0,0.146732043040584,-0.0862523138287578,0.0526192196850383,0,0,0.0525211809548485,0,0,0,0,0,0,0,0.167962058840076,0.0302694772488315,0,0.0572743345177544,0,0,0,0,0,0,0.0108447614201577,0,0,0,0,0,0,0.113424692394574,0,0,0,0,0.00314462094938936,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.148253200006302,0.099048121845641,0,0,0.187304109941356,0,0.0006750738067651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153226880030193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115142844833968,0,0.0395809942204361,0,0.00778204035293969,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.195791416022786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184144642641579,0,0,0,0,0,-0.0753738831555167,0,0,0,0.0366004983714765,0,0,0.0134235299793017,0,0,0.00868679713946253,0,0.16391021360267,0,0,0,-0.034887659290713,0.0833037290240223,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0970457812683143,0,0,0,0,0,0.0816906672462561,0,-0.0897790638496447,0,0,0,0,0,0,0,0,0,0.36872856404268,0,0,0.0259343585319532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103441598374974,0,0,0,2.16840434497101e-19,0.0508840425861656,0,0,0,0,0,0
X002304.SZ,0,0,0.132932505551733,0,0,0,0,0,0.303779705876822,0,0,0,0,0,0,0,0,-0.0478881972116924,0.0475076222245276,0.216410178401413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425184298909771,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.184425212486934,0,0,0,0,0,0,0,0,0,0,0,0.106810461010856,-0.0562597349830652,0.0745309014369394,0.314056531188175,0.136127438650884,0,0,0,0,0,0.157426278140703,-0.105491944087824,0,1.0842021724855e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0.118480644495298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107049718621787,0,0,0,0,0,0,0,0,0,-0.0453991694372623,0,0.0375484885716607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224007946386073,0.00337935972716231,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.121394195702894,0,0,0.0825072507931269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121644347566148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136450525482204,0,0.0854785756344809,0,0.110776335651865,0,0.0435619090246563,0.000881577675659816,0,0,0,0,0,0
