,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600271.SH,X300003.SZ,X002007.SZ,X600703.SH,X000157.SZ,X002236.SZ,X300124.SZ,X300142.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X600776.SH,X600177.SH,X002371.SZ,X000977.SZ,X000066.SZ,X600498.SH,X300146.SZ,X600487.SH,X002506.SZ,X600183.SH,X600867.SH,X600066.SH,X000050.SZ,X600522.SH,X002129.SZ,X600118.SH,X002049.SZ,X600566.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.132904537691803,0,0,0,0,0,0.0552959771429898,0,0.0645634905152964,0,0,0,0,0,0.0142039513131486,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0515378329346806,0,0,0,0,0,0,0,0,0,0,0.055318539456373,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00116504105287634,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.00973893085140832,0,0,0,0,0.261746111946294,0.0142886160073587,0,0.0660889037335884,0,0,0.456875185450548,0,0,0,0,0.0325424775427721,0,0,0,0.0800836287736246,0,0,0,0,0,0.0193203235602716,0,0,0,0,0,0,0,0,0,0,0,0.00288970151403613,0,0,0,0,0,-0.00936793909792941,0,0,0,0,0,0,0
X000651.SZ,0,0.0637785688125484,0,0,0,0,0,0,0,0,0,0.157808415973393,0,0.0990348130250525,0,0,0,0,0,0,0,0,0,0,0,0.0160931700080645,0,0,0,0,0,0.0092344416462142,0,0,0,0,0,0,0,0.0618296297242824,0,0,0,0.00964547886874795,0,0,0,0,0,0,0,-0.0453739589290997,0,0,0,0,-0.00564411416136334,0,0
X600104.SH,0,0,0.0326691614830979,0,0,0.0788225223178527,0,0,0,0,0,0.109788769021851,0.02237677373916,0,0.050521803440307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293408252844104,0,0.0210502366999083,0,0,0,0,0.0125112326597402,0,0,0,0,0,0,0,0.0424245327347994,0,0,0,0,0,0,0,-0.0184989198715323,0,0,0,0,0,0,0
X600276.SH,0,0,0.138578913846349,0,0,0,0,0,0,0,0,0,0,0.0215869914500389,0.0862008439290819,0.0252945806697346,0.0900691714000209,0,0,0,0,0.0278241219946964,0,0.0956225685591462,0,0,0,0.0478693510609826,0.0699145191484151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0263392749167234,0,0,0,0,0.0338543080527717,0,0.0274428379444944,0,0,0,0.084308121459053,0.0802488895711765,0,0,0,0,0,0,0,0,0,0,0.447437514884025,0,0,0,0,0,0,0,0,-0.022063310116913,0,0,0,0,0,0,0,0,-0.0029263063330938,0,0,0,0,0,0,0,-0.0279680055435048,0,0,0,0,-0.0396909679180847,0,0
X002304.SZ,0,0.120140049562452,0.22995301729542,0,0,0,0,0,0,0,0,0.0182775476408729,0,0,-0.0048125867574535,0.213896265025733,0,0,0.147874384369156,0,0,0,0.108867294078563,0,0,0,0.0316767271947311,0,0,0,0,0,0,0,0.00560282813422432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314284489652669,0,0,0,-0.00114900084507123,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169559923132103,0,0,0,0,0,0,0,0,0,0.180692313287142,0,0,0,0,0,0,0.0332791797088348,0.157845699867433,0,0.0880805565391294,6.93889390390723e-18,0,0,0,0,0,0.082088433683136,0.0138104565111068,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0465631258678906,-0.0528580544017312,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138907868331963,0,0,-0.0750626000263337,0,0,0.21018321172852,0,0,0,0,0,0,0,0,0,0,0.00505737780380214,0,0,0,0,0,0,0,0.0605378670229687,0,0.149937435212494,0,0,0.257152738090222,0,0.0810556701601434,0,0,0,0.0941772980458256,0,-0.0266883573671511,0,0,0,0,0.0440875645188044,0,0
X000568.SZ,0,0.295888589654964,0,0,0,0,0,0,0,0,0,0,0.125475577074763,0,0,0.0600226023798143,0,0,0.161140562214037,0,0,0,0,0.0466924924979704,0,0,0,0,0,0,0.0980623082256378,0,0,0,0,0,0,0,0,0,0,0.0122464412241256,0.0491637816179834,0,0,0,0,0,0,0,0,-0.022120449767292,0,0,0,0,-0.033196897397452,0,0
X600690.SH,0,0,0,0,0,0.207091887016005,0,0,0,0,0,0.0306616464955344,0.0980784927770117,0,0,0.0525826304352018,0,0,0,0,0,0,0,0,0,0,0.108122272339724,0,0,0,0.0526477820016903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00497256851230287,0,0,0,0,0,0,0
X600031.SH,0,0,0.070255170226933,0,0,0,0.166850026005777,0,0,0,0,0,0.221572155234738,0.0451998330858559,0,0,0.0210652149761161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107742174334041,0,0.0715049618854934,0,0,0,0,0,0,0,0,0,0,0.0863775145994333,0,0,0,0,0,0,0,0.0142594745176074,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00970718850303456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148573693824902,0,0,0.0296385670939199,0,0,0.130570018460621,0,0,0,0,0,0,0,0,0.106135801680546,0.0267576733174588,0,0.165780428590799,0.0257955234153307,0,0,0,0,-0.00430716983098422,0,0,0,0,-0.0419809740982555,0,0
X002475.SZ,0,0,0.056958994854983,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0789965722013332,0,0,0,0,0,0,0,0,0,0,0.201424770835089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162372024666761,0,0,0,0,0.0193977514085636,0,0.161456789504016,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0823386527775241,0,0
X600741.SH,0,0,0.169990440859977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106817617689323,0,0,0,0,0,0,0,0,0.124386389104566,0,0,0,0,0,0,0,0,0,0.119226402099982,0,0,0,0.0407721026436118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397876608462214,0,0
X000596.SZ,0,0.189435276823454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170099068031857,0,0.291680245684765,0,0,0,0,0.00942241427673517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565668428600466,0,0,0,0,0,-0.023732803060992,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0.0317999777186012,0,0,0,0.0975113849013611,0,0.0164141888711172,0,0.250277506733108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185843076027946,0,0,0,0,0,0,0,0,0,0.0797599843409365,0,0,0,0,0,0,0,0.0740038023702494,0,0,0.011557766120518,-0.029473455198712,0,0,0,5.42101086242752e-20,0,0
X601877.SH,0,0.096776717419809,0,0,0,0,0,0,0,0,0,0,0.0584057113269936,0.066234473323951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074254857027228,0,0,0,0.0186143836984259,0,0,0,0,0,0,0,0.00554327439355944,0,0,0,0,0,0,0,0,-0.0142144621022947,0,0,0,0,0,0,0
X600809.SH,0,0.264962837382559,0,0,0,0,0.107330643692826,0,0.0225742886922892,0,0,0,0.109317091142967,0,0,0.199439744074709,0,0,0,0,-0.0265298432124391,0,0,0,0,0,0,0.0646206280157678,0,0,0,0.000976379625120082,0,0,0,0,0,0,0.0936353492969545,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0463343132622952,0,0,0,0,8.67361737988404e-19,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.366723301443909,0,0,0,0,0,0,-0.00508348302941816,0,0,0,0,0.0241642034078793,0,0,0,0,0,0,0,0,0,0.0802225884986063,0.0154127261832935,0.306454494916914,0,0,0,0,0,0,0,0,0.0671706965423269,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0083055912595205,0,0
X600271.SH,0,0,0,0,0,0,0,0.00447941242384754,0.0236227225443058,0,0,0,0.109405156804805,0,0,0,0,0,0,0.0823711047207184,0,0,0,0,0,0,0,0,0,0,0,0.0887163047047798,0,0,0.0423101334307815,0,0,0,0,0,0,0,0,0,0,0.0532506230811381,0.143638256342383,0,0,0.0344158765644102,0,-0.0291725267612837,0,0,0,0,0.011870711034592,0,0
X300003.SZ,0,0.0164888731813629,0,0,0,0,0,0.189510734223472,0,0,0,0,0,0,0,0,0,0,0,0.113821346875504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136806467414174,0.0125248809951468,0,0,0.119983926677848,0,0,0,0,0,0,0,0,0,0,0.210654173262449,0,0,-0.0094815949639091,0,0,0,0,0,0,0
