,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X000338.SZ,X600690.SH,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X002371.SZ,X600809.SH,X002241.SZ,X600183.SH,X300014.SZ,X000596.SZ,X300003.SZ,X002236.SZ,X601877.SH,X000977.SZ,X002007.SZ,X002456.SZ,X002129.SZ,X000157.SZ,X000625.SZ,X300136.SZ,X300124.SZ,X002180.SZ,X002463.SZ,X600271.SH,X600584.SH,X300142.SZ,X000066.SZ,X002179.SZ,X002414.SZ,X002008.SZ,X600118.SH,X002185.SZ,X002049.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.148354428938515,0,0,0,0,0,0,0,0,0,0,0,0,0.100442467509241,0,0,0,0,0,0,0,0,0,0.193162688849069,0.0506448732478285,0,0,0,0,0,0,0,0,0,0,0,-0.0956125876005751,0,0,0.0579088435151962,0,0,-0.00385380749058901,0,0,0,0,0,0,0,0,-0.0146873530377084,0,0,0,-0.0532211725708712,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0366515742709467,0.00696992379564903,0.619628498051815,0,0,0,0,0,0.0350734685945337,0,0,0.0593171800837299,0,0,0,0,0,0,0,0,0,0.0425549773693886,0,0,0,0,0,0,0.0193833024622581,0.0263958384664175,0,0,0,0,0,0,0,0,0,-0.00536070269086611,0,0,0,0,0,0,0
X600276.SH,0.264910472900477,0,0,0,0,0,0.0649578309386403,0,0,0,0,0,0,0,0,0,0.126447781195612,0,-0.0286898762779664,0,0.0522673020267565,0,0,0,0,0.0425733734768262,0,0,0,0.14616102835521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378302097969963,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.114386522484601,0,0.14754796197541,0,0,0,0,0,0,0,0,0,0,0.0377998260729773,0,0,0.0623387441598895,0.0438700639235346,0,0,0,0,0,0.0394860688072845,0,0,0.0320278429914643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917817799135535,0,0,0,0.0390480477671031,0,0
X002415.SZ,0,0.084473559140339,0,0,0,0,0.117877596412932,0,0,0,0.0801675450984524,0,0,0,0,0,0,0,0,0,0,0.101432986052795,0,0,0,0,0.346580336438991,0,0,0,0,0,0,0.0779855211597687,0,0,0,0,0.055006537239757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237184022154459,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.189722506057358,0,0.0579252297579254,0,0,0,0,0,0,0,0,0,0,-0.0074515827927784,0,0,0,0,0,0,0,0,0.317826496071482,0.0222552167976687,0,0,0,0.172681623562586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286353616159899,0.000611253583348761,0,0,0,0.0905283463341588,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0900769712435008,0,0,0,0,0,0,0,0.0538046752151364,0,0,0,0,0.252599978652538,0,0,0,0,0,0,0,0,0,0,0,0,0.0374927977949713,0,0,0,0,0,0,0,0,0,0.239695012030178,0,0.051696810475393,0,0,0,0,0,-0.00419557799595469,0,0,0,0.00531125276253923,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613260295755737,0,0,0.00982717173972683,0,0,0,0,0.12048990242012,0,0,0,0,0,0,0,0.0834842202358834,0,0.140052130898225,0,0,0,0,0,0,0,0,0,0,0,0,0.178245096574059,0,0.104595487265578,0,0,-0.0219868953412311,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.103715079315961,0,0,0,0,0,0.0125844527824409,0,0.0646521569737207,0.472153377748502,0,0,0,0.021208261648636,0.0524608819121616,0,0,0,0,0.0382646696434691,0,0,0,0,0,0.070255890535688,0,0,0,0,0,0.0873492646537283,0,0,0,0,0,0,0,0,0,0,0,-0.00881929291011576,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0513755126763551,0,0.0495393310170725,0,0,0,0,0,0,0.0668449422319718,0,0,0,0,0,0,0,0,0.191878525749239,0,0,0,0,0,0.00998731797791641,0,0,0,0,0,0.0179907539021005,0,0,0,0,0.180974459287935,0,0,0,0,0.0412361155091569,0,0,0.181225373047083,0,0,0,0,0,0,0.0292838845478733,0,0
