,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X601877.SH,X002241.SZ,X000733.SZ,X000100.SZ,X600741.SH,X600522.SH,X002074.SZ,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X600884.SH,X300003.SZ,X002294.SZ,X000799.SZ,X600487.SH,X002414.SZ,X002007.SZ,X000066.SZ,X002223.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0045902246200798,0.158101879891776,0,0.256228857688682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.131230300051312,0,0,0,0,0,0,0,0,0,0,0,0.0735171502852489,0,0,0,0,0,0,0,-0.00259824367846908,0,0,0,0,0,0,0
X000858.SZ,0,0,0.00838670049825576,0,0.354501525373826,0,0,0,0.208975716823142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122352217721771,0,0,0,0,0,0,-0.0160658360062022,0,0,0,0.0367066630950471,0,-0.016321990514443,0,0,0,0,0,0,0
X600809.SH,0.399152200997645,0,0,0,0.495337270205924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110084736906113,0,0,0,0,0,0,0,0,0,-0.0230119010365056,0,0,0,0,-0.0101473578467682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000404765554594027,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057120474760448,0.0645768431995063,0,0,0,0,0,0,0.118491568276465,0,0.0345054598071535,0,0,0.113491797306189,0,0,0,0,0,0,0,0,0.0352775870517324,0.132438441626096,0,0.172843055886335,0,0,0.000975966927567002,0.0181741619960642,0.0391862720616212,0,0.0662316432231575,0,-0.00973281385678527,-0.0502800699667426,0,0,0,0,0,0
X000568.SZ,0.326946028364241,0.146099908795674,0.662209059296918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351528775606925,0,0,0,0.0132728492602032,0,0,0,0,0.0730500725010734,0.0143434969599932,0,0,0,0,0,0,-0.0249867443956949,0.0060611914544754,0,0,0,0,0,0
X600276.SH,0,0.0528203101215579,0,0.0277330302589097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00752375555929727,0,0,0,0,0,0,0.09253584951235,0,0.0330781460905313,-0.226810340586424,0,0,-0.0179316734356793,0.147912258731489,0,0,-0.00802629354964407,0.0248695516376424,0,0,0,0,0,0
X600690.SH,0.100338653818579,0,0,0,0.199670895124859,0,0,0,0,0,0.135035701653269,0,0,0,0,0,0.117479773894013,0,0,0,0,0,0,0,0,0,-0.0395119075005283,0,0,0,0.000883354024971474,0,0,0,0.0212070656215603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303742161774858,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0378772423776278,0.0699358585943969,0,0,0.12393874172449,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.177855132012755,0,0,0,0,0,0,0.345374196293351,-0.102485399205495,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.103117475653096,0.0109710692364165,-0.0240153161468259,0,0.0638473631915793,0.0668194185672386,0,-0.00863362448720271,0,0,0,0,0,0,0
X002304.SZ,0.212416189585926,0.0621970651747975,0.08503918336913,0,0.0582200100782862,0,0,0.0861457206049901,0,0.0151320763464414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260069783388776,0,0,0.0751613350116758,0,0,0,0,0,0,-0.194974098845484,0,0,0.0654510959511283,0,0,-0.0157953529886315,-0.0707625737109753,0,0,0,0,0,0
X300124.SZ,0,0,-0.123504809062765,0,0,0,0,0.268291406668316,0,0,0,0,0.0135049376250902,0,0,0,0,0,0,-0.130044067898588,0,0,0,0,0,0,0,0,0,0,0,0,0.112727917148464,0,0,0.220952764631327,0,0,0,0,0,0,0,0,0,0.0523557112825707,0,0,-0.0203366483435281,0,-0.00694077823034952,0.010479517428784,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0074200589568596,0,0.412979946266038,0,0,-0.00636113289785115,0,0,-0.0596093413181385,0,0.177824965256142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403156357719931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133362485113725,-0.0946488483605267,-0.00366172210257244,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0919677768830418,0,0.028142913510056,0,0,0,0,0,0.161261787294899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372944117686481,0,0,0,0.112257978550584,0,0,0.0389475807997708,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221683687770652,0,0,-0.00900195790495095,-0.00206102868238742,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0832688612779445,0,0.120140236036751,0,0,0,0,0,0,0,-0.105258273346506,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208322068706987,0,0,0.233856639225243,0.589513439011329,0,0,0.0180799962859858,0,0,0,-0.016368537987932,0,0,0.174833656702133,0,0,-0.124961445189662,0,0,0,0.0227177015086948,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.00405438755975923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171262242634,0,0,0,0,0.0898840414886638,0.0188346033763523,0,0,0,0,-0.0117083329074559,0,0.122031219771709,0,0,0,0,0,0.0226739195736722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.162101452511052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325699040499191,0,0,-0.0521370231663087,0,0,0,0,0,0,0,0,0,0,0.186792157016213,0,-0.00200426766704507,0,0,0.0268999141110918,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110132332437298,0,0,0,0,0,0,0,0,0,0,0,-0.0494198439818785,0,0,0,0,0,0.399533617593057,0,0,0,0,0,0.0776028876806891,0,0,0,0,0,-0.0161670183558614,0,0,-0.0106101694960373,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0462415421613952,0,0,0,0,0,0.0930044834527836,0,0,0,0,0,0.0293576964991481,0,0,0,0.124399037181312,0,0,0,0,0,0.115351341098894,0.248524801646713,0,0,0,0,0,0.0739797028383166,0,0,0,0.0841438052702106,0.104958139806152,-0.0476232773995243,0,0,0,2.16840434497101e-19,-0.0727009914734688,0,0,0,0,0,0
X000596.SZ,0,0,0.329095356498283,0,0.0878389279357138,0,0,-0.122516200658373,0.132546686107618,-0.0890579915184249,0,0,0.0641096621975121,0,0,0,0,0,0,-0.00265215027840018,0,0,0,0,0.0459912671641144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126141983318198,0.156455547025371,0,0,0,0,0,0,0,-0.00287934608683479,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144676223018725,0,0,0,0.0417670698697277,0,0,0,0,0.0637338262072823,0.122197036639624,0,0,0,0,0.158246153895391,0,0,0,0,0.254949098485078,0,0,0,0,0,-0.0186963921733908,0.0345418698870131,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.406255188873084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197478599527642,0,0,0.0393320925566411,0,0.179495976048343,0,0,0,0,0,0,0,0,0,0,0,0,0.379199454427451,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.118829667182228,0,0,0,0,0,0,0,0,0.0131536979974689,0,0,0,0,0,0,0,0,0,0,0,0.00240253880031693,0,0,0,0.0727792452648643,0,0.165036898600114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496362217028816,0,0.165669602173383,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,-0.147666172379581,0,0,0,0,0,0,0,0.168137847051305,0,0.167317012672318,0,0,0,0,0,0,0.15640401119467,0,0,0,0,0,0,0.13760741606554,0,0,0,0,0.177523922329257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473611866186435,0,0,0,0.00344665096640076,0.0841404253841182,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696321564163786,0,0,0,0,0,0.0483153343208018,0,0,0,0,0,0.354079887059907,0,0,0.0542679793872743,0,0.0202245440728516,0,0,0,0,0.0105537148491309,0,0,0,0,0.0898898687339875,0,-0.0742854095322746,0,0,-0.0169489485857216,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0122079142727893,0,0,0,0,0,0,0,0.110748932464112,0,0.338226744518068,0,0,0,0.0728148939224747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213901675259657,0,0,0,0,0,0,0,0,0,0,0.0542932473228115,0.0616953683433536,0,0,0,0,-0.0278417487005923,0.0103259641970189,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0680535839930499,0,0,0,0.233496013019028,0,1.38777878078145e-17,0,0,0,0,0.158566885642896,0,0,0,0,0,0.203935948813163,0.0142150580514428,0,0.0747414636871407,0,0.100086826896904,0,0,0,0,0,0,0,0.00173948819161747,0,0,0.0266392309208186,0,0,0,0,0,-0.0157824490976969,0,0,0,0,0,0,0
X600703.SH,0,0,-0.00366244612071798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756808973574957,0,0,0,0,0,0,0,0,0.0161001923971206,0,0,0,0,0,0,0.277873003378014,0,0,0,0,0,0,0,0,0.172408986756383,0,0.0795597779613349,0,0,0,0,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118586819369753,0,0,0,0,0,0,0.156829513725282,0.0598903225661431,0.0518810043952114,0,0,0,0,0,0,0,0,0,0,0.206019063445704,0,0,0,-0.0594238498569464,0,0,0,0,0,0,0
