,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000596.SZ,X000063.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X000661.SZ,X600089.SH,X002180.SZ,X000100.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X000157.SZ,X600741.SH,X000977.SZ,X000733.SZ,X002074.SZ,X000799.SZ,X600522.SH,X600584.SH,X600460.SH,X300003.SZ,X000066.SZ,X002236.SZ,X600183.SH,X600779.SH,X002294.SZ,X600884.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0221502372519143,0.146915634457907,0.241913148747683,0,0,0,0,0,0,0,0,0,0,0,0.0862206281121426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116225830786391,0,0,0,0,0.064290641906969,0,0,0.0238897674585679,0,0,0,0,0,0,0,0.0566359466527014,0,0,0,0,0.0104440401764278,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0523615247307902,0.194940456558439,0.101373361140941,0,0.507481242723901,0.103777337104501,0,0,0,0,0.00380744260437801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081218966567793,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307075174998017,0.00624646567203874,0,0,0,0,0,0
X000568.SZ,0,0.597706547578607,0,0.174988640142783,0,0,0.159764939533942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713272312634294,0,0,0,-0.0118545684891074,0,0,0.0487585557725621,0,-0.0994966078381127,0,0,0,-0.000350929951142404,0,0,0,0,0,0
X600809.SH,0,0,0.276389909183042,0,0,0,0.119024955669893,0,0,0,0,0,0,0,0,0.117295953059878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202962688803996,0,0,0,0,-0.000848520286547033,0,0,6.93889390390723e-18,0,0,0,0,0.0105767425951396,0,0,0,0,0,0,0
X002415.SZ,0,0.21804127627564,0,0,0,0,0,0,0,0,0,0,0,0,0.0472227119994958,0,0.0118252531985655,0,0,0,0.0407589110751556,0,0,0.0391125046472527,0,0,0,0,0,0,-0.105071181046827,0,0.0678298084598009,-0.0800637933812629,0,0.189202198592907,0,0,0,-0.0862549145518945,0,0,0,0,0,-0.0140573927548054,0,0,0.0761091077813229,0,0,0,-0.0199096682667026,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117562236793177,0,0,0,0,0,0,-0.0210639612583767,0,0.1549061907708,0,0,0,0,0.000783426557707052,-0.034705254981879,0.0691327544368506,0,0.150370520024437,0,0,0,0.0345117887347407,0,0,0,0,0.102182165161249,0,0,0.0717651263196704,0.0935919047178301,0,0,0,-0.00925592500613754,0,0,0,0,0,0,0
X002304.SZ,0,0.393141941508907,0.335146225578019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450716718595067,0,0,0,-0.055037852749122,0,0,-0.013436308362601,-0.10421863753309,0,0,0.0258432090315363,0,0,0,0,-0.0187059713201887,0.0134638600725007,0,0,0,0,0,0
X600690.SH,0,0,0.0543137756513463,0.0146915064967594,0.0685108284513388,0,0,0,0,0,0,0,0.239045104189591,0,0,0.0380512927660708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508624566469203,0,0,0,0,0,0,0,0.0347501642295664,0,0,0,0,0,0.00331487002741499,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0920809146916238,0,0,0,0,0,0,0,0.0221124554154506,0,0.208192142507751,0,0,0,0,0,0,0.021670946960363,0,0,0,0,0,0,0,0,0,0.0606043696450359,0,0.0643533181137249,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340783195291542,0,0,0,0,0,0
X000651.SZ,0,0.223740044822278,0.0716882569710185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309709158417849,0,0,-0.00587371625209234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
