,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X000625.SZ,X002236.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X002008.SZ,X002508.SZ,X600089.SH,X600177.SH,X300136.SZ,X002085.SZ,X300003.SZ,X000157.SZ,X600271.SH,X600522.SH,X002294.SZ,X600809.SH,X600118.SH,X600487.SH,X000050.SZ,X002074.SZ,X600699.SH,X000981.SZ,X300115.SZ,X600867.SH,X600372.SH,X600566.SH,X000559.SZ,X000066.SZ,X002179.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.17447445697532,0,0.0250946107841703,0.0752013428355919,0,0,0,0.247951698805106,0,0,0,0,0,0,-0.0159526133209981,0,0,0,0,0,0,0,0,0,0,0.0272008707721028,0.0352327432847334,0,0,0,0,0.0798998300666225,0,0,0,-0.0417261696332169,0,0,0,0,0,0,0,0,0,0,0,0.00203848484668113,-0.00997122625822951,0,0,0,0,0,0
X600104.SH,0,0,-0.0108204247988722,0.260657556198132,0,0,0,0,0,0,0,0,0.107291450045191,0,0.442773060782365,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795081301828794,0,0,0,0,0,0,0,0,0,-0.0351593606156364,0,0,0,0,0,0,0,0,-0.0873498240684659,0,0,0,0.0317685851797674,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.201588569659808,0,0.0448564218176147,0,0,0.0466844955974574,0,0,0,0.189492669158269,0.179005963018101,0.031495724259469,0,0,0,0.028138954176608,0,0,0,0,0.0334859206935285,0.152185289882346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096280192817563,0,0,0,-0.00138081138715085,0,0,0,0,0,0,0
X000651.SZ,0,0.113936926701295,0,0,0.128558727789787,0,0.0796337794503838,0,0,0.100785366897905,-4.33680868994202e-19,0,0.00701702956613168,0.0997679232574313,0,0,0,0,0,0,0,0,0,0,0,0.0550526118027532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133545160326029,0,0,0,0,0,-0.00868096901781921,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0699822940400688,0,0,0,0,0,0.0929373716672926,0,0.637961426799474,0,0.0899146711541304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962864573376198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00324243303866051,0.0154221788327264,0,0,0,0,0,0
X600276.SH,0,0.0351048994121053,0.0842885169850649,0,0.0554609108256917,0,0,0.0233463789928106,0,0,0,0,0,0,0.0703954148008106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139027191931803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100649790372064,0,0,-0.12344390256415,0,0,0,0.0135122753175131,-0.00671867227033897,0,0,0,0,0,0
X000725.SZ,0,0,0.142729081974144,0,0,0,0,0,0.0991176227127729,0,0,0,0,0,0,0,0,0.0520938498193763,0.121444506818271,0,0,0,0,0,0,0,0.0868961011493497,0,0,0.0159733219315888,0,0,0.236301175412963,0,0,0,0,0,0.044473927505651,0,0.0941048078615696,0,0,0,0,0,0,0,0.187067844393013,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.122616466787434,0,0,0.253905673366062,0,0,0,0,0,0,0,0,0,0.180411877343676,0,0,0,0,0,0.0777037240520965,0,0,0,0,0.0282092489532183,0,0,0.0337384787366732,0,0,0,0,0,0,0,0,0,0,0,0,0.0926547685046971,0,0,0,0,0,0,0,0,0,0.0211292510044177,-0.0223330839931667,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.244668503518738,0,0,0.0965612324624299,0.030894710535036,0,0,0.0714654325365777,0,0,0,0,0,0,0.0777158046425875,0,0,0,0,0,0.0680697013721329,0,0,0,0,0,0,0.098337283848887,0,0,0,0,0,0,0.0903253246034816,0,0.0603854551143249,0,0,0,0,-0.039411824772193,0.0133626671725896,0,0,0,-0.173662866613544,0,0
X600690.SH,0,0,0,0.368803751121592,0,0,0,0.0981032370280277,0,0,0.0117627699923795,0,0.171688900686519,0.128928390258452,0.0913808415884891,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204847836188846,0,0,0,0,0,0.0716216393201789,0,0,0,0,0,0,0,0,0,0,0,0,-0.102238769301202,0,0,0,0.0344492136028505,-0.0280759280769179,0,0,0,0,0,0
