,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X600276.SH,X300014.SZ,X000651.SZ,X300124.SZ,X000625.SZ,X600031.SH,X002129.SZ,X000725.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X600703.SH,X600089.SH,X002179.SZ,X000661.SZ,X601877.SH,X002074.SZ,X600741.SH,X300142.SZ,X002180.SZ,X000733.SZ,X600522.SH,X600460.SH,X600702.SH,X000100.SZ,X000799.SZ,X600884.SH,X000157.SZ,X601799.SH,X002236.SZ,X000800.SZ,X600584.SH,X002176.SZ,X002414.SZ,X600779.SH,X600563.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.180842922031399,0.119901742274017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354339037936722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720327495258486,0,0,0,0,0.0590227742341999,0,0,0,0,0,0,0.0255275112632683,0,0,0,0,0,-0.00348628327342423,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.177554133986423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166028389445318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680340277473938,0,0.182978975717747,0,0,0,0,0,0,0.00331919201057302,0,0.103497941283891,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00801744455939124,0,0
X600809.SH,0,0.287483414271938,0,0.0703669259166563,0.0682456891264734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100594698252418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869388560144366,0.00237808624306059,0,0.343830858576077,0,0,0,0,0,0,0,0,0,0,0,0.0116979132031917,0,0,0.0119140791312963,0,0,0,0,0,0,0
X002415.SZ,0,0,0.128885380600806,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0369256596562941,0,-0.155389085899965,0,0,0,0,0,0,0,0,0.0793801634124527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830590004904293,0,0,0,0,0,0,0,0,0.032210413072807,0.0423816156873817,0,0,0,0,0,0
X000568.SZ,0,0,0.134368989925373,0,0,0.0225640401953421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461888328535974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371255118687275,0,0.109686387606655,0,0,0,0,0,0,0,0,0,0,0,0,-0.00851399853290099,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.142976709181702,0,0.0435789072214126,0,0,0.0100322884561185,0,0,0,0,0,0,0,0,0.0598550618134603,0,0,0,0.0231556870235006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277326833365207,0,0.0011516376264029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.105173105665917,0,0,0,0,0,0,0,0.250612466682123,0,-6.93889390390723e-18,-0.0764199956034101,0,0,0,0,0.0285063927907579,0,0,0.0999405909369513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127482067942142,0,0,0,-0.0424521208258316,0,0,0,0,-0.0547361818029967,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869301045068684,0.0547954414773078,0,0,0.414110367354702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194514644067423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126367308738206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157724561555802,0,0.0148789572406691,0,0.0292796127366426,0,0,0,0,0,0,0.0619225983872118,0,0.0616453431349185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0012938222263766,0,0,0,0,0,0.146333711274335,0,0,0,0,0,0,0,0,0,0,0.225574184180589,0,0,0,0.0942278882946288,0,0,0,0,0,0,0,0.0738627163694214,0,0,0,0,0,0,0,0,0,0,0.275517890307676,0,0,0,0.0201550839159643,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11802969156986,0.366272470877247,0,0,0,0,0.10264226972406,0,0,0,0,0,0,0.0970763559756218,0,0.0711787460427378,0,0,0.108348826382412,0,0.0457085089749378,0,0,-0.0220012119881439,-0.051361222797145,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0142786436248613,0.0283653428118961,0.0140747668325758,0,0,0,0,0,0,0.163117737155901,0,0,0,0.0353455205589206,0,0,0,0.0230485398815827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493004896363539,0,0,0,-0.00734205663469896,0,0.0140750514140099,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530074750062593,0,0.0568873340612558,0,0,0,0,0,0.0987700366190142,0.0389646147074745,0,0,0,0,0,0,0.20063279988132,0,0,0.00697419206855791,0,0.0621205939712388,0,0.166513059511552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288689556482978,0,0,0,0,0.170182432358589,-3.46944695195361e-18,0,0,0,0,0,0,0,0.154640069946741,0,0,0,0,0,0,0.150385962925991,0,0,0,0.239110393758837,0,0,0,0,0,0.0962237677146997,0,0,0,0,0,0,-0.081149814889039,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990898562044707,0,0,0,0,0,0,0,0,0.0511513471206888,0,0,0,0,0,0,0.0233845401424097,0,0,0,0,0,0,0,0,0,0,0.488681518984672,0,0,0,0,0,0,0.135525794277762,0,0,0,0.0139941808836943,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181999840258311,0,0,0,0,0,0,0,0,0,0,0,0,0.346262945425703,0,0,0,0,0,0.0330840408819738,0.064663531319934,0,0,0,0,0.0376663483329352,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0539887407329894,0,0,0.00909678117090342,0,0,0,0.0754236504521733,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0731497275084571,0,0,0,0,0,0,0.28182642993395,0.0317037845413396,0.0549696580353456,0,0,0.0386519925843796,0,0,0,0,0,0,0,0,-0.0070447450911541,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0.126323377017148,0,0,0,0,0,0,0,0,0,-0.00488850857932439,0.0944029278180811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589451302600467,0,0.0200603008304566,0,0,0,0,0,0,0,0,0,0,0,0,0.0164548175074172,0,0,0,2.16840434497101e-19,0.00298227205483386,0,0,0,-0.0332416408646891,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0429966208638454,0,0,0,0,0,0,0,0,0,0,0,0.228768048293607,0,0,0.0973491206219368,0,0.277135225646054,0,0,0,0,0,0,-0.0640101650274743,0,0,0.164196731161952,0.293217166877208,0,0,0,0.0374429444605553,0,0,0,0,0,0,0,0,0,0,0,-0.0295522459372042,0.0925767030055356,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.140440277384444,0,0,0.143820631275868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265529664912589,0,0,0,0,0.0462999853660573,0,0,0,0.0132136749305939,0,0,0,0,0,-0.0177910559850802,0.0898616268949632,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0859573121368982,0,0,0.0215855847483331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141485874296593,0,0.0724004588052728,0,0,0,0,0.0569013360433729,0,0,0,0,0,0,0,0,0.0361814021369463,0,0,0.0345913868706825,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385667408967998,0,0,0,0,0,0,0,0,0.0112256208594177,0,0,0.143284681777052,0.305983286450795,0,0,0,0,0,0,0.0213230534962142,0.0223371883088921,0,0,0,0,0,0,0,0,0,0,0.15301975624525,0,0,0,0,0,0.0126415409283208,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.49024230582378,0,0,0,0,0,0,0,0,0,0,0.280016956474022,0,0,0,0,0,0.0695982172375043,0,0,0.0705166966858761,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0608960631595124,0,0,0,0,0,0.0258722351430893,0,0,0,0,0.253018004950935,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0898210581545644,0,0,0.0514637585006957,0.224972400090223,0,0,0,0.00336756609448141,0,0,0,0,0,0,0,0,0.0628400803076103,0,0.0586638791913862,0,0,0,0,0,0,0.04222563310864,0,0,0,0,0,0,0.0218522611170959,0,0.0478908851911128,0,0,0,0,0,0,-0.00528858228300264,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0849099690016514,0,0,0,0,0,0,0,0.0512955581133096,0,0,0,0,0,0,0,0,0,0.162795975237478,0.478990172508968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181219652353487,0,0,-0.0289066233300377,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757617271695907,0,0,0,0,0,0,0,0.0588876499100321,0,0,0,0.072380316129984,0,0,0,0,0,0.131281909420434,0,0,0,0.151219382535688,0,0,0,0,0,0,0,0.0277110956874262,0,0,0,0,0.0856662867550144,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.0199571582560664,0,0,0,0,0,0,0,0,0,0,0,0,0.0242392240048393,0,0,0,0,0,0.044751400397113,0,0,0,0,0.0277287629112657,0,0,0,0,0,0,0,0,0.189561779178997,0,0,0,0,0.117107325857771,0.152765358878252,0,0,0.0329945429327559,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0.143879721111089,0.00490596805506674,0,0,0,0,0,0,0,0,0,0,0,0.054143523960037,0,0,0,0,0,0,0.0352121666745115,0,0,0,0,0,0,0.126987511096812,0,0,0.0300685808358632,0,0,0,0,0,0,0,0.167213259000937,0,0,0,0.0248022273883228,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137270601943059,0,0,0,0,0,0,0.0555548182886989,0,0,0,0,0.228044912251184,0,0,0,0,0,0,0,0,0,0,0,0.0606011313539537,0,0.290701794568909,0,0,0.013705865937032,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0.154079922843652,0,0,0.101638636848679,0,0,0,0.0785409412902397,0,0,0,0,0,0,0.0806776958465472,0,0.00913289848160429,0.133927955260943,0,0,0,0.135829832057131,0,0,0,0,0,0,0,0,0,0,0.291880688211912,0,0,0,0,0,0,0,0,0,0,0,0.0125452035846688,-0.0311631743209221,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832689654647511,0,0,0,0,0.150125105734753,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525354029228742,0,0,0,0.021988159965355,0,0,0,0,0,0.222359951788102,-0.0605331370457657,0.169898925757601,0,0,0,0,0,0,0,-0.0096604398662445,-0.0109831002994347,0,0,0,0,0,0
X300142.SZ,0,0,0,0.112330186637132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111818562961196,0,0,0,0.027233879144409,0,0,0,0,0.13891921690516,0.0672492477885218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764063699154455,0,0,0,0.198158357102488,0,0.0580462062590617,-0.0675099906698852,0,0,0,-0.0851186850694589,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437061194216497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14199833185081,0,0,0,0.0155391861326696,0.115142344264753,0,0,0,0,0,0,0,0,0,0,0.133169728160855,0,0,0.19949898680556,0,0,0.0139884141175338,0,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0.0228066871851679,0,0,0,0,0,0,0,0,0,0,0.246382220009505,0,0,0,0,0.0588352385102135,0,0,0,0,0.0696556338802457,0,0,0,0,0,0,0,0,0,0.0231927232295645,0,0,0,0,0,0,0.0149949788416419,0,-0.113731425420514,0.0223206376761237,-0.0945534064196052,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0.0613344967451408,0,0,0.192986605115228,0,0,0,0,0,0,0,0.174554669876542,0,0.036665492417874,0,0,0,0,0,0,0,0,0,0,0,0.0772550610891299,0,0,0.160315700483219,0,0,0,0,0,0,0,0,0,0,0,0,0.0299235697696028,0,0,0.0151138572343177,0,0,0,0,0,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387135441710784,0,0,0,0,0,0.0058037268069849,0,0,0,0,0,0,-0.0554088127827593,0.192611873716373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185940889217276,0,0,0.0490371724017039,0,0,0,0,0,0,0
X600702.SH,0,0,0,0,0.24965144983763,0,0,0,0,0,0,0,0,0.0297637879480682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925181748754002,0,0.0100106979294523,0,0,0,0,0,0,0.579509180039397,0,0,0,0,0,0,0,0,0,0,0,0,0.0244507391595072,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0626419998239367,0,0.578090974488048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990566190058973,0,0,0,0,0,0,0,0,0,0,0,-0.00288836971865176,0,0,0,0,0,0,0
X000799.SZ,0,0,0,0.00285921948621834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488796951667276,0,0,0,0,0,0,0,0.0426442819596756,0,0,0,0.491854607567323,0,0,0,0,0,0,0,0,0,0,0.049953289947084,0,0,0,0.0207558183350395,0.0329026068909269,0,0,0,0,0,0
X600884.SH,0,0,0,0,0,0,0,0,0,0,0.171897664748446,0,0,0.0522051531531945,0,0.245586425169643,0,0,0.0316869646589332,0,0,0,0,0,-4.33680868994202e-19,0.0634214708697763,0,0,0,0.212054922841038,0,0,0,0,0,0,0,0,0,0,0,0.0564914398630006,0.0214635952195907,0.118645713507842,0,0,0,0.0205669843204263,0.0326442400593218,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252955988168023,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0518151858601054,0,0,0,0,0.0610081109160932,0,0,0,0,0,0,0,0.129886286136171,0,0.00026820574871188,0,-0.0513104335441587,0,0,0,0,0,0,0,0,0,0.0211654972983147,0,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0,0,0.184634044691269,0,0,0,0,0,0.0612936912568876,0,0,0,0,0,0,0,0.27902714700733,0,0,0,-0.195919449267681,0.478298311634727,-0.131002881264879,0,0,0.278304241194899,0,0,0.128103760932075,0,0,0,0,0,0,0,0,0,0,0,0.126238970373173,0,0,0,0,0,0.0661068421300662,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.356147305760288,0,0,0,0,0,0,0.00693473101934907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14947687278908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0.0111698760039411,0,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0.0305409568290575,0,0,0.0975193548922272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140595141276967,0,0,0,0,0,0,0.131663658691857,0,0.0200706723998021,0,0,0,0,0,0.069440097994761,0,0,0,0,0,-0.014703528736081,0.0224432231523186,0,0,0,0.114546992659088,0,0
