,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X600809.SH,X601877.SH,X600487.SH,X002008.SZ,X000100.SZ,X002508.SZ,X300136.SZ,X600522.SH,X002085.SZ,X300003.SZ,X600089.SH,X600867.SH,X000157.SZ,X600271.SH,X600498.SH,X600177.SH,X000596.SZ,X600699.SH,X002294.SZ,X600118.SH,X000559.SZ,X000050.SZ,X600566.SH,X002179.SZ,X002180.SZ,X600372.SH,X000981.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.118019889672938,0,0,0.0310843840919958,0,0,0,0.122836040765998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082591825537068,0,0.0243388345781601,0,0,0,0,0,0.0188971598961733,0,0,0,0,-0.00764631719267981,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0786732928325688,0,0,0.00413903102250402,0.349737010550437,0,0,0.0752618873979499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318854587309894,0,-0.0101219932373065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362184492914408,0.0408121224846995,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0365884480515297,0,0,0,0.0900931475713438,0,0,0.0184661058262992,0,0,0,0,0,0.0783509923657059,0,0,0,0,0,0,0.0861108557781193,0,0,0.00355632515080579,0,0,0,0,0,0,0.0430312093822936,0,0,0,0,0,0,0,0.0403884520400617,0,0,0,0,0.0422276290940907,0,0.186926190134555,0,0,0,0,0
X000651.SZ,0,0,0,0,0.105365450596699,0,0,0,0,0,0.175946920452451,0.0243759757074925,0.0330131875327453,0,0,0,0,0,0.033954585408791,0,0,0,0,0,0,-0.0463878561459671,0,0.298562150658926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379283682893716,0,0,0,0,0.00383711658482249,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.215288492506702,0,0,0.0210620800444779,0,0,0,0,0.398675060088257,0,0,0,0,-0.0629774307579811,0,0.0168670014017461,0,0,-0.0735954230033377,0.105387980177849,0,0.0754510304737187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123391938469623,0.00182791590878438,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0675791204153113,0,0,0.0939653524227218,0,0,0,0,0,0,0,0,0,0,0,-0.132061566587557,0,-0.133647061606372,0,0,0,0,0,0,0,0.0136577164176248,0,0,0,0,0.115359146657874,0,0,-0.00585552283896898,0,0,-0.0769298093430412,0,0,0,0.0106689596967526,0,0,0.00479234696354165,-0.0450401678382067,0,0.000914661377008553,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.143768842699188,-0.00252664010578931,0,0,-0.153428019443964,1.73472347597681e-18,0,0,0,-0.0627128617471775,0,0,0,0,-0.024373362212504,0,0,0.11561870486057,0,0,0,0,0,0,0,0.102284062245228,0,0,0,0,0,0.120782527502805,0,0,0.229735853081834,0,0,0,0,0,0,0.0120299746363612,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.125071322049531,0,0,0,0,-0.145768506699232,0.0700738043774848,0.0554188685272951,0,0,0,0,0,0,0,0,0,0,0,0.0415626036900551,0,0,0,0,0,-0.00896577655143936,0,0.168231486740202,0,0.330980659946767,0,0,0.04923152571822,0,0.105792647827513,-0.158514811390577,0,0,0.119995440492925,0,-0.00670989476209185,0.00913403109829698,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0530745657500883,0,0,0,0,0,0,0,0,0,0,0.0463840558815924,0.0933883657505937,0,0,0,0,0,0,0,0,-0.0846395654543428,0,0,0,0,0.00462392831144883,0.0577864065882054,0,0,0,0,0,0,0,0,0,0,0,0,0.075442578792203,0,0,0,0,0,0
X600703.SH,0,0.267815497439672,0,0,0,0.231021402932415,0,0,0,0,0,0,0,0,0,0,0,-0.130558907720196,0,0,0,0,0,0,-0.0970829645090825,0,0,0,0,0,0,0,0,0.0299066821546342,0,0,0.207833539169525,0,0.0864090162286157,0,0,0,0,0,0,0,-0.300295379665384,-0.0760502966073509,0,0,0,0.0279108113343803,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0826827109902816,0,0.00313114928373404,0,0,0,0.0314598259118985,0,0,0.149690484224012,0.240900081393058,0,0,0,0,0,0,0,0,0,-0.0252203957339829,0,0,0,0,0.140708682441981,0.249829074414849,0,-0.0633247368038452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
