,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X000661.SZ,X000063.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000800.SZ,X601877.SH,X000157.SZ,X002236.SZ,X002414.SZ,X300003.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002294.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0701118098015867,0,0.0897671815978806,0,0,0,0.124245349850443,0,0,0.0140228513218144,0,0,0,0,0,0.00125802151413501,0.086858665770127,0,0,0,0,0,0,0,0,0.0237179481987206,0,0,0,0,0,0,0,0,0,0.0178719743916917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0464069469183987,0.0757917608480212,0,0.317829979885593,0,0,0,0,0,0,0.0929466623279891,0,0,0,0,0,0,0.0152660219315152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126963506046541,0.00396197167246336,0,0,0,0,0,0.00389634878931259,0.0111155197523911,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0220882668636077,0.13356570039784,0,0,0,0,0,0,0,0.0270735562375918,0,0.0138615349809559,0,0,0,-4.33680868994202e-19,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.00783294735570741,0,0,0,0,0,0,0,0,0.15152206129811,0,0,0,0,0,-0.0046456209887678,0.00334091317269317,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359261055774919,0,0,0,0.0855940256345762,0,0,0,0,0,0.0463804451518803,0,0.0184599610937681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278693136129798,0,0.101916315928054,0.141116212500757,0,0,0,0,0.00836823312125331,-0.00752813211034743,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0702176828979865,0,0,0,0,0,0,0,0,0,0,0,0.165926251878468,0.0346029796816501,0,0,0,0,0,0,0,0,0,0,0.110707348679215,0,0,0,0,0,0.154004667075219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935823097213444,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0921095057276061,0,0,0.121384198936384,0,0,0,0,0,0,0,0.0924593942863715,0,0,0,0.00416338922384056,0.0956475588109161,0,0,0,0,0,0,0.0111719497451383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472132474182204,0,0,0,0.0325617755889648,0,0,-0.0324292496328957,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0481854557860819,0,0,0,0,0,0,-0.0149251381466516,0,0.00634972742182388,0.0779295955407409,0,0,0,0,0,0,0.0225926666771601,0,0,0,0.117505260240468,0,0,0.0596513528241138,0,0,0,0,0.115552752088897,0,0.0593383653658032,0,0,0,0,0,0.0538562952196286,0,0,0,0,0,0.00956002703869462,0,0,0,0,0,0
X000568.SZ,0,0.426178239904735,0,0,0,0,0,0,0.190499516065762,0,0.0502866857312376,0,0,0,0,0,0,0.0710203369668538,0,0,0,0,0.0458671961653982,0,0.0137849807651131,0,0,0,0,0,0,0,0,0,0,0,0.0476350383080257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131567301603709,0,0,0,0,0,0
X002304.SZ,0,0.27721523249055,0,0,0,0,0,0.379648839033079,0,0,0.0268030252398353,0,0,0,0,0,0,0.00852198039408756,0,0,0,0,0,0,0,0,0.00888935504453674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398816212423223,0.0101148701283897,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111754207881643,0,0.205164118873173,0,0,0,0,0,0.036254241113062,0,0,0,0,0,0,0.244142605426717,0,0,0,0,0.0104557039486609,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151018010598818,0.0189285217441239,0,0,0,0,0,0
X600809.SH,0,0.706280553329176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115371562811699,0,0,0,0,0.132236724793952,0,0,0,0,-0.00490528317218916,0.0382973814103172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557869482744537,-0.00358573681925297,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372739938757589,0,0,0,0,0,0.00992949257592052,0,0.0615629790028715,0,0,0,0,0,0,0,0,0,0.0279892147134763,0,0,0,0,0,0.0751827777107471,0,0,0,0,0,0,0.0282016902285285,0.0451168314469929,0,0,0,0,0,0
X000661.SZ,0,0,0,0.0184679844831328,0,0,0,0,-0.00590456908991554,0,0.218333258320516,0,0,0,0,0,0.129898814597398,0,-0.0587240886794894,-0.0648224072179846,0,0,0,0.0723764577126185,0,0,0.252457602714215,0,0,0,0,0,0,0,-0.0585800946839277,0,0,0,0,0,0,0,0,0,0,0.0375563406172473,-0.0492610753283664,0,0,0,0,0.00661107334837532,-0.068623472603627,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.191103575764651,0,0,0,0.128793237776941,0,0,0.100315021842679,0,0.167365370065814,0,0,0,0,0,0,0,0,0,0,0,0,0.0818208202489558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954852598680081,0.0539403598380515,0.0340736090122086,0,0,0,0,0,0
