,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X600276.SH,X600690.SH,X600271.SH,X600118.SH,X000100.SZ,X600372.SH,X600703.SH,X000157.SZ,X002129.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600741.SH,X600066.SH,X600177.SH,X002236.SZ,X300124.SZ,X002292.SZ,X002456.SZ,X600582.SH,X000559.SZ,X600198.SH,X000977.SZ,X600060.SH,X002465.SZ,X600435.SH,X002475.SZ,X601877.SH,X600839.SH,X300003.SZ,X000800.SZ,X002294.SZ,X000581.SZ,X000568.SZ,X002007.SZ,X000623.SZ,X002276.SZ,X000869.SZ,X600498.SH,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0124860525191033,0,0.183360985756565,0,0,0,0,0,0,0,0,0,0.054691067306389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525094304798484,0,0,0,0,0,0.0129936950880125,0,0,0,0,0,0
X600104.SH,0,0,0.147834379736053,0,0.0121705104048315,0.0156213317047784,0,0,0,0,0,0,0.0222284465553234,0,0,0.0811156952500756,0,0,0,0,0,0,0,0.0138807623883832,0,0.0329806553611818,0,0,0,0,0,0,0,0,0,0,0,0,0.0400027942116669,0,0,0,0,0.107290364346582,0,0.124649455584734,0.0521020682756978,0,0,0,0,-0.00173834438926833,0,0,0,0,0,0,0
X000651.SZ,0.00521665059646417,0.00902745248385304,0,0.133602487010157,0,0.026834545189261,0,0,0,0,0,0,0,0,0.0790893207921992,0,0,0,0,0,0.123373885867339,0,0,0.0377961347746395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420840394304139,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0277885279030297,0,0,0,0,0,0,0.0633516007050176,0,0,0.0454595355242126,0,0,0,0,0,0.0649190190615902,0,0,0,0,0,0,0,0,0,0,0.0486612574054367,0,0,0,0,0,0,0,0,0,0,0,0,0.0629999128855379,0.0571066711942036,0,0,0.106180712906337,0,-0.0179381632522725,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168809166988166,0,0,0.0865510516975133,0,0,0,0,0.166023332031772,0,0,0,0,0,0,0,0.107831077759371,0,0.0660876611443172,0,0,0,0,0,0,0,0.0414424419661678,0,0,0,0,0,0,0,0,0,0,0,-0.0109728185287586,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0381973519355158,0,0,0,0,0,0,0,0,0,0,0,0.0637212903309764,0,0,0,0,0,0.18554235813946,0.0405795215489902,0,0,0,0,0,0,0,0.0497533405762908,0,0,0,0,0,0,0,0.0212088226587635,0,0,0.0151040171637088,0,0,0,0,0,0,0.177332995141103,0,0,-0.0171457097286689,0,0,0,0,0,0,0
X000858.SZ,0,0.0164626740918988,0,0.0218730058951089,0,0,0,0,0,0,0,0.106589090639262,0.0480197334388809,0,0,0,0,0.0620136555402925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317786489220123,0,0,0,0.031624873930657,0,0,0,-0.00369523103853654,-0.000342278677098509,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0345689749684617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458914042816508,0.0600469192139598,0,0,0,0,0.0432931655101949,0,0,0,0,0,0,0,0,0,0,0,0,0.185482269157293,0,0.0102120219565307,0.0535615744068561,0,0.0554487049120176,0,0,-0.0098290506863155,-0.0176399447496732,0,0,0,0,0,0
X000625.SZ,0,0.007546303523733,0,0.235825623476059,0,0,0,0,0,0.11764554283082,0,0,0,0,0,0,0,0,0,0,0,0,0.0635003314091299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176451989601104,0.0185379241102314,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743094130188092,0.546199084221813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277677224063703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965581184611327,0,0,0,0,0,0
X600276.SH,0,0,0,0.00799954520594589,0,0.143230996016047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172296628643022,0,0,0,0,0.0116184525657749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103438236669547,0,0.101112303072557,0,0,0.0307900494506255,0,-0.00477817079034693,0.0150313600629596,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0198165327244272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135947089131594,0.0751861761586043,0.00317947267802402,0,0,0,0,0.11055567343536,0.0156706393344511,0,0,0.0335984425524716,0,0,0,0.124561869462598,0,0,0,0,0.00057928163476307,0,0,0,0,0,0,0
X600271.SH,0,0,0,0.262920534069264,0,0,0,0,0,0,0,0,0,0,0,0.0181922968997346,0,0,0,0,0,0,0,0,0,0.165617396742976,0,0,0,0,0,0,0,0,0.0123861348184456,0,0,0,0,0,0,0,0,0.0728295374597846,0,0,0,0,0,0.0907473432549674,0,-0.00409014951006338,-0.0059870733526588,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29651825055421,0,0,0,0,0,0,0,0,0,0,0.0555083678306357,0,0,0.112905310308268,0,0,0,0,0.0195313790845072,0.245916461664529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809438584287222,0,0,0,0,0,0
X000100.SZ,0,0,0.0826178416640201,0,0.143183494439341,0.0909697369030764,0,0,0,0.131923132118294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369704335691899,0,0,0,0,0,0,0.00115783891254051,0.21809046910182,0,0,0,0,0.107755145613786,0,0,0,0,0,0,0,0,0,0,0,0,-0.00279007926171411,0,0,0,0,0,0,0
X600372.SH,0,0.149410295381697,0,0,0,0,0,0,0,0,0,0,0.0371662516331914,0,0,0,0,0,0,0,0,0.0757512551738548,0,0,0,0.0144273882477165,0,0,0,0,0,0,0,0.160736462702704,0,0.185199540291336,0,0,0,0,0,0,0,0.110798725239362,0,0,0.0175760357944416,0,0,0,0,-0.0194079424612994,0,0,0,0,0,0,0
